"PlotNumber","SubPlot","TreeNum","TreeSpp","DBH","DBHClass","Site_Index_SiteTools18_v2","NewAge","TotalHtCalc","HeightClass","CountAge","CountHT","TotalAge","TreeHealth","TreeOrigin","Conks","BlindConks","Scars","ForkOrCrook","FrostCrack","Mistletoe","RottenBranch","DeadOrBrokenTop","DamageType","DamageSeverity","CrownClass","Ht2LiveCrown","Appearance","CrownCondition","BarkRetention","WoodCondition","LichenLoading","MossLoading","WildLifeUse","TreeNotes","LiveDead","CuVolume","SPH","BasalArea","SiteIndexID","SiteIndex","flag","ProjectID","PlotID","AgeBH","TreeSiteIndex","MensurationID","Zone","SubZone","SiteSeries","SiteIndex_Location","PSPL_SiteIndexValue","Site_Index_Original","Site_Index_SiteTools18_v1","Site_Index_SiteTools19","StemAnalysis","SIBECplot","FlagtoFix_2019","Fixed_2019","Correction_2019","Comment_2019","DONOTUSE_2019","Flag_NoLocation","MAP_LABEL_v11","BEC_v11_AGREE","Field2","Field1","MoistureRegime","NutrientRegime"
"SBC5917","1",1,"Sx",42.20,,13.63,"88",21.70,,88,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18501,88,13.63,23719,"SBS","mc2","10a","Interior",18.89,"13.63",13.63,15.30,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","D"
"SBC5918","1",1,"Sx",55.00,,16.28,"111",28.30,,111,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18502,111,16.28,23720,"SBS","mc2","10b","Interior",18.89,"16.28",16.28,17.48,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"7","D"
"SBC5920","1",1,"Sx",30.60,,12.63,"97",21.90,,97,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18504,97,12.63,23722,"SBS","mc2","10a","Interior",18.89,"12.63",12.63,14.15,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"7","C"
"SBC5921","1",1,"Bl",28.80,,16.80,"76",22.70,,76,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18505,76,16.80,23723,"SBS","mc2","09","Interior",17.60,"16.8",16.80,18.73,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"5","E"
"SBC5922","1",1,"Sx",48.80,,19.09,"104",30.50,,104,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18506,104,19.09,23724,"SBS","mc2","09","Interior",19.39,"19.09",19.09,20.31,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"5","E"
"SBC5926","1",1,"Sx",18.60,,6.59,"80",10.70,,80,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18510,80,6.59,23728,"SBS","mc2","12","Interior",18.79,"6.59",6.59,8.43,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"7","C"
"SBC5932","1",1,"Sx",16.50,,8.04,"75",12.10,,75,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18516,75,8.04,23736,"SBS","mc2","12","Interior",18.89,"8.04",8.04,10.04,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"7","B"
"SBC5933","1",1,"Sx",30.00,,9.68,"102",18.60,,102,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18517,102,,23737,"SBS","mc2","07","Interior",19.10,,9.68,11.15,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","B"
"SBC5955","1",1,"Sx",18.30,,6.05,"104",12.80,,104,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18544,104,6.05,23767,"SBS","mc2","12","Interior",18.39,"6.05",6.05,7.45,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"7","B"
"SBC5958","1",1,"Sx",41.50,,26.64,"66",31.50,,66,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18547,66,26.64,23770,"SBS","mc2","09a","Interior",20.20,"26.64",26.64,28.67,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"5","E"
"SBC5960","1",1,"Bl",29.30,,20.61,"71",25.90,,71,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18549,71,20.61,23772,"SBS","mc2","10a","Interior",17.20,"20.61",20.61,22.43,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","D"
"SBC5962","1",1,"Bl",29.70,,17.94,"114",29.20,,114,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18551,114,17.94,23775,"SBS","mc2","09b","Interior",16.60,"17.94",17.94,18.99,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","D"
"SBC5964","1",1,"Bl",7.70,,21.07,"13",6.40,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18553,13,21.07,23777,"SBS","mc2","07","Interior",16.60,"21.07",21.07,29.74,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","B"
"SBC5965","1",1,"Sx",5.90,,17.06,"15",5.10,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18554,15,,23778,"SBS","mc2","07","Interior",19.20,,17.06,26.12,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","B"
"SBC5967","1",1,"Sx",10.30,,19.59,"18",7.40,,18,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18556,18,,23780,"SBS","mc2","07","Interior",19.20,,19.59,27.40,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","B"
"SBC5969","1",1,"Sx",20.20,,14.08,"41",11.60,,41,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18558,41,14.03,23782,"SBS","mc2","12","Interior",19.29,"14.03",14.08,18.18,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"7","B"
"SBC5977","1",1,"Bl",31.50,,14.62,"90",22.50,,90,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18566,90,14.62,23791,"SBS","mc2","10a","Interior",16.70,"14.62",14.62,16.30,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","D"
"SBC5978","1",1,"Bl",26.10,,17.16,"59",19.50,,59,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18567,59,17.16,23792,"SBS","mc2","10a","Interior",16.70,"17.16",17.16,19.80,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"7","C"
"SBC5979","1",1,"Bl",5.50,,12.52,"13",3.50,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18568,13,12.52,23793,"SBS","mc2","03","Interior",16.10,"12.52",12.52,21.83,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"4","A"
"SBC5979","1",1,"Sx",5.50,,16.57,"12",4.00,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18568,12,16.44,23794,"SBS","mc2","03","Interior",18.89,"16.44",16.57,21.83,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"4","A"
"SBC5985","1",1,"Sx",40.10,,20.52,"67",25.30,,67,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18574,67,20.52,23800,"SBS","mc2","09a","Interior",19.39,"20.52",20.52,22.66,0,1,0,0,,,0,0,"SBSdk",0,0,0,"5","E"
"SBC5987","1",1,"Sx",26.30,,17.83,"48",17.20,,48,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18576,48,17.84,23803,"SBS","mc2","09b","Interior",18.89,"17.84",17.83,21.32,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","D"
"SBC5989","1",1,"Bl",7.40,,21.55,"11",5.60,,11,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18578,11,21.55,23805,"SBS","mc2","07","Interior",15.80,"21.55",21.55,33.07,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","B"
"SBC5990","1",1,"Sx",6.40,,21.77,"11",5.40,,11,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18579,11,,23806,"SBS","mc2","07","Interior",18.89,,21.77,33.91,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","B"
"SBC5995","1",1,"Bl",10.00,,15.35,"24",7.80,,24,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18584,24,15.35,23811,"SBS","mc2","10b","Interior",16.29,"15.35",15.35,21.38,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","D"
"SBC5997","1",1,"Sx",32.50,,15.83,"85",23.80,,85,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18586,85,15.83,23813,"SBS","mc2","03","Interior",18.89,"15.83",15.83,17.50,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"3","B"
"SBC6003","1",1,"Sx",18.70,,12.07,"54",13.00,,54,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18592,54,12.07,23819,"SBS","mc2","03","Interior",18.79,"12.07",12.07,15.04,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"4","B"
"SBC6005","1",1,"Sx",26.60,,17.52,"57",19.50,,57,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18594,57,17.52,23822,"SBS","mc2","03","Interior",18.89,"17.52",17.52,20.23,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"3","B"
"SBC6007","1",1,"Sx",28.70,,9.18,"96",17.00,,96,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18596,96,9.18,23825,"SBS","mc2","03","Interior",18.89,"9.18",9.18,10.77,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"4","B"
"SBC6011","1",1,"Bl",24.00,,12.67,"66",16.10,,66,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,18600,66,12.67,23829,"SBS","mc2","10b","Interior",,"12.67",12.67,15.25,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"6","C"
"SBC6841","1",1,"Sx",33.40,,16.38,"98",26.60,,98,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,192,19608,98,16.38,25471,"SBS","mc2","03","Interior",18.79,"16.38",16.38,17.78,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"4","C"
"SBC6842","1",1,"Bl",26.20,,15.80,"79",22.10,,79,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,192,19609,79,15.80,25478,"SBS","mc2","03","Interior",15.39,"15.8",15.80,17.71,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"4","C"
"SBC6848","1",1,"Sx",22.60,,16.10,"57",18.00,,57,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,192,19615,57,16.10,25477,"SBS","mc2","03","Interior",19.29,"16.1",16.10,18.84,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"4","B"
"SBC7317","1",1,"Pl",12.90,,17.10,"33",12.70,,33,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20084,33,17.10,26172,"SBS","mc2","04","Interior",19.10,"17.1",17.10,19.36,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"4","C"
"SBC7317","1",2,"Sx",22.40,,18.93,"39",15.10,,39,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20084,39,18.93,26173,"SBS","mc2","04","Interior",18.70,"18.93",18.93,23.12,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"4","C"
"SBC7318","1",1,"Pl",15.60,,20.65,"18",9.90,,18,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20085,18,20.65,26174,"SBS","mc2","04","Interior",18.60,"20.65",20.65,24.36,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"5","D"
"SBC7318","1",2,"Sx",12.40,,23.74,"17",9.30,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20085,17,23.91,26175,"SBS","mc2","04","Interior",18.10,"23.91",23.74,32.26,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"5","D"
"SBC7392","1",1,"Bl",7.50,,14.03,"14",4.20,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20159,14,14.03,26272,"SBS","mc2","02","Interior",16.20,"14.03",14.03,23.03,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"1","B"
"SBC7505","1",1,"Sx",7.10,,19.29,"13",5.30,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20272,13,19.29,26437,"SBS","mc2","02","Interior",18.89,"19.29",19.29,29.69,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"2","B"
"SBC7505","1",2,"Bl",5.60,,15.40,"12",4.10,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20272,12,15.40,26438,"SBS","mc2","02","Interior",16.10,"15.4",15.40,25.01,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"2","B"
"SBC7506","1",1,"Bl",4.90,,12.45,"15",3.90,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20273,15,12.45,26439,"SBS","mc2","03","Interior",16.10,"12.45",12.45,21.17,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"5","A"
"SBC7506","1",2,"Sx",6.60,,17.23,"16",5.50,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20273,16,17.13,26440,"SBS","mc2","03","Interior",18.89,"17.13",17.23,25.78,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"5","A"
"SBC7508","1",1,"Sx",27.50,,11.95,"60",14.20,,60,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20275,60,11.95,26442,"SBS","mc2","02","Interior",19.29,"11.95",11.95,14.54,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"2","B"
"SBC7509","1",1,"Bl",9.10,,17.10,"20",7.50,,20,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20276,20,17.10,26443,"SBS","mc2","02","Interior",15.80,"17.1",17.10,23.78,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"2","B"
"SBC7510","1",1,"Sx",9.10,,18.81,"23",8.90,,23,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20277,23,18.79,26444,"SBS","mc2","02","Interior",19.10,"18.79",18.81,24.69,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"2","B"
"SBC7511","1",1,"Bl",11.50,,14.54,"28",8.50,,28,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20278,28,14.54,26445,"SBS","mc2","02","Interior",15.80,"14.54",14.54,19.78,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"2","B"
"SBC7512","1",1,"Sx",11.10,,19.43,"22",8.90,,22,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20279,22,19.43,26446,"SBS","mc2","02","Interior",18.89,"19.43",19.43,25.60,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"2","B"
"SBC7513","1",1,"Sx",7.10,,17.45,"16",5.60,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20280,16,17.36,26447,"SBS","mc2","03","Interior",18.89,"17.36",17.45,26.04,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"5","A"
"SBC7513","1",2,"Bl",6.20,,8.92,"22",3.80,,22,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20280,22,8.92,26448,"SBS","mc2","03","Interior",16.10,"8.92",8.92,15.70,0,1,0,0,,,0,0,"SBSmc2",1,0,0,"5","A"
"SBC7514","1",1,"Sx",26.10,,25.06,"32",17.30,,32,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20281,32,25.26,26449,"SBS","mc2","09","Interior",,"25.26",25.06,29.55,0,1,0,0,,,0,0,"BWBSwk1",0,0,0,"6","D"
"SBC7514","1",2,"Bl",21.10,,19.37,"33",13.90,,33,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20281,33,19.37,26450,"SBS","mc2","09","Interior",,"19.37",19.37,23.28,0,1,0,0,,,0,0,"BWBSwk1",0,0,0,"6","D"
"SBC7515","1",1,"Bl",21.10,,20.33,"28",12.80,,28,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20282,28,20.33,26451,"SBS","mc2","09","Interior",,"20.33",20.33,24.62,0,1,0,0,,,0,0,"BWBSwk1",0,0,0,"5","D"
"SBC7516","1",1,"Sx",24.60,,21.74,"36",16.30,,36,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,20283,36,21.80,26452,"SBS","mc2","09","Interior",,"21.8",21.74,26.10,0,1,0,0,,,0,0,"BWBSwk1",0,0,0,"5","D"
"SBC0439","1",1,"Sx",,,20.38,"56",22.22,,56,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,5292,56,20.50,4417,"SBS","mc2","06",,,,20.38,23.16,1,1,0,0,,,0,1,,0,0,0,"5","C"
"SBC0440","1",1,"Sx",,,11.92,"94",20.52,,94,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,5293,94,14.00,4418,"SBS","mc2","02",,,,11.92,13.51,1,1,0,0,,,0,1,,0,0,0,"2","B"
"SBC0447","1",1,"Sx",,,18.02,"55",19.49,,55,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,5300,55,18.40,4425,"SBS","mc2","01",,,,18.02,20.94,1,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1243","1",1,"Pl",,,19.54,"13",7.06,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12606,,19.54,14646,"SBS","mc2","01c",,,,19.54,24.58,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1243","1",2,"Pl",,,22.38,"14",9.07,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12606,,22.38,14647,"SBS","mc2","01c",,,,22.38,26.99,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1243","1",3,"Pl",,,18.58,"14",6.99,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12606,,18.58,14648,"SBS","mc2","01c",,,,18.58,23.36,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1243","1",4,"Pl",,,20.11,"14",7.80,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12606,,20.11,14649,"SBS","mc2","01c",,,,20.11,24.83,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1244","1",1,"Pl",,,18.89,"20",9.60,,20,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12607,,18.89,14650,"SBS","mc2","01c",,,,18.89,22.41,0,1,0,0,,,0,1,,0,0,0,"3","C"
"SBC1244","1",2,"Pl",,,19.14,"21",10.16,,21,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12607,,19.14,14651,"SBS","mc2","01c",,,,19.14,22.40,0,1,0,0,,,0,1,,0,0,0,"3","C"
"SBC1244","1",3,"Pl",,,21.80,"11",7.20,,11,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12607,,21.80,14652,"SBS","mc2","01c",,,,21.80,27.74,0,1,0,0,,,0,1,,0,0,0,"3","C"
"SBC1245","1",1,"Pl",,,21.14,"12",7.39,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12608,,21.14,14654,"SBS","mc2","01a",,,,21.14,26.47,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1245","1",2,"Pl",,,22.37,"10",6.93,,10,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12608,,22.37,14655,"SBS","mc2","01a",,,,22.37,29.11,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1245","1",3,"Pl",,,21.80,"11",7.20,,11,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12608,,21.80,14656,"SBS","mc2","01a",,,,21.80,27.74,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1245","1",4,"Pl",,,19.26,"11",6.04,,11,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12608,,19.26,14657,"SBS","mc2","01a",,,,19.26,25.30,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1251","1",1,"Pl",,,19.27,"16",8.20,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12614,,19.27,14675,"SBS","mc2","05",,,,19.27,23.49,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1251","1",2,"Pl",,,21.32,"17",9.89,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12614,,21.32,14676,"SBS","mc2","05",,,,21.32,25.23,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1251","1",3,"Pl",,,21.61,"15",9.12,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12614,,21.61,14677,"SBS","mc2","05",,,,21.61,25.95,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1251","1",4,"Pl",,,22.74,"14",9.28,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12614,,22.74,14678,"SBS","mc2","05",,,,22.74,27.33,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1252","1",1,"Pl",,,20.77,"13",7.69,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12615,,20.77,14679,"SBS","mc2","05",,,,20.77,25.76,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1252","1",2,"Pl",,,20.24,"12",6.95,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12615,,20.24,14680,"SBS","mc2","05",,,,20.24,25.62,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1252","1",3,"Pl",,,23.21,"12",8.46,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12615,,23.21,14681,"SBS","mc2","05",,,,23.21,28.42,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1253","1",1,"Pl",,,21.76,"11",7.18,,11,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12616,,21.76,14682,"SBS","mc2","06",,,,21.76,27.70,0,1,0,0,,,0,1,,0,0,0,"5","D"
"SBC1253","1",2,"Pl",,,19.54,"13",7.06,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12616,,19.54,14683,"SBS","mc2","06",,,,19.54,24.58,0,1,0,0,,,0,1,,0,0,0,"5","D"
"SBC1253","1",3,"Pl",,,18.58,"13",6.58,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12616,,18.58,14684,"SBS","mc2","06",,,,18.58,23.65,0,1,0,0,,,0,1,,0,0,0,"5","D"
"SBC1254","1",1,"Pl",,,21.32,"12",7.48,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12617,,21.32,14685,"SBS","mc2","05",,,,21.32,26.64,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1254","1",3,"Pl",,,23.37,"13",9.11,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12617,,23.37,14687,"SBS","mc2","05",,,,23.37,28.23,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1254","1",4,"Pl",,,22.71,"13",8.74,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12617,,22.71,14688,"SBS","mc2","05",,,,22.71,27.61,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1262","1",1,"Pl",,,23.83,"12",8.79,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12627,,23.83,14714,"SBS","mc2","01a",,,,23.83,29.30,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1262","1",2,"Pl",,,20.44,"13",7.52,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12627,,20.44,14715,"SBS","mc2","01a",,,,20.44,25.45,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1262","1",3,"Pl",,,22.91,"11",7.74,,11,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12627,,22.91,14716,"SBS","mc2","01a",,,,22.91,28.83,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1262","1",4,"Pl",,,21.44,"13",8.05,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,12627,,21.44,14717,"SBS","mc2","01a",,,,21.44,26.40,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1263","1",1,"Sx",,,24.59,"20",11.32,,20,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12265,20,24.83,14150,"SBS","mc2","05",,,,24.59,31.32,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1263","1",2,"Sx",,,24.45,"21",11.71,,21,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12265,21,24.66,14566,"SBS","mc2","05",,,,24.45,30.72,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1264","1",1,"Sx",,,20.89,"19",8.54,,19,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12266,19,20.96,14998,"SBS","mc2","05",,,,20.89,28.14,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1264","1",2,"Sx",,,23.15,"21",10.84,,21,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12266,21,23.30,14999,"SBS","mc2","05",,,,23.15,29.54,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1264","1",3,"Sx",,,24.02,"19",10.45,,19,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12266,19,24.22,15000,"SBS","mc2","05",,,,24.02,31.17,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1264","1",4,"Sx",,,22.12,"18",8.82,,18,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12266,18,22.24,15001,"SBS","mc2","05",,,,22.12,29.76,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1265","1",1,"Sx",,,22.32,"12",6.08,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12626,12,22.41,14718,"SBS","mc2","01",,,,22.32,34.13,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1265","1",2,"Sx",,,22.20,"12",6.03,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12626,12,22.28,14719,"SBS","mc2","01",,,,22.20,33.99,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1265","1",3,"Sx",,,21.19,"13",6.07,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12626,13,21.25,14720,"SBS","mc2","01",,,,21.19,31.84,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1267","1",1,"Sx",,,24.43,"13",7.52,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12629,13,24.63,14725,"SBS","mc2","05",,,,24.43,35.46,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1267","1",2,"Sx",,,24.20,"12",6.87,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12629,12,24.37,14726,"SBS","mc2","05",,,,24.20,36.29,0,1,0,0,,,0,1,,0,0,0,"4","C"
