"PlotNumber","SubPlot","TreeNum","TreeSpp","DBH","DBHClass","Site_Index_SiteTools18_v2","NewAge","TotalHtCalc","HeightClass","CountAge","CountHT","TotalAge","TreeHealth","TreeOrigin","Conks","BlindConks","Scars","ForkOrCrook","FrostCrack","Mistletoe","RottenBranch","DeadOrBrokenTop","DamageType","DamageSeverity","CrownClass","Ht2LiveCrown","Appearance","CrownCondition","BarkRetention","WoodCondition","LichenLoading","MossLoading","WildLifeUse","TreeNotes","LiveDead","CuVolume","SPH","BasalArea","SiteIndexID","SiteIndex","flag","ProjectID","PlotID","AgeBH","TreeSiteIndex","MensurationID","Zone","SubZone","SiteSeries","SiteIndex_Location","PSPL_SiteIndexValue","Site_Index_Original","Site_Index_SiteTools18_v1","Site_Index_SiteTools19","StemAnalysis","SIBECplot","FlagtoFix_2019","Fixed_2019","Correction_2019","Comment_2019","DONOTUSE_2019","Flag_NoLocation","MAP_LABEL_v11","BEC_v11_AGREE","Field2","Field1","MoistureRegime","NutrientRegime"
"SBC1267","1",3,"Sx",,,20.83,"13",5.92,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12629,13,20.88,14727,"SBS","mc2","05",,,,20.83,31.43,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1267","1",4,"Sx",,,23.92,"12",6.75,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12629,12,24.08,14728,"SBS","mc2","05",,,,23.92,35.97,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1268","1",1,"Sx",,,19.21,"17",6.81,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12630,17,19.18,14729,"SBS","mc2","05",,,,19.21,27.48,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1268","1",2,"Sx",,,21.09,"15",6.92,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12630,15,21.16,14730,"SBS","mc2","05",,,,21.09,30.58,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1268","1",3,"Sx",,,20.68,"15",6.72,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12630,15,20.73,14731,"SBS","mc2","05",,,,20.68,30.11,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1268","1",4,"Sx",,,20.80,"16",7.21,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12630,16,20.83,14732,"SBS","mc2","05",,,,20.80,29.64,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1269","1",1,"Sx",,,23.98,"23",12.32,,23,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12631,23,24.14,14733,"SBS","mc2","05",,,,23.98,29.50,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1269","1",2,"Sx",,,22.11,"23",11.04,,23,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12631,23,22.20,14734,"SBS","mc2","05",,,,22.11,27.79,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1269","1",3,"Sx",,,24.85,"22",12.48,,22,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12631,22,25.07,14735,"SBS","mc2","05",,,,24.85,30.67,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1269","1",4,"Sx",,,22.85,"23",11.54,,23,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12631,23,22.97,14736,"SBS","mc2","05",,,,22.85,28.47,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1270","1",1,"Sx",,,23.38,"21",10.99,,21,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12632,21,23.53,14737,"SBS","mc2","10a",,,,23.38,29.68,0,1,0,0,,,0,1,,0,0,0,"5","C"
"SBC1270","1",2,"Sx",,,22.34,"22",10.77,,22,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12632,22,22.45,14738,"SBS","mc2","10a",,,,22.34,28.39,0,1,0,0,,,0,1,,0,0,0,"5","C"
"SBC1270","1",3,"Sx",,,24.54,"21",11.77,,21,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12632,21,24.75,14739,"SBS","mc2","10a",,,,24.54,30.80,0,1,0,0,,,0,1,,0,0,0,"5","C"
"SBC1271","1",1,"Sx",,,24.41,"15",8.64,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12633,15,24.64,14740,"SBS","mc2","05",,,,24.41,34.35,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1271","1",2,"Sx",,,26.24,"15",9.67,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12633,15,26.57,14741,"SBS","mc2","05",,,,26.24,36.41,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1271","1",3,"Sx",,,25.22,"14",8.49,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12633,14,25.47,14742,"SBS","mc2","05",,,,25.22,35.92,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1272","1",1,"Sx",,,23.93,"21",11.36,,21,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12634,21,24.11,14743,"SBS","mc2","10",,,,23.93,30.22,0,1,0,0,,,0,1,,0,0,0,,
"SBC1272","1",2,"Sx",,,22.38,"20",9.89,,20,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12634,20,22.52,14744,"SBS","mc2","10",,,,22.38,29.18,0,1,0,0,,,0,1,,0,0,0,,
"SBC1272","1",3,"Sx",,,21.19,"20",9.15,,20,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12634,20,21.28,14745,"SBS","mc2","10",,,,21.19,28.00,0,1,0,0,,,0,1,,0,0,0,,
"SBC1272","1",4,"Sx",,,20.98,"22",9.88,,22,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12634,22,21.04,14746,"SBS","mc2","10",,,,20.98,27.10,0,1,0,0,,,0,1,,0,0,0,,
"SBC1276","1",1,"Sx",,,19.47,"21",8.52,,21,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12638,21,19.47,14759,"SBS","mc2","01",,,,19.47,25.95,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1276","1",2,"Sx",,,21.31,"20",9.22,,20,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12638,20,21.40,14760,"SBS","mc2","01",,,,21.31,28.11,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1276","1",3,"Sx",,,21.05,"21",9.49,,21,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12638,21,21.11,14761,"SBS","mc2","01",,,,21.05,27.50,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1276","1",4,"Sx",,,21.62,"19",8.97,,19,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12638,19,21.71,14762,"SBS","mc2","01",,,,21.62,28.88,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1277","1",1,"Sx",,,25.93,"19",11.69,,19,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12639,19,26.21,14763,"SBS","mc2","06",,,,25.93,33.07,0,1,0,0,,,0,1,,0,0,0,,
"SBC1277","1",2,"Sx",,,24.17,"19",10.54,,19,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12639,19,24.37,14764,"SBS","mc2","06",,,,24.17,31.31,0,1,0,0,,,0,1,,0,0,0,,
"SBC1277","1",3,"Sx",,,25.14,"19",11.17,,19,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12639,19,25.39,14765,"SBS","mc2","06",,,,25.14,32.29,0,1,0,0,,,0,1,,0,0,0,,
"SBC1277","1",4,"Sx",,,23.76,"19",10.28,,19,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12639,19,23.94,14766,"SBS","mc2","06",,,,23.76,30.90,0,1,0,0,,,0,1,,0,0,0,,
"SBC1278","1",1,"Sx",,,25.34,"11",6.78,,11,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12640,11,25.58,14767,"SBS","mc2","01",,,,25.34,38.79,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1278","1",2,"Sx",,,22.91,"13",6.82,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12640,13,23.04,14768,"SBS","mc2","01",,,,22.91,33.76,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1278","1",3,"Sx",,,22.82,"13",6.78,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12640,13,22.95,14769,"SBS","mc2","01",,,,22.82,33.67,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1279","1",1,"Sx",,,19.81,"16",6.71,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12641,16,19.80,14771,"SBS","mc2","05",,,,19.81,28.52,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1279","1",2,"Sx",,,21.70,"14",6.75,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12641,14,21.79,14772,"SBS","mc2","05",,,,21.70,31.92,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1279","1",3,"Sx",,,20.55,"15",6.66,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12641,15,20.60,14773,"SBS","mc2","05",,,,20.55,29.98,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1279","1",4,"Sx",,,21.78,"15",7.26,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12641,15,21.88,14774,"SBS","mc2","05",,,,21.78,31.37,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1280","1",1,"Sx",,,22.98,"14",7.36,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12642,14,23.13,14775,"SBS","mc2","01",,,,22.98,33.38,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1280","1",2,"Sx",,,22.83,"15",7.80,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12642,15,22.99,14776,"SBS","mc2","01",,,,22.83,32.57,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1280","1",3,"Sx",,,22.19,"14",6.98,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12642,14,22.30,14777,"SBS","mc2","01",,,,22.19,32.48,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1281","1",1,"Sx",,,20.40,"15",6.59,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12643,15,20.45,14779,"SBS","mc2","01",,,,20.40,29.80,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1281","1",2,"Sx",,,24.11,"16",9.00,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12643,16,24.29,14780,"SBS","mc2","01",,,,24.11,33.31,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1281","1",3,"Sx",,,22.84,"16",8.29,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12643,16,22.96,14781,"SBS","mc2","01",,,,22.84,31.91,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1281","1",4,"Sx",,,20.78,"15",6.77,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12643,15,20.84,14782,"SBS","mc2","01",,,,20.78,30.23,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1282","1",1,"Sx",,,20.85,"14",6.36,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12644,14,20.91,14783,"SBS","mc2","01",,,,20.85,30.95,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1282","1",2,"Sx",,,20.63,"14",6.26,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12644,14,20.67,14784,"SBS","mc2","01",,,,20.63,30.69,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1282","1",3,"Sx",,,21.66,"15",7.20,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12644,15,21.76,14785,"SBS","mc2","01",,,,21.66,31.23,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1282","1",4,"Sx",,,22.30,"12",6.07,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12644,12,22.38,14786,"SBS","mc2","01",,,,22.30,34.11,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1283","1",1,"Sx",,,25.01,"14",8.38,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12645,14,25.25,14787,"SBS","mc2","05",,,,25.01,35.68,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1283","1",2,"Sx",,,24.27,"14",8.00,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12645,14,24.48,14788,"SBS","mc2","05",,,,24.27,34.84,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1283","1",3,"Sx",,,24.90,"14",8.32,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12645,14,25.13,14789,"SBS","mc2","05",,,,24.90,35.55,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1283","1",4,"Sx",,,24.62,"14",8.18,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12645,14,24.85,14790,"SBS","mc2","05",,,,24.62,35.24,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1284","1",1,"Sx",,,22.95,"15",7.86,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12646,15,23.11,14791,"SBS","mc2","01",,,,22.95,32.70,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1284","1",2,"Sx",,,21.05,"15",6.90,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12646,15,21.12,14792,"SBS","mc2","01",,,,21.05,30.54,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1284","1",3,"Sx",,,22.23,"14",7.00,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12646,14,22.35,14793,"SBS","mc2","01",,,,22.23,32.53,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1284","1",4,"Sx",,,24.04,"15",8.44,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12646,15,24.26,14794,"SBS","mc2","01",,,,24.04,33.94,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1285","1",1,"Sx",,,24.79,"19",10.94,,19,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12647,19,25.02,14795,"SBS","mc2","05",,,,24.79,31.94,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1285","1",2,"Sx",,,25.31,"19",11.28,,19,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12647,19,25.56,14796,"SBS","mc2","05",,,,25.31,32.46,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1285","1",3,"Sx",,,22.07,"17",8.34,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12647,17,22.16,14797,"SBS","mc2","05",,,,22.07,30.46,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1285","1",4,"Sx",,,24.49,"18",10.25,,18,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12647,18,24.72,14798,"SBS","mc2","05",,,,24.49,32.21,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1286","1",1,"Sx",,,25.32,"14",8.54,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12648,14,25.58,14799,"SBS","mc2","01",,,,25.32,36.03,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1286","1",2,"Sx",,,24.21,"14",7.97,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12648,14,24.42,14800,"SBS","mc2","01",,,,24.21,34.78,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1286","1",3,"Sx",,,21.39,"15",7.07,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12648,15,21.48,14801,"SBS","mc2","01",,,,21.39,30.93,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1286","1",4,"Sx",,,21.64,"15",7.19,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12648,15,21.74,14802,"SBS","mc2","01",,,,21.64,31.21,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1287","1",1,"Sx",,,24.03,"16",8.95,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12649,16,24.20,14803,"SBS","mc2","05",,,,24.03,33.21,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1287","1",2,"Sx",,,26.04,"15",9.55,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12649,15,26.35,14804,"SBS","mc2","05",,,,26.04,36.17,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1287","1",3,"Sx",,,23.73,"15",8.27,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12649,15,23.92,14805,"SBS","mc2","05",,,,23.73,33.58,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1287","1",4,"Sx",,,22.94,"14",7.34,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12649,14,23.09,14806,"SBS","mc2","05",,,,22.94,33.34,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1288","1",1,"Sx",,,21.78,"16",7.72,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12650,16,21.86,14807,"SBS","mc2","01",,,,21.78,30.73,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1288","1",2,"Sx",,,22.55,"14",7.15,,14,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12650,14,22.68,14808,"SBS","mc2","01",,,,22.55,32.88,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1288","1",3,"Sx",,,21.50,"16",7.57,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12650,16,21.56,14809,"SBS","mc2","01",,,,21.50,30.41,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1289","1",1,"Sx",,,18.57,"23",8.75,,23,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12651,23,18.54,14810,"SBS","mc2","05",,,,18.57,24.46,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1289","1",2,"Sx",,,20.04,"24",10.08,,24,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12651,24,20.06,14811,"SBS","mc2","05",,,,20.04,25.64,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1289","1",3,"Sx",,,18.05,"24",8.81,,24,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12651,24,18.02,14812,"SBS","mc2","05",,,,18.05,23.84,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1289","1",4,"Sx",,,21.12,"26",11.64,,26,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12651,26,21.18,14813,"SBS","mc2","05",,,,21.12,26.31,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1290","1",1,"Sx",,,22.85,"15",7.81,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12652,15,23.01,14814,"SBS","mc2","01",,,,22.85,32.59,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1290","1",2,"Sx",,,22.17,"15",7.46,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12652,15,22.30,14815,"SBS","mc2","01",,,,22.17,31.82,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1290","1",3,"Sx",,,21.31,"16",7.47,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12652,16,21.36,14816,"SBS","mc2","01",,,,21.31,30.20,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1290","1",4,"Sx",,,20.49,"16",7.05,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12652,16,20.51,14817,"SBS","mc2","01",,,,20.49,29.28,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1291","1",1,"Sx",,,20.17,"17",7.31,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12653,17,20.18,14818,"SBS","mc2","05",,,,20.17,28.54,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1291","1",2,"Sx",,,23.99,"15",8.41,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12653,15,24.20,14819,"SBS","mc2","05",,,,23.99,33.87,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1291","1",3,"Sx",,,21.71,"18",8.58,,18,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12653,18,21.80,14820,"SBS","mc2","05",,,,21.71,29.33,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1292","1",1,"Sx",,,22.99,"10",5.34,,10,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12654,10,23.10,14821,"SBS","mc2","01",,,,22.99,36.61,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1292","1",2,"Sx",,,21.24,"11",5.21,,11,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12654,11,21.28,14822,"SBS","mc2","01",,,,21.24,33.31,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1292","1",3,"Sx",,,21.53,"10",4.86,,10,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12654,10,21.57,14823,"SBS","mc2","01",,,,21.53,34.95,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC1293","1",1,"Sx",,,25.12,"11",6.69,,11,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12655,11,25.35,14825,"SBS","mc2","01",,,,25.12,38.53,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC1293","1",2,"Sx",,,23.53,"11",6.06,,11,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12655,11,23.68,14826,"SBS","mc2","01",,,,23.53,36.66,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC1293","1",3,"Sx",,,24.45,"12",6.98,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12655,12,24.63,14827,"SBS","mc2","01",,,,24.45,36.43,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC1293","1",4,"Sx",,,23.59,"12",6.61,,12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12655,12,23.74,14828,"SBS","mc2","01",,,,23.59,35.59,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC1294","1",1,"Sx",,,22.88,"17",8.80,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12656,17,23.01,14829,"SBS","mc2","05",,,,22.88,31.33,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1294","1",2,"Sx",,,21.80,"15",7.27,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12656,15,21.90,14830,"SBS","mc2","05",,,,21.80,31.39,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1294","1",3,"Sx",,,24.96,"16",9.49,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12656,16,25.18,14831,"SBS","mc2","05",,,,24.96,34.25,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1295","1",1,"Sx",,,23.20,"18",9.46,,18,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12657,18,23.37,14832,"SBS","mc2","01",,,,23.20,30.88,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1295","1",2,"Sx",,,20.55,"17",7.51,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12657,17,20.58,14833,"SBS","mc2","01",,,,20.55,28.80,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1295","1",3,"Sx",,,22.49,"17",8.58,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12657,17,22.61,14834,"SBS","mc2","01",,,,22.49,30.91,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1295","1",4,"Sx",,,22.74,"17",8.72,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12657,17,22.86,14835,"SBS","mc2","01",,,,22.74,31.18,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1297","1",1,"Sx",,,23.27,"15",8.03,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12659,15,23.45,14840,"SBS","mc2","05",,,,23.27,33.07,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1297","1",2,"Sx",,,22.98,"13",6.85,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12659,13,23.11,14841,"SBS","mc2","05",,,,22.98,33.84,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1297","1",3,"Sx",,,23.31,"15",8.05,,15,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12659,15,23.49,14842,"SBS","mc2","05",,,,23.31,33.11,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1297","1",4,"Sx",,,22.55,"13",6.66,,13,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12659,13,22.67,14843,"SBS","mc2","05",,,,22.55,33.36,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC1298","1",1,"Sx",,,22.91,"16",8.33,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12660,16,23.04,14844,"SBS","mc2","05",,,,22.91,31.99,0,1,0,0,,,0,1,,0,0,0,,
"SBC1298","1",2,"Sx",,,24.22,"16",9.06,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12660,16,24.40,14845,"SBS","mc2","05",,,,24.22,33.43,0,1,0,0,,,0,1,,0,0,0,,
"SBC1298","1",3,"Sx",,,23.35,"16",8.57,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12660,16,23.49,14846,"SBS","mc2","05",,,,23.35,32.47,0,1,0,0,,,0,1,,0,0,0,,
"SBC1298","1",4,"Sx",,,25.41,"16",9.75,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12660,16,25.64,14847,"SBS","mc2","05",,,,25.41,34.74,0,1,0,0,,,0,1,,0,0,0,,
"SBC1299","1",1,"Sx",,,22.65,"19",9.59,,19,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12661,19,22.78,14848,"SBS","mc2","05",,,,22.65,29.78,0,1,0,0,,,0,1,,0,0,0,,
"SBC1299","1",2,"Sx",,,23.45,"19",10.09,,19,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12661,19,23.62,14849,"SBS","mc2","05",,,,23.45,30.60,0,1,0,0,,,0,1,,0,0,0,,
