Unit,SImin,SImean,SImax,MeanPlotSiteIndex,Spp
ESSFmv3/01,15.47,16.42,17.19,NA,Sx
ESSFmv3/01,15.96,16.59,17.53,NA,Hw
ESSFmv3/01,18.9,20.38,21.92,NA,Py
ESSFmv3/01,20.22,20.91,21.69,NA,Fd
ESSFmv3/02,8.86,9.59,10.31,NA,Cw
ESSFmv3/02,9.2,9.6,10.13,9,Bl
ESSFmv3/02,13.46,14.63,15.96,NA,Hw
ESSFmv3/02,13.47,14.49,15.55,NA,Sx
ESSFmv3/02,13.63,14.19,14.87,9,Pl
ESSFmv3/02,15.63,16.25,16.95,NA,Lw
ESSFmv3/02,16.78,18.74,20.09,NA,Py
ESSFmv3/02,18.36,19.28,20.22,NA,Fd
ESSFmv3/03,9.27,9.78,10.27,6,Bl
ESSFmv3/03,10.17,10.53,10.72,NA,Cw
ESSFmv3/03,13.65,14.27,14.87,9,Pl
ESSFmv3/03,14.02,14.77,15.55,NA,Sx
ESSFmv3/03,14.97,15.51,16.95,NA,Lw
ESSFmv3/03,15.13,15.65,16.22,NA,Hw
ESSFmv3/03,16.18,18.03,20.09,NA,Py
ESSFmv3/03,19.49,20.01,20.45,NA,Fd
ESSFmv3/04,10.64,10.69,10.75,12,Bl
ESSFmv3/04,10.89,11.33,11.77,NA,Cw
ESSFmv3/04,15.54,15.8,16.07,NA,Lw
ESSFmv3/04,16.02,16.19,16.36,15,Pl
ESSFmv3/04,16.42,16.97,17.53,NA,Hw
ESSFmv3/04,16.55,16.82,17.09,NA,Sx
ESSFmv3/04,20.84,21.26,21.69,NA,Fd
ESSFmv3/04,21.71,21.82,21.92,NA,Py
ESSFmv3/05,10.64,10.69,10.75,12,Bl
ESSFmv3/05,10.89,11.33,11.77,NA,Cw
ESSFmv3/05,15.54,15.8,16.07,NA,Lw
ESSFmv3/05,16.02,16.19,16.36,15,Pl
ESSFmv3/05,16.42,16.97,17.53,NA,Hw
ESSFmv3/05,16.55,16.82,17.09,NA,Sx
ESSFmv3/05,20.84,21.26,21.69,NA,Fd
ESSFmv3/05,21.71,21.82,21.92,NA,Py
ESSFmv3/06,7.98,9.99,11.77,NA,Cw
ESSFmv3/06,9.73,10.24,10.75,12,Bl
ESSFmv3/06,12.14,14.82,17.53,NA,Hw
ESSFmv3/06,13.06,14.79,16.36,12,Pl
ESSFmv3/06,13.25,15.15,17.09,NA,Sx
ESSFmv3/06,15.54,17.13,21.05,NA,Lw
ESSFmv3/06,19.83,20.75,21.69,NA,Fd
ESSFmv3/06,21.71,40.22,59.24,NA,Py
ESSFmv3/07,7.98,8.64,9.3,NA,Cw
ESSFmv3/07,9.73,9.78,9.84,9,Bl
ESSFmv3/07,12.14,12.66,13.18,NA,Hw
ESSFmv3/07,13.06,13.4,13.74,9,Pl
ESSFmv3/07,13.25,13.49,13.72,NA,Sx
ESSFmv3/07,15.85,18.45,21.05,NA,Lw
ESSFmv3/07,19.83,20.24,20.65,NA,Fd
ESSFmv3/07,58.01,58.62,59.24,NA,Py
ESSFmw2/01,10.33,10.87,12,NA,Cw
ESSFmw2/01,10.98,11.56,12.09,NA,Bl
ESSFmw2/01,12.95,14.02,14.81,NA,Pl
ESSFmw2/01,13.76,15.5,16.7,NA,Sx
ESSFmw2/01,14,14.87,16.42,NA,Hw
ESSFmw2/01,16.33,16.71,17.47,NA,Lw
ESSFmw2/01,18.66,19.68,20.86,NA,Fd
ESSFmw2/01,18.94,19.89,20.51,NA,Py
ESSFmw2/02,6.68,8.41,10.69,NA,Cw
ESSFmw2/02,10.57,12.53,16.42,NA,Hw
ESSFmw2/02,10.65,11.21,11.74,NA,Bl
ESSFmw2/02,11.29,13.97,15.64,NA,Lw
ESSFmw2/02,11.69,12.57,13.87,NA,Pl
ESSFmw2/02,12.02,13.33,14.98,NA,Sx
ESSFmw2/02,14.32,16.27,18.74,NA,Fd
ESSFmw2/02,18.32,19.45,20.73,NA,Py
ESSFmw2/03,8.51,9.75,12,NA,Cw
ESSFmw2/03,10.65,11.2,12.09,NA,Bl
ESSFmw2/03,11.48,13.34,16.42,NA,Hw
ESSFmw2/03,12.69,13.55,14.81,NA,Pl
ESSFmw2/03,12.92,14.63,16.7,NA,Sx
ESSFmw2/03,15,15.76,17.47,NA,Lw
ESSFmw2/03,16.7,18.3,20.86,NA,Fd
ESSFmw2/03,18.94,20.17,20.73,NA,Py
ESSFmw2/04,8.51,9.89,10.61,NA,Cw
ESSFmw2/04,10.65,11.22,11.74,NA,Bl
ESSFmw2/04,11.48,13.49,14.6,NA,Hw
ESSFmw2/04,12.69,13.55,14.52,NA,Pl
ESSFmw2/04,12.92,14.71,16.27,NA,Sx
ESSFmw2/04,15,16.26,17.47,NA,Lw
ESSFmw2/04,16.7,18.6,19.85,NA,Fd
ESSFmw2/04,18.94,19.85,20.42,NA,Py
ESSFmw2/05,10.33,11.51,12.7,NA,Cw
ESSFmw2/05,10.98,11.7,12.71,NA,Bl
ESSFmw2/05,12.95,13.93,15.22,NA,Pl
ESSFmw2/05,13.76,15.4,16.91,NA,Sx
ESSFmw2/05,14,15.45,17.07,NA,Hw
ESSFmw2/05,15.9,16.48,17.47,NA,Lw
ESSFmw2/05,15.97,19.38,21.44,NA,Py
ESSFmw2/05,18.66,19.98,21.18,NA,Fd
ESSFmw2/06,10.61,12.56,13.73,NA,Cw
ESSFmw2/06,11.74,12.59,13.42,NA,Bl
ESSFmw2/06,14.52,15.13,15.68,NA,Pl
ESSFmw2/06,14.6,16.76,18.29,NA,Hw
ESSFmw2/06,15.8,16.77,17.81,NA,Sx
ESSFmw2/06,16.33,17.33,20.12,NA,Lw
ESSFmw2/06,19.85,21.21,22.13,NA,Fd
ESSFmw2/06,20.29,24.64,32.05,NA,Py
ESSFmw2/07,10.71,12.48,13.73,NA,Cw
ESSFmw2/07,11.5,12.4,13.42,NA,Bl
ESSFmw2/07,13.05,14.59,15.68,NA,Pl
ESSFmw2/07,13.57,16.12,18.29,NA,Hw
ESSFmw2/07,14.03,16.11,17.81,NA,Sx
ESSFmw2/07,17.07,20.3,26.03,NA,Lw
ESSFmw2/07,20.99,21.55,22.13,NA,Fd
ESSFmw2/07,21.6,37.27,58.49,NA,Py
ESSFmw2/08,9.3,11.5,13.2,NA,Cw
ESSFmw2/08,11.5,12.05,12.64,NA,Bl
ESSFmw2/08,12.4,13.89,15.07,NA,Pl
ESSFmw2/08,12.62,14.71,16.52,NA,Hw
ESSFmw2/08,13.55,15.13,16.65,NA,Sx
ESSFmw2/08,16.47,20.08,26.03,NA,Lw
ESSFmw2/08,20.16,21,21.56,NA,Fd
ESSFmw2/08,31.52,44.86,58.49,NA,Py
ESSFmwp/00,0.84,13.43,21.89,NA,Lw
ESSFmwp/00,3.83,6.57,8.44,NA,Cw
ESSFmwp/00,6.37,8.7,10.03,NA,Bl
ESSFmwp/00,7.9,10.77,12.36,NA,Pl
ESSFmwp/00,10.15,13.25,16.4,NA,Hw
ESSFmwp/00,11.39,14.13,16.77,NA,Sx
ESSFmwp/00,15.97,18.96,21.17,NA,Fd
ESSFmwp/00,16.53,29.65,60.53,NA,Py
ESSFmww/01,8.6,9.63,10.95,NA,Cw
ESSFmww/01,9.78,10.55,11.31,NA,Bl
ESSFmww/01,11.76,12.9,13.93,NA,Pl
ESSFmww/01,13.37,15.12,17.24,NA,Hw
ESSFmww/01,13.42,15.45,17.12,NA,Sx
ESSFmww/01,15.21,15.72,16.76,NA,Lw
ESSFmww/01,16.82,19.54,20.82,NA,Py
ESSFmww/01,18.31,19.87,21.53,NA,Fd
ESSFmww/02,5.57,7,8.9,NA,Cw
ESSFmww/02,9.48,9.98,10.45,NA,Bl
ESSFmww/02,10.09,11.97,15.68,NA,Hw
ESSFmww/02,10.51,13.01,14.56,NA,Lw
ESSFmww/02,10.61,11.41,12.6,NA,Pl
ESSFmww/02,11.72,12.99,14.6,NA,Sx
ESSFmww/02,14.05,15.96,18.39,NA,Fd
ESSFmww/02,18.6,19.75,21.05,NA,Py
ESSFmww/03,7.08,8.59,10,NA,Cw
ESSFmww/03,9.48,10.14,10.76,NA,Bl
ESSFmww/03,10.97,13.47,15.69,NA,Hw
ESSFmww/03,11.52,12.52,13.44,NA,Pl
ESSFmww/03,12.59,14.68,16.28,NA,Sx
ESSFmww/03,13.96,15.12,16.26,NA,Lw
ESSFmww/03,16.38,18.63,20.47,NA,Fd
ESSFmww/03,19.23,20.34,21.05,NA,Py
ESSFmww/04,8.6,9.14,10.02,NA,Cw
ESSFmww/04,9.78,10.31,11.08,NA,Bl
ESSFmww/04,11.76,12.59,13.67,NA,Pl
ESSFmww/04,13.37,14.35,15.96,NA,Hw
ESSFmww/04,13.42,14.93,16.6,NA,Sx
ESSFmww/04,15.21,15.76,16.76,NA,Lw
ESSFmww/04,16.82,19.5,20.6,NA,Py
ESSFmww/04,18.31,19.31,20.61,NA,Fd
ESSFmww/05,9.85,10.67,11.32,NA,Bl
ESSFmww/05,9.87,10.2,10.58,NA,Cw
ESSFmww/05,11.77,12.79,13.82,NA,Pl
ESSFmww/05,13.96,15.33,16.6,NA,Sx
ESSFmww/05,14.81,15.52,16.76,NA,Lw
ESSFmww/05,15.03,15.72,16.3,NA,Hw
ESSFmww/05,16.21,18.94,21.76,NA,Py
ESSFmww/05,19.43,20.17,20.78,NA,Fd
ESSFmww/06,9.99,10.77,11.43,NA,Cw
ESSFmww/06,11.03,11.39,12.06,NA,Bl
ESSFmww/06,13.26,13.85,14.32,NA,Pl
ESSFmww/06,14.71,16.48,17.77,NA,Hw
ESSFmww/06,15.33,16.19,18.73,NA,Lw
ESSFmww/06,15.4,16.62,17.46,NA,Sx
ESSFmww/06,19.8,24.71,32.53,NA,Py
ESSFmww/06,20.29,21.16,21.71,NA,Fd
ESSFmww/07,8.92,10.39,11.43,NA,Cw
ESSFmww/07,10.24,11.04,11.95,NA,Bl
ESSFmww/07,11.85,13.25,14.24,NA,Pl
ESSFmww/07,12.97,15.4,17.47,NA,Hw
ESSFmww/07,13.67,15.71,17.36,NA,Sx
ESSFmww/07,15.89,18.9,24.24,NA,Lw
ESSFmww/07,20.59,21.15,21.71,NA,Fd
ESSFmww/07,21.93,37.84,59.37,NA,Py
ESSFmww/08,7.75,9.58,10.99,NA,Cw
ESSFmww/08,10.24,10.73,11.26,NA,Bl
ESSFmww/08,11.26,12.61,13.68,NA,Pl
ESSFmww/08,12.06,14.05,15.78,NA,Hw
ESSFmww/08,13.2,14.74,16.23,NA,Sx
ESSFmww/08,15.33,18.7,24.24,NA,Lw
ESSFmww/08,19.78,20.6,21.15,NA,Fd
ESSFmww/08,32,45.54,59.37,NA,Py
ESSFun/00,0.96,15.6,25.1,NA,Lw
ESSFun/00,5.7,10.08,12.53,NA,Cw
ESSFun/00,8.03,11.1,12.77,NA,Bl
ESSFun/00,9.55,13.13,15.01,NA,Pl
ESSFun/00,11.06,14.86,18.17,NA,Hw
ESSFun/00,11.93,15.08,17.68,NA,Sx
ESSFun/00,16.1,28.67,58.95,NA,Py
ESSFun/00,16.53,20.03,21.91,NA,Fd
ESSFunp/00,0.87,14.23,22.9,NA,Lw
ESSFunp/00,4.42,7.82,9.72,NA,Cw
ESSFunp/00,6.89,9.52,10.95,NA,Bl
ESSFunp/00,8.42,11.58,13.24,NA,Pl
ESSFunp/00,10.44,14.02,17.14,NA,Hw
ESSFunp/00,11.56,14.6,17.12,NA,Sx
ESSFunp/00,16.15,19.56,21.4,NA,Fd
ESSFunp/00,16.39,29.2,60.04,NA,Py
ESSFwc2/01,13.6,14.08,14.58,NA,Cw
ESSFwc2/01,15.19,15.55,15.96,15,Bl
ESSFwc2/01,15.47,16.03,16.67,15,Pl
ESSFwc2/01,16.16,16.78,17.41,NA,Sx
ESSFwc2/01,17.03,17.54,18.01,NA,Lw
ESSFwc2/01,17.25,17.47,17.74,NA,Hw
ESSFwc2/01,18.4,19.59,21.15,NA,Py
ESSFwc2/01,20.89,21.23,21.53,NA,Fd
ESSFwc2/02,11.85,11.97,12.08,NA,Cw
ESSFwc2/02,13.8,14.09,14.39,9,Bl
ESSFwc2/02,14.07,14.84,15.61,NA,Sx
ESSFwc2/02,14.19,14.65,15.11,12,Pl
ESSFwc2/02,14.55,14.78,15.01,NA,Hw
ESSFwc2/02,17.62,18.08,18.53,NA,Lw
ESSFwc2/02,18.69,19.13,19.57,NA,Py
ESSFwc2/02,18.97,19.33,19.68,NA,Fd
ESSFwc2/03,11.85,13.04,13.78,NA,Cw
ESSFwc2/03,14.39,15.03,15.63,12,Bl
ESSFwc2/03,15.01,16.38,17.37,NA,Hw
ESSFwc2/03,15.11,15.84,16.5,15,Pl
ESSFwc2/03,15.61,16.6,17.41,NA,Sx
ESSFwc2/03,17.33,17.6,18.01,NA,Lw
ESSFwc2/03,18.4,19.49,20.23,NA,Py
ESSFwc2/03,19.68,20.66,21.36,NA,Fd
ESSFwc2/04,11.85,12.85,13.77,NA,Cw
ESSFwc2/04,14.39,14.99,15.63,12,Bl
ESSFwc2/04,15.01,16.2,17.37,NA,Hw
ESSFwc2/04,15.11,15.75,16.5,15,Pl
ESSFwc2/04,15.61,16.48,17.41,NA,Sx
ESSFwc2/04,17.33,17.64,18.01,NA,Lw
ESSFwc2/04,18.4,19.31,20.02,NA,Py
ESSFwc2/04,19.68,20.53,21.36,NA,Fd
ESSFwc2/05,11.85,12.85,13.77,NA,Cw
ESSFwc2/05,14.39,14.99,15.63,13.6218182,Bl
ESSFwc2/05,15.01,16.2,17.37,NA,Hw
ESSFwc2/05,15.11,15.75,16.5,15,Pl
ESSFwc2/05,15.61,16.48,17.41,NA,Sx
ESSFwc2/05,17.33,17.64,18.01,NA,Lw
ESSFwc2/05,18.4,19.31,20.02,NA,Py
ESSFwc2/05,19.68,20.53,21.36,NA,Fd
ESSFwc2/06,14.35,14.46,14.58,NA,Cw
ESSFwc2/06,15.41,15.69,15.96,15,Bl
ESSFwc2/06,15.47,16.07,16.67,18,Pl
ESSFwc2/06,16.16,16.73,17.29,NA,Sx
ESSFwc2/06,17.03,17.27,17.51,NA,Lw
ESSFwc2/06,17.53,17.64,17.74,NA,Hw
ESSFwc2/06,19.57,20.36,21.15,NA,Py
ESSFwc2/06,21.13,21.33,21.53,NA,Fd
ESSFwc2/07,14.58,15.17,15.75,NA,Cw
ESSFwc2/07,15.96,16.04,16.12,18,Bl
ESSFwc2/07,16.67,16.85,17.02,18,Pl
ESSFwc2/07,17.29,17.58,17.86,NA,Sx
ESSFwc2/07,17.51,17.81,18.11,NA,Lw
ESSFwc2/07,17.74,18.34,18.94,NA,Hw
ESSFwc2/07,21.15,21.25,21.35,NA,Py
ESSFwc2/07,21.53,21.97,22.41,NA,Fd
ESSFwc2/08,10.67,13.36,15.75,NA,Cw
ESSFwc2/08,13.12,16.01,18.94,NA,Hw
ESSFwc2/08,13.58,15.39,17.02,12,Pl
ESSFwc2/08,13.85,15.84,17.86,NA,Sx
ESSFwc2/08,14.6,15.36,16.12,15,Bl
ESSFwc2/08,17.51,19.3,23.73,NA,Lw
ESSFwc2/08,20.49,21.44,22.41,NA,Fd
ESSFwc2/08,21.15,39.17,57.7,NA,Py
ESSFwc2/09,9.23,9.95,10.67,NA,Cw
ESSFwc2/09,10.24,14.05,17.86,NA,Lw
ESSFwc2/09,12.07,12.83,13.58,12,Pl
ESSFwc2/09,12.93,13.02,13.12,NA,Hw
ESSFwc2/09,13.06,13.46,13.85,NA,Sx
ESSFwc2/09,13.72,14.24,14.76,12,Bl
ESSFwc2/09,20.12,20.31,20.49,NA,Fd
ESSFwc2/09,51.92,54.21,56.5,NA,Py
ESSFwc2/10,9.23,11.09,12.45,NA,Cw
ESSFwc2/10,10.24,18.68,23.73,NA,Lw
ESSFwc2/10,12.07,13.57,14.29,NA,Pl
ESSFwc2/10,12.93,13.53,14.24,NA,Hw
ESSFwc2/10,13.06,13.89,14.34,NA,Sx
ESSFwc2/10,13.72,14.49,14.76,NA,Bl
ESSFwc2/10,20.12,20.76,21.34,NA,Fd
ESSFwc2/10,51.92,56.06,57.7,NA,Py
ESSFwc3/01,11.58,12.02,12.72,NA,Cw
ESSFwc3/01,13.55,14.35,14.91,17.15142877,Pl
ESSFwc3/01,15.1,15.52,15.8,17.64000007,Bl
ESSFwc3/01,15.57,16.04,16.55,NA,Lw
ESSFwc3/01,15.63,16.54,17.28,NA,Sx
ESSFwc3/01,16.53,17.04,17.86,NA,Hw
ESSFwc3/01,19.97,21.11,21.79,NA,Py
ESSFwc3/01,20.61,21.16,21.86,NA,Fd
ESSFwc3/02,9.57,10.39,11.77,NA,Cw
ESSFwc3/02,12.43,13.58,14.6,9,Pl
ESSFwc3/02,13.52,14.47,15.64,9,Bl
ESSFwc3/02,13.61,15.5,16.73,NA,Sx
ESSFwc3/02,13.72,14.98,16.73,NA,Hw
ESSFwc3/02,15.57,16.12,16.94,NA,Lw
ESSFwc3/02,18.51,19.78,21,NA,Fd
ESSFwc3/02,19.07,20.18,21.58,NA,Py
ESSFwc3/03,7.45,10.83,12.72,NA,Cw
ESSFwc3/03,9.36,16.01,21.68,NA,Lw
ESSFwc3/03,10.58,13.45,14.91,NA,Pl
ESSFwc3/03,12.19,15.46,17.86,NA,Hw
ESSFwc3/03,12.63,15.44,17.28,NA,Sx
ESSFwc3/03,13.44,15.03,15.8,15,Bl
ESSFwc3/03,19.63,20.84,21.86,NA,Fd
ESSFwc3/03,19.97,34.52,58.88,NA,Py
ESSFwc4/101,13.25,13.69,14.03,NA,Cw
ESSFwc4/101,15.41,15.67,15.96,NA,Bl
ESSFwc4/101,16.06,16.85,17.3,NA,Sx
ESSFwc4/101,16.74,17.09,17.3,NA,Lw
ESSFwc4/101,17.17,17.35,17.54,NA,Hw
ESSFwc4/101,18.05,18.92,19.45,NA,Pl
ESSFwc4/101,19.32,20.07,21.23,NA,Py
ESSFwc4/101,21.03,21.24,21.43,NA,Fd
ESSFwc4/102,11.4,11.51,11.62,NA,Cw
ESSFwc4/102,13.8,14.09,14.39,NA,Bl
ESSFwc4/102,13.98,14.75,15.51,NA,Sx
ESSFwc4/102,14.39,14.62,14.84,NA,Hw
ESSFwc4/102,16.55,17.09,17.63,NA,Pl
ESSFwc4/102,17.32,17.77,18.22,NA,Lw
ESSFwc4/102,18.76,19.2,19.64,NA,Py
ESSFwc4/102,18.88,19.24,19.59,NA,Fd
ESSFwc4/103,11.4,12.36,13.25,NA,Cw
ESSFwc4/103,14.39,14.99,15.63,NA,Bl
ESSFwc4/103,14.84,16.02,17.17,NA,Hw
ESSFwc4/103,15.51,16.37,17.3,NA,Sx
ESSFwc4/103,17.04,17.34,17.71,NA,Lw
ESSFwc4/103,17.63,18.37,19.25,NA,Pl
ESSFwc4/103,18.48,19.39,20.1,NA,Py
ESSFwc4/103,19.59,20.43,21.25,NA,Fd
ESSFwc4/110,14.03,14.78,15.16,NA,Cw
ESSFwc4/110,15.96,16.07,16.12,NA,Bl
ESSFwc4/110,17.18,17.56,17.75,NA,Sx
ESSFwc4/110,17.22,17.61,17.81,NA,Lw
ESSFwc4/110,17.54,18.33,18.73,NA,Hw
ESSFwc4/110,19.45,19.72,19.86,NA,Pl
ESSFwc4/110,21.23,21.37,21.44,NA,Py
ESSFwc4/110,21.43,22.01,22.3,NA,Fd
ESSFwc4/111,10.27,12.86,15.16,NA,Cw
ESSFwc4/111,12.97,15.83,18.73,NA,Hw
ESSFwc4/111,13.76,15.73,17.75,NA,Sx
ESSFwc4/111,14.6,15.36,16.12,NA,Bl
ESSFwc4/111,15.85,17.96,19.86,NA,Pl
ESSFwc4/111,17.22,18.98,23.32,NA,Lw
ESSFwc4/111,20.39,21.34,22.3,NA,Fd
ESSFwc4/111,21.23,39.33,57.93,NA,Py
ESSFwc4/112,10.27,11.57,11.98,NA,Cw
ESSFwc4/112,12.97,13.81,14.08,NA,Hw
ESSFwc4/112,13.76,14.31,14.64,NA,Sx
ESSFwc4/112,14.44,14.57,14.76,NA,Bl
ESSFwc4/112,15.85,16.57,16.83,NA,Pl
ESSFwc4/112,17.56,23.7,27.15,NA,Lw
ESSFwc4/112,20.39,21.12,21.36,NA,Fd
ESSFwc4/112,56.72,57.54,57.93,NA,Py
ESSFwcp/00,0.89,14.45,23.32,NA,Lw
ESSFwcp/00,4.66,8.31,10.27,NA,Cw
ESSFwcp/00,7.11,9.83,11.2,NA,Bl
ESSFwcp/00,8.64,11.88,13.51,NA,Pl
ESSFwcp/00,10.56,14.2,17.05,NA,Hw
ESSFwcp/00,11.63,14.69,17.13,NA,Sx
ESSFwcp/00,16.22,19.67,21.5,NA,Fd
ESSFwcp/00,16.34,29.25,59.83,NA,Py
ESSFwcw/101,11.32,11.83,12.43,NA,Cw
ESSFwcw/101,11.5,11.88,12.04,NA,Bl
ESSFwcw/101,13.39,14.34,14.73,NA,Pl
ESSFwcw/101,15.43,15.99,16.4,NA,Lw
ESSFwcw/101,15.58,16.67,17.22,NA,Sx
ESSFwcw/101,16.44,17.04,17.76,NA,Hw
ESSFwcw/101,20,21.38,21.83,NA,Py
ESSFwcw/101,20.56,21.21,21.8,NA,Fd
ESSFwcw/102,9.35,9.44,9.53,NA,Cw
ESSFwcw/102,10.3,10.52,10.74,NA,Bl
ESSFwcw/102,12.27,12.68,13.08,NA,Pl
ESSFwcw/102,13.57,14.31,15.05,NA,Sx
ESSFwcw/102,13.64,13.86,14.07,NA,Hw
ESSFwcw/102,15.96,16.37,16.78,NA,Lw
ESSFwcw/102,18.46,18.81,19.15,NA,Fd
ESSFwcw/102,19.1,19.55,20,NA,Py
ESSFwcw/103,9.35,9.93,11.22,NA,Cw
ESSFwcw/103,10.3,10.61,11.01,NA,Bl
ESSFwcw/103,12.27,12.85,13.76,NA,Pl
ESSFwcw/103,13.57,14.71,16.04,NA,Sx
ESSFwcw/103,13.64,14.32,15.33,NA,Hw
ESSFwcw/103,15.28,15.93,16.78,NA,Lw
ESSFwcw/103,16.11,18.92,20.47,NA,Py
ESSFwcw/103,18.46,19.27,19.83,NA,Fd
ESSFwcw/104,10.38,11.14,11.92,NA,Bl
ESSFwcw/104,11.22,11.31,11.5,NA,Cw
ESSFwcw/104,12.29,13.15,14.42,NA,Pl
ESSFwcw/104,14.18,15.24,16.67,NA,Sx
ESSFwcw/104,15.28,15.46,15.86,NA,Lw
ESSFwcw/104,15.33,16.04,16.63,NA,Hw
ESSFwcw/104,16.11,18.77,21.62,NA,Py
ESSFwcw/104,19.83,20.34,20.95,NA,Fd
ESSFwcw/110,8.42,10.68,12.43,NA,Cw
ESSFwcw/110,10.78,11.54,12.58,NA,Bl
ESSFwcw/110,11.75,13.44,14.86,NA,Pl
ESSFwcw/110,12.3,15.18,17.82,NA,Hw
ESSFwcw/110,13.35,15.47,17.55,NA,Sx
ESSFwcw/110,15.86,18.64,25.02,NA,Lw
ESSFwcw/110,19.94,21.04,21.89,NA,Fd
ESSFwcw/110,21.62,40.1,58.99,NA,Py
ESSFwh1/101,14.6,15.01,15.28,NA,Bl
ESSFwh1/101,16.14,16.76,17.73,NA,Cw
ESSFwh1/101,16.39,17.36,18.03,NA,Pl
ESSFwh1/101,16.51,17.47,18.24,NA,Sx
ESSFwh1/101,17.98,18.53,19.13,NA,Lw
ESSFwh1/101,18.18,18.74,19.64,NA,Hw
ESSFwh1/101,19.31,20.42,21.07,NA,Py
ESSFwh1/101,21.46,22.04,22.76,NA,Fd
ESSFwh1/102,10.98,11.24,11.65,NA,Cw
ESSFwh1/102,12.38,12.71,13.14,NA,Hw
ESSFwh1/102,12.68,12.95,13.21,NA,Bl
ESSFwh1/102,13.49,14.55,15.45,NA,Sx
ESSFwh1/102,14.72,15.23,15.73,NA,Pl
ESSFwh1/102,16.8,16.99,17.24,NA,Lw
ESSFwh1/102,17.25,17.79,18.29,NA,Fd
ESSFwh1/102,19.43,19.63,19.88,NA,Py
ESSFwh1/103,13.34,13.46,13.7,NA,Cw
ESSFwh1/103,13.64,13.75,13.97,NA,Bl
ESSFwh1/103,15.57,15.62,15.74,NA,Hw
ESSFwh1/103,15.94,16.29,16.99,NA,Sx
ESSFwh1/103,16.01,16.29,16.85,NA,Pl
ESSFwh1/103,18.3,18.5,18.61,NA,Lw
ESSFwh1/103,19.31,19.46,19.76,NA,Py
ESSFwh1/103,20,20.17,20.5,NA,Fd
ESSFwh1/104,13.34,13.58,13.7,NA,Cw
ESSFwh1/104,13.64,13.86,13.97,NA,Bl
ESSFwh1/104,15.57,15.68,15.74,NA,Hw
ESSFwh1/104,15.94,16.64,16.99,NA,Sx
ESSFwh1/104,16.01,16.57,16.85,NA,Pl
ESSFwh1/104,18.3,18.4,18.61,NA,Lw
ESSFwh1/104,19.31,19.61,19.76,NA,Py
ESSFwh1/104,20,20.33,20.5,NA,Fd
ESSFwh1/110,12.01,15.04,17.73,NA,Cw
ESSFwh1/110,13.61,16.6,19.64,NA,Hw
ESSFwh1/110,13.84,14.56,15.28,NA,Bl
ESSFwh1/110,14.14,16.18,18.24,NA,Sx
ESSFwh1/110,14.39,16.3,18.03,NA,Pl
ESSFwh1/110,18.49,20.38,25.05,NA,Lw
ESSFwh1/110,20.82,21.78,22.76,NA,Fd
ESSFwh1/110,20.87,38.66,56.94,NA,Py
ESSFwh1/111,12.01,13.28,14.01,NA,Cw
ESSFwh1/111,13.61,14.34,14.77,NA,Hw
ESSFwh1/111,13.69,13.84,13.99,NA,Bl
ESSFwh1/111,14.14,14.61,15.05,NA,Sx
ESSFwh1/111,14.39,14.93,15.28,NA,Pl
ESSFwh1/111,18.86,24.36,29.17,NA,Lw
ESSFwh1/111,20.82,21.43,21.81,NA,Fd
ESSFwh1/111,55.75,56.42,56.94,NA,Py
ESSFwh2/101,13.8,15.5,17.09,NA,Cw
ESSFwh2/101,14.04,14.61,15.19,NA,Bl
ESSFwh2/101,15.77,17.8,19.5,NA,Hw
ESSFwh2/101,16.46,17.21,17.87,NA,Pl
ESSFwh2/101,16.62,17.46,18.37,NA,Sx
ESSFwh2/101,18.15,19.19,19.95,NA,Py
ESSFwh2/101,18.36,18.65,19.08,NA,Lw
ESSFwh2/101,20.52,21.55,22.69,NA,Fd
ESSFwh2/102,11.06,12.21,13.69,NA,Cw
ESSFwh2/102,12.4,13.79,15.6,NA,Hw
ESSFwh2/102,12.74,13.17,13.7,NA,Bl
ESSFwh2/102,13.51,14.81,15.96,NA,Sx
ESSFwh2/102,14.78,15.41,16.08,NA,Pl
ESSFwh2/102,16.85,17.89,19.63,NA,Lw
ESSFwh2/102,17.26,18.55,20.02,NA,Fd
ESSFwh2/102,18.42,19.31,19.87,NA,Py
ESSFwh2/103,13.14,13.63,14.04,NA,Bl
ESSFwh2/103,13.43,13.64,13.8,NA,Cw
ESSFwh2/103,14.39,15.79,17.02,NA,Sx
ESSFwh2/103,15.09,16.03,16.92,NA,Pl
ESSFwh2/103,15.12,15.5,15.77,NA,Hw
ESSFwh2/103,18.36,18.88,19.63,NA,Lw
ESSFwh2/103,18.42,19.15,19.74,NA,Py
ESSFwh2/103,19.3,19.95,20.52,NA,Fd
ESSFwh2/104,13.43,14.28,15.61,NA,Cw
ESSFwh2/104,13.7,14.07,14.46,NA,Bl
ESSFwh2/104,15.6,16.37,17.74,NA,Hw
ESSFwh2/104,15.96,16.81,17.46,NA,Sx
ESSFwh2/104,16.08,16.75,17.25,NA,Pl
ESSFwh2/104,18.36,18.5,18.67,NA,Lw
ESSFwh2/104,19.29,19.66,19.95,NA,Py
ESSFwh2/104,20.02,20.7,21.57,NA,Fd
ESSFwh2/110,15.19,15.25,15.36,NA,Bl
ESSFwh2/110,16.52,17.15,17.85,NA,Cw
ESSFwh2/110,17.69,18.11,18.37,NA,Sx
ESSFwh2/110,17.73,17.9,18.1,NA,Pl
