Unit,SImin,SImean,SImax,MeanPlotSiteIndex,Spp,Diff,Mean,SD
ICHdw1/101,NA,NA,NA,NA,Lw,#VALUE!,-0.840533946,3.792588427
CWHms1/04,20.35187161,22.01861784,23.01580812,24,Hw,1.98138216,,
CWHwm/03,23.74385021,25.96341986,26.72933852,28,Hw,2.036580144,,
CWHms1/11,16.25272758,17.9285826,19.01003213,20,Cw,2.0714174,,
CWHms2/11,16.25272758,17.9285826,19.01003213,20,Cw,2.0714174,,
CWHmm2/01,20.27851044,21.91980545,23.72549568,24,Hw,2.080194553,,
CWHmm1/01,20.27851044,21.91980545,23.72549568,24,Hw,2.080194553,,
IDFww/01,21.44021412,21.85476317,22.62426068,24,Py,2.145236827,,
IDFww/01,21.44021412,21.85476317,22.62426068,24,Py,2.145236827,,
CWHmm1/01,19.5760844,21.74428743,23.81924444,24,Cw,2.255712572,,
CWHvm1/04,19.8877426,20.21679411,20.54584561,22.51229992,Cw,2.295505812,,
CWHvm1/04,19.8877426,20.21679411,20.54584561,22.51229992,Cw,2.295505812,,
CWHmm2/05,23.74385021,25.68838748,26.85177614,28,Hw,2.31161252,,
CWHmm1/05,23.74385021,25.68838748,26.85177614,28,Hw,2.31161252,,
CWHvh1/05,23.74385021,25.68838748,26.85177614,28,Hw,2.31161252,,
CWHdm/07,30.64964419,31.50285953,32.32601121,33.86272777,Hw,2.35986824,,
CWHds1/05,33.35670116,33.57542709,33.79415302,36,Fd,2.424572911,,
CWHds2/05,33.35670116,33.57542709,33.79415302,36,Fd,2.424572911,,
CWHmm2/05,19.8877426,21.42495458,22.73127325,24,Cw,2.575045423,,
CWHvh1/05,19.8877426,21.42495458,22.73127325,24,Cw,2.575045423,,
CWHvm2/07,18.52298809,21.26864749,23.88692572,24,Cw,2.731352508,,
CWHvm2/08,18.52298809,21.26864749,23.88692572,24,Cw,2.731352508,,
CWHvm2/08,18.52298809,21.26864749,23.88692572,24,Cw,2.731352508,,
CWHvm1/07,18.52298809,21.26864749,23.88692572,24,Cw,2.731352508,,
CWHvh1/07,18.52298809,21.26864749,23.88692572,24,Cw,2.731352508,,
CWHvm1/10,18.52298809,21.26864749,23.88692572,24,Cw,2.731352508,,
CWHvm1/10,18.52298809,21.26864749,23.88692572,24,Cw,2.731352508,,
CWHwm/04,18.52298809,21.26864749,23.88692572,24,Cw,2.731352508,,
CWHdm/01,22.37266788,24.8506142,27.22199364,27.58333344,Cw,2.732719236,,
CWHvm1/03,12.48237164,13.192264,13.80305863,16,Pl,2.807736002,,
CWHvm1/03,12.48237164,13.192264,13.80305863,16,Pl,2.807736002,,
CWHvm1/01,31.80834893,32.97149922,33.80448577,35.78333325,Fd,2.811834033,,
CWHvm1/01,31.80834893,32.97149922,33.80448577,35.78333325,Fd,2.811834033,,
CWHmm2/09,12.53397209,13.1697351,13.80549811,16,Pl,2.8302649,,
CWHms2/11,16.15256201,17.06518482,17.69008624,20,Hw,2.934815177,,
CDFmm/10,12.37132259,12.9988355,13.62634842,16,Pl,3.001164497,,
CWHmm1/05,23.20236637,24.99578034,26.51981879,28,Cw,3.004219661,,
CWHws2/03,11.31283882,12.92873936,14.45187569,16,Cw,3.071260637,,
CWHws2/03,11.31283882,12.92873936,14.45187569,16,Cw,3.071260637,,
CWHms2/03,12.0285978,12.8245881,13.80305863,16,Pl,3.175411898,,
CWHds2/01,16.66384394,16.7530243,16.8843695,20,Hw,3.246975703,,
CWHws2/01,15.60296455,16.74852994,18.07140782,20,Pl,3.251470062,,
CWHws2/01,15.60296455,16.74852994,18.07140782,20,Pl,3.251470062,,
CWHds1/01,29.45123968,30.52889694,31.53346978,33.79375029,Fd,3.264853341,,
CWHmm2/01,22.90651975,24.62129198,26.21291179,28,Fd,3.378708018,,
CWHds2/04,17.86121601,20.50087105,22.4605919,24,Pl,3.499128951,,
CWHvm2/03,15.60296455,16.49033,17.25382329,20,Pl,3.509670002,,
CWHvm2/03,15.60296455,16.49033,17.25382329,20,Pl,3.509670002,,
CWHwm/02,15.60296455,16.49033,17.25382329,20,Pl,3.509670002,,
CWHvm2/03,19.63415978,20.35259796,21.02231319,24,Fd,3.647402037,,
CWHvm2/03,19.63415978,20.35259796,21.02231319,24,Fd,3.647402037,,
CWHdm/01,24.52448852,26.50944302,28.69321434,30.33846136,Hw,3.829018338,,
CWHdm/06,25.72713491,28.02188057,29.61052347,32,Hw,3.978119433,,
CWHmm1/12,18.84465568,19.90938229,20.63843394,24,Hw,4.090617706,,
CWHds1/03,11.14185586,11.86128115,12.80953678,16,Pl,4.13871885,,
CWHms1/05,18.2339486,19.86033547,20.98627636,24,Hw,4.139664526,,
CWHms2/05,18.2339486,19.86033547,20.98627636,24,Hw,4.139664526,,
CDFmm/01,13.92731982,15.6875742,17.25382329,20,Pl,4.312425795,,
CWHvm2/01,22.84365108,23.63996225,24.48398909,28,Hw,4.360037754,,
CWHmm1/02,15.41083287,15.58205859,15.72292102,20,Pl,4.417941407,,
CWHvm2/07,20.24505726,23.56245029,26.72933852,28,Hw,4.437549708,,
CWHvm2/08,20.24505726,23.56245029,26.72933852,28,Hw,4.437549708,,
CWHvm2/08,20.24505726,23.56245029,26.72933852,28,Hw,4.437549708,,
CWHvh1/07,20.24505726,23.56245029,26.72933852,28,Hw,4.437549708,,
CWHwm/04,20.24505726,23.56245029,26.72933852,28,Hw,4.437549708,,
CWHmm2/03,13.57540659,15.51448724,17.34225083,20,Cw,4.485512764,,
CWHdm/06,24.68684374,27.41714639,28.96624411,32,Cw,4.582853611,,
CWHvm1/12,9.897058072,11.38583454,12.50840156,16,Pl,4.614165458,,
CWHvm1/12,9.897058072,11.38583454,12.50840156,16,Pl,4.614165458,,
IDFww/01,18.0428967,19.23688215,20.70458794,24,Pl,4.763117847,,
IDFww/01,18.0428967,19.23688215,20.70458794,24,Pl,4.763117847,,
CDFmm/01,18.92695446,24.56985723,28.02975092,29.6608336,Fd,5.090976371,,
CWHvm1/07,23.60328952,27.47096878,31.16317763,32.64461532,Hw,5.173646542,,
CWHvm1/07,23.60328952,27.47096878,31.16317763,32.64461532,Hw,5.173646542,,
CWHmm2/01,16.77950091,18.63796065,20.41649523,24,Cw,5.362039347,,
CWHvm1/06,11.17501242,17.68778831,21.72468308,23.28588899,Cw,5.598100682,,
CWHvm1/06,11.17501242,17.68778831,21.72468308,23.28588899,Cw,5.598100682,,
CWHds1/11,9.897058072,10.3990684,10.90107873,16,Pl,5.600931598,,
CWHds1/06,19.87254998,20.72830583,21.29954161,28,Hw,7.271694168,,
CWHdm/12,22.79040876,24.07807117,24.95977394,32,Hw,7.921928831,,
CWHds2/06,18.77174548,19.58009826,20.11969145,28,Hw,8.41990174,,
CWHws2/02,-10.04584393,-8.26898478,-5.70804052,12,Hw,20.26898478,,
CWHws2/02,-10.04584393,-8.26898478,-5.70804052,12,Hw,20.26898478,,
ICHdw1/102,NA,NA,NA,27,Lw,#VALUE!,,
ICHdw1/103,NA,NA,NA,NA,Lw,#VALUE!,,
ICHdw1/104,NA,NA,NA,NA,Lw,#VALUE!,,
ICHdw1/110,NA,NA,NA,24,Lw,#VALUE!,,
ICHdw1/111,NA,NA,NA,NA,Lw,#VALUE!,,
ICHdw1/112,NA,NA,NA,27,Lw,#VALUE!,,
ICHdw1/113,NA,NA,NA,NA,Lw,#VALUE!,,
CWHdm/08,38.89649259,39.64139002,40.45662029,NA,Fd,#VALUE!,,
CWHdm/09,38.89649259,39.64139002,40.45662029,NA,Fd,#VALUE!,,
CWHdm/10,38.89649259,39.64139002,40.45662029,NA,Fd,#VALUE!,,
CWHdm/14,38.89649259,38.91456984,38.93264708,NA,Fd,#VALUE!,,
CWHmm1/08,37.98073524,38.61904096,39.50413215,NA,Fd,#VALUE!,,
CWHmm1/10,37.98073524,38.61904096,39.50413215,NA,Fd,#VALUE!,,
CWHmm1/09,37.98073524,38.61904096,39.50413215,NA,Fd,#VALUE!,,
CWHdm/15,38.44551038,38.47971161,38.51391284,NA,Fd,#VALUE!,,
CWHdm/12,37.25839277,38.07260533,38.51391284,NA,Fd,#VALUE!,,
CWHdm/11,37.54490736,37.96426079,38.38361422,NA,Fd,#VALUE!,,
CWHmm1/12,36.38120192,37.17624512,37.60716273,NA,Fd,#VALUE!,,
CWHmm1/11,36.66097097,37.07045138,37.47993179,NA,Fd,#VALUE!,,
CWHmm1/06,36.08970469,36.5410043,37.56053974,NA,Fd,#VALUE!,,
CWHds1/08,35.39832744,35.47602319,35.55371894,NA,Fd,#VALUE!,,
CWHds1/09,35.39832744,35.47602319,35.55371894,NA,Fd,#VALUE!,,
CWHds1/10,35.39832744,35.47602319,35.55371894,NA,Fd,#VALUE!,,
CWHds2/08,35.39832744,35.47602319,35.55371894,NA,Fd,#VALUE!,,
CWHds2/10,35.39832744,35.47602319,35.55371894,NA,Fd,#VALUE!,,
CWHds2/09,35.39832744,35.47602319,35.55371894,NA,Fd,#VALUE!,,
CWHvm1/09,33.78633363,35.09182385,35.74668351,NA,Fd,#VALUE!,,
CWHvm1/07,33.78633363,34.64620662,35.55371894,NA,Fd,#VALUE!,,
CWHvm1/08,33.78633363,34.64620662,35.55371894,NA,Fd,#VALUE!,,
CWHvm1/10,33.78633363,34.64620662,35.55371894,NA,Fd,#VALUE!,,
BGdwz/Gg,25.12479395,34.38176318,35.93641181,NA,Cw,#VALUE!,,
CMXdmz/102,33.82872033,33.82872033,33.82872033,NA,Cw,#VALUE!,,
CMXdmz/103,33.82872033,33.82872033,33.82872033,NA,Cw,#VALUE!,,
CWHvm1/11,33.78633363,33.81639004,33.84644646,NA,Fd,#VALUE!,,
CWHds1/12,32.74308173,33.45862061,33.84644646,NA,Fd,#VALUE!,,
CWHvm1/14,32.74308173,33.45862061,33.84644646,NA,Fd,#VALUE!,,
CWHds2/12,32.74308173,33.45862061,33.84644646,NA,Fd,#VALUE!,,
IDFww/07,32.74308173,33.45862061,33.84644646,NA,Fd,#VALUE!,,
CWHds1/11,32.99487388,33.36340624,33.73193861,NA,Fd,#VALUE!,,
CWHvm1/13,32.99487388,33.36340624,33.73193861,NA,Fd,#VALUE!,,
CWHds2/11,32.99487388,33.36340624,33.73193861,NA,Fd,#VALUE!,,
CWHvm1/06,32.50524698,33.15831656,33.80448577,NA,Fd,#VALUE!,,
CWHvm1/12,32.50524698,32.9937853,33.73193861,NA,Fd,#VALUE!,,
CWHdm/13,32.21430403,32.27015762,32.32601121,NA,Hw,#VALUE!,,
CDFmm/09,31.46517995,31.58883652,31.77482979,NA,Fd,#VALUE!,,
CDFmm/08,31.46517995,31.58883652,31.77482979,NA,Fd,#VALUE!,,
CWHdm/08,30.64964419,31.50285953,32.32601121,NA,Hw,#VALUE!,,
CWHdm/09,30.64964419,31.50285953,32.32601121,NA,Hw,#VALUE!,,
CWHdm/10,30.64964419,31.50285953,32.32601121,NA,Hw,#VALUE!,,
CWHdm/05,28.715412,31.06710258,32.4740852,NA,Hw,#VALUE!,,
CWHdm/10,29.86564393,30.94733661,31.84923429,NA,Cw,#VALUE!,,
CWHdm/14,30.64964419,30.73556145,30.8214787,NA,Hw,#VALUE!,,
CDFmm/14,30.03229656,30.05901337,30.08573019,NA,Fd,#VALUE!,,
CDFmm/11,29.10496154,29.74099609,30.08573019,NA,Fd,#VALUE!,,
CDFmm/10,29.32877678,29.6563611,29.98394543,NA,Fd,#VALUE!,,
CMXdmz/110,23.65121015,29.07821186,33.66933874,NA,Cw,#VALUE!,,
CWFwmz/102,28.42360272,28.42360272,28.42360272,NA,Cw,#VALUE!,,
CWFwsz/102,28.18922152,28.18922152,28.18922152,NA,Cw,#VALUE!,,
CDFdmz/111,26.58414659,28.14045097,29.64996415,NA,Cw,#VALUE!,,
CMXwmz/110,22.78749,28.01630267,32.43976587,NA,Cw,#VALUE!,,
CWHds1/10,27.59708471,27.73258236,27.86808001,NA,Cw,#VALUE!,,
CWHds2/10,27.59708471,27.73258236,27.86808001,NA,Cw,#VALUE!,,
BGdwz/Gg,20.82894981,27.4939662,28.84100585,NA,Bl,#VALUE!,,
CMXdmz/102,27.48433815,27.48433815,27.48433815,NA,Bl,#VALUE!,,
CMXdmz/103,27.48433815,27.48433815,27.48433815,NA,Bl,#VALUE!,,
CWHvm1/10,23.60328952,27.47096878,31.16317763,NA,Hw,#VALUE!,,
CWHdm/04,21.06914171,27.17777472,31.52857921,NA,Hw,#VALUE!,,
CMXdmz/110,25.06636698,27.09718401,28.90978314,NA,Pl,#VALUE!,,
CWHms1/07,26.58651467,27.09566665,27.65289251,NA,Fd,#VALUE!,,
CWHms1/09,26.58651467,27.09566665,27.65289251,NA,Fd,#VALUE!,,
CWHms1/08,26.58651467,27.09566665,27.65289251,NA,Fd,#VALUE!,,
CDFmm/09,26.29078298,27.06894162,27.86808001,NA,Cw,#VALUE!,,
CWHmm1/10,26.13243844,26.96618233,27.86808001,NA,Cw,#VALUE!,,
CWFwmz/111,25.36452257,26.84942703,28.28968695,NA,Cw,#VALUE!,,
CWHvh1/10,26.63697145,26.63697145,26.63697145,NA,Hw,#VALUE!,,
CMXwmz/110,24.36592276,26.33999148,28.10194008,NA,Pl,#VALUE!,,
IDFww1/02,26.22937718,26.22937718,26.22937718,NA,Cw,#VALUE!,,
CWHmm1/07,25.34320457,26.04870089,26.72933852,NA,Hw,#VALUE!,,
CWHms1/11,25.46684134,26.02337158,26.32501391,NA,Fd,#VALUE!,,
CWHms2/11,25.46684134,26.02337158,26.32501391,NA,Fd,#VALUE!,,
CWHmm2/10,25.46684134,26.02337158,26.32501391,NA,Fd,#VALUE!,,
IDFww1/06,25.85194085,25.9788701,26.10579935,NA,Cw,#VALUE!,,
CWHmm1/08,25.34320457,25.96466223,26.72933852,NA,Hw,#VALUE!,,
CWHmm1/10,25.34320457,25.96466223,26.72933852,NA,Hw,#VALUE!,,
CWHmm1/09,25.34320457,25.96466223,26.72933852,NA,Hw,#VALUE!,,
CWHms1/10,25.66267968,25.94931597,26.23595225,NA,Fd,#VALUE!,,
CWHms2/10,25.66267968,25.94931597,26.23595225,NA,Fd,#VALUE!,,
CWHmm2/09,25.66267968,25.94931597,26.23595225,NA,Fd,#VALUE!,,
CWHmm2/06,25.28185876,25.79111244,26.29237782,NA,Fd,#VALUE!,,
CMXdmz/110,21.71930614,25.72649085,28.5479226,NA,Hw,#VALUE!,,
CWHxm1/08,25.48035575,25.60546057,25.73056539,NA,Cw,#VALUE!,,
CWHxm1/10,25.48035575,25.60546057,25.73056539,NA,Cw,#VALUE!,,
CWHxm1/09,25.48035575,25.60546057,25.73056539,NA,Cw,#VALUE!,,
CWHxm1/13,25.48035575,25.60546057,25.73056539,NA,Cw,#VALUE!,,
CWHxm1/14,25.48035575,25.60546057,25.73056539,NA,Cw,#VALUE!,,
CWHxm1/07,25.48035575,25.60546057,25.73056539,NA,Cw,#VALUE!,,
CWHms1/05,25.26279328,25.57870301,26.29237782,NA,Fd,#VALUE!,,
CWHms2/05,25.26279328,25.57870301,26.29237782,NA,Fd,#VALUE!,,
CWHmm2/07,25.26279328,25.36629358,25.51808737,NA,Fd,#VALUE!,,
ICHxw/113,22.08710291,25.36107046,28.48314668,NA,Cw,#VALUE!,,
CDFdmz/111,23.42399583,25.12375654,26.2690093,NA,Pl,#VALUE!,,
CMXwmz/110,21.1756544,25.08253604,27.83334508,NA,Hw,#VALUE!,,
ICHdw1/111,23.92219478,25.01325966,26.30315424,NA,Cw,#VALUE!,,
CDFdmz/111,23.68692943,25.00763383,26.21202629,NA,Hw,#VALUE!,,
CWHdm/15,24.48403081,24.72190237,24.95977394,NA,Hw,#VALUE!,,
ICHxw/111,20.4397027,24.63554039,28.48314668,NA,Cw,#VALUE!,,
CWFwmz/111,22.62707087,24.26900277,25.37529205,NA,Pl,#VALUE!,,
CWFwmz/111,22.97254716,24.25341998,25.42148876,NA,Hw,#VALUE!,,
CWFwsz/110,19.70837784,24.23065807,28.05641002,NA,Cw,#VALUE!,,
IDFww1/06,24.09309031,24.1459722,24.1988541,NA,Fd,#VALUE!,,
CDFdmz/110,22.77667128,24.12020876,26.02084506,NA,Pl,#VALUE!,,
IDFww1/06,24.06884075,24.11057163,24.1523025,NA,Hw,#VALUE!,,
ICHxw/112,19.38000851,24.10896789,28.48314668,NA,Cw,#VALUE!,,
CDFdmz/111,23.17909132,24.09550607,24.84462258,NA,Fd,#VALUE!,,
CWHxm1/08,24.0250192,24.07775169,24.13048418,NA,Fd,#VALUE!,,
CWHxm1/10,24.0250192,24.07775169,24.13048418,NA,Fd,#VALUE!,,
CWHxm1/09,24.0250192,24.07775169,24.13048418,NA,Fd,#VALUE!,,
CWHxm1/13,24.0250192,24.07775169,24.13048418,NA,Fd,#VALUE!,,
CWHxm1/14,24.0250192,24.07775169,24.13048418,NA,Fd,#VALUE!,,
CWHxm1/07,24.0250192,24.07775169,24.13048418,NA,Fd,#VALUE!,,
CMXdmz/110,22.01474846,24.02879297,25.57697718,NA,Fd,#VALUE!,,
CWFwmz/102,24.00520065,24.00520065,24.00520065,NA,Bl,#VALUE!,,
ICHxw/113,23.40755664,24.00328643,24.6320213,NA,Fd,#VALUE!,,
IDFww/07,24,24,24,NA,Py,#VALUE!,,
CWHdmz/110,22.66644882,23.99340109,25.28045776,NA,Cw,#VALUE!,,
ICHxw/111,22.96325354,23.90280717,24.92217888,NA,Pl,#VALUE!,,
CWHxm1/08,23.85152368,23.89287777,23.93423186,NA,Hw,#VALUE!,,
CWHxm1/10,23.85152368,23.89287777,23.93423186,NA,Hw,#VALUE!,,
CWHxm1/09,23.85152368,23.89287777,23.93423186,NA,Hw,#VALUE!,,
CWHxm1/13,23.85152368,23.89287777,23.93423186,NA,Hw,#VALUE!,,
CWHxm1/14,23.85152368,23.89287777,23.93423186,NA,Hw,#VALUE!,,
CWHxm1/07,23.85152368,23.89287777,23.93423186,NA,Hw,#VALUE!,,
CWHvh1/10,23.88692572,23.88692572,23.88692572,NA,Cw,#VALUE!,,
ICHdw1/112,23.71795295,23.86008833,24,NA,Py,#VALUE!,,
CWFwmz/111,22.9478559,23.85512846,24.59677176,NA,Fd,#VALUE!,,
CWFwsz/102,23.85433539,23.85433539,23.85433539,NA,Bl,#VALUE!,,
CDFmm/13,23.80920248,23.85048319,23.89176391,NA,Hw,#VALUE!,,
ICHdw1/113,23.65947928,23.84435806,24,NA,Py,#VALUE!,,
CWHvm1/11,23.60328952,23.83260434,24.06191917,NA,Hw,#VALUE!,,
CMXwmz/110,21.8219153,23.81831825,25.35294149,NA,Fd,#VALUE!,,
ICHdw1/111,23.04246723,23.77872641,24.16481959,NA,Fd,#VALUE!,,
CDFmm/07,23.31847019,23.75516004,24.0012036,NA,Hw,#VALUE!,,
CDFmm/09,23.31847019,23.75516004,24.0012036,NA,Hw,#VALUE!,,
CDFmm/08,23.31847019,23.75516004,24.0012036,NA,Hw,#VALUE!,,
CDFmm/06,23.31847019,23.75516004,24.0012036,NA,Hw,#VALUE!,,
CWHvm2/05,23.59888496,23.69162739,23.83112234,NA,Fd,#VALUE!,,
IDFww/06,23.65947928,23.68871611,23.71795295,NA,Py,#VALUE!,,
CWHxm2/13,23.62829109,23.6801528,23.73201451,NA,Fd,#VALUE!,,
IDFww1/06,23.39577182,23.6681127,23.94045359,NA,Pl,#VALUE!,,
CDFmm/12,23.31847019,23.6598369,24.0012036,NA,Hw,#VALUE!,,
CWFwsz/110,21.86887979,23.64064407,25.2220265,NA,Pl,#VALUE!,,
CDFdmz/102,15.65707698,23.61917564,29.79031911,NA,Cw,#VALUE!,,
ICHdw1/113,23.03009402,23.61621727,24.23481336,NA,Fd,#VALUE!,,
ICHdw1/110,22.97282372,23.56882166,24.16481959,NA,Fd,#VALUE!,,
CMXdmz/110,20.88040511,23.55994821,25.81540128,NA,Bl,#VALUE!,,
ICHdwz/111,22.23921177,23.54115249,24.80394959,NA,Cw,#VALUE!,,
ICHxw/112,22.68477984,23.51962007,24.52436431,NA,Fd,#VALUE!,,
ICHdw1/110,22.2049761,23.50970304,24.81442997,NA,Cw,#VALUE!,,
CMXdmz/101,17.77956377,23.4990069,30.61378712,NA,Cw,#VALUE!,,
IGFmmz/111,22.15966264,23.45694634,24.71522645,NA,Cw,#VALUE!,,
CWHxm2/13,23.31470464,23.42917643,23.54364822,NA,Cw,#VALUE!,,
CWHxm1/08,23.15484793,23.42438432,23.6939207,NA,Pl,#VALUE!,,
CWHxm1/10,23.15484793,23.42438432,23.6939207,NA,Pl,#VALUE!,,
CWHxm1/09,23.15484793,23.42438432,23.6939207,NA,Pl,#VALUE!,,
CWHxm1/13,23.15484793,23.42438432,23.6939207,NA,Pl,#VALUE!,,
CWHxm1/14,23.15484793,23.42438432,23.6939207,NA,Pl,#VALUE!,,
CWHxm1/07,23.15484793,23.42438432,23.6939207,NA,Pl,#VALUE!,,
ICHdw1/113,20.3966395,23.42002993,26.30315424,NA,Cw,#VALUE!,,
ICHdw1/111,22.69097607,23.3771098,23.72240037,NA,Py,#VALUE!,,
ICHdw1/111,22.22849218,23.36544356,24.183139,NA,Hw,#VALUE!,,
ICHxw/113,21.40728447,23.35932272,25.50239724,NA,Pl,#VALUE!,,
CWHdmz/110,22.43631283,23.32336089,24.04847182,NA,Fd,#VALUE!,,
CWFwmz/110,22.00176942,23.29959742,25.13557078,NA,Pl,#VALUE!,,
CWHdm/13,23.00479153,23.27258117,23.54037081,NA,Pl,#VALUE!,,
CWHxm2/08,22.81683739,23.25379719,23.73201451,NA,Fd,#VALUE!,,
CWHxm2/09,22.81683739,23.25379719,23.73201451,NA,Fd,#VALUE!,,
CWHxm2/07,22.81683739,23.25379719,23.73201451,NA,Fd,#VALUE!,,
CWHxm2/10,22.81683739,23.25379719,23.73201451,NA,Fd,#VALUE!,,
ICHdwz/111,22.35531054,23.23915607,23.96164912,NA,Fd,#VALUE!,,
ICHxw/111,21.84674691,23.22528656,24.52436431,NA,Fd,#VALUE!,,
IGFmmz/111,22.34022837,23.22347761,23.94548322,NA,Fd,#VALUE!,,
CWHds1/07,23.17250182,23.21267861,23.25285541,NA,Hw,#VALUE!,,
CWHds1/08,23.17250182,23.21267861,23.25285541,NA,Hw,#VALUE!,,
CWHds1/09,23.17250182,23.21267861,23.25285541,NA,Hw,#VALUE!,,
CWHds1/10,23.17250182,23.21267861,23.25285541,NA,Hw,#VALUE!,,
CWHms1/09,22.39923295,23.21050246,23.88692572,NA,Cw,#VALUE!,,
ICHdwz/110,22.13159328,23.2074051,24.09169879,NA,Fd,#VALUE!,,
ICHxw/110,22.96325354,23.2067621,23.32851638,NA,Pl,#VALUE!,,
ICHdw1/111,23.02706678,23.20260963,23.52248612,NA,Pl,#VALUE!,,
ICHdw1/112,22.31897248,23.14035035,24.12889241,NA,Fd,#VALUE!,,
CWHxm1/06,22.92313616,23.13152932,23.40143664,NA,Cw,#VALUE!,,
CWHvh1/06,23.01565118,23.10610153,23.24214894,NA,Fd,#VALUE!,,
CWHvm2/07,22.52422242,23.09747108,23.70247929,NA,Fd,#VALUE!,,
CWHvm2/08,22.52422242,23.09747108,23.70247929,NA,Fd,#VALUE!,,
CDFdmz/110,20.82777861,23.07338164,25.50280404,NA,Cw,#VALUE!,,
CWFwsz/110,21.13447629,23.06798809,24.55426728,NA,Fd,#VALUE!,,
CWHvh1/08,23.01565118,23.01565118,23.01565118,NA,Fd,#VALUE!,,
CWHvh1/09,23.01565118,23.01565118,23.01565118,NA,Fd,#VALUE!,,
CWHvh1/10,23.01565118,23.01565118,23.01565118,NA,Fd,#VALUE!,,
CMXdmz/110,21.76732556,22.99640482,24.13482898,NA,Lw,#VALUE!,,
IDFww/05,22.92374681,22.98588232,23.04801782,NA,Py,#VALUE!,,
CWHxm1/15,22.93095106,22.9513505,22.97174994,NA,Fd,#VALUE!,,
IGFdmz/111,22.06897002,22.94149472,23.65473363,NA,Fd,#VALUE!,,
CWHmhz/110,22.04498569,22.91656214,23.62902591,NA,Fd,#VALUE!,,
IDFww/06,22.85993621,22.89957107,22.93920593,NA,Hw,#VALUE!,,
ICHxw/113,22.45250611,22.89197356,23.26236296,NA,Lw,#VALUE!,,
CWHdm/07,22.36273748,22.88419372,23.54037081,NA,Pl,#VALUE!,,
CWHdm/08,22.36273748,22.88419372,23.54037081,NA,Pl,#VALUE!,,
CWHdm/09,22.36273748,22.88419372,23.54037081,NA,Pl,#VALUE!,,
CWHdm/10,22.36273748,22.88419372,23.54037081,NA,Pl,#VALUE!,,
ICHdw1/110,22.70059676,22.87943638,23.05827599,NA,Pl,#VALUE!,,
CMXwmz/110,20.27628216,22.87829929,25.0684964,NA,Bl,#VALUE!,,
CWHxm2/08,22.07733499,22.8769458,23.54364822,NA,Cw,#VALUE!,,
CWHxm2/09,22.07733499,22.8769458,23.54364822,NA,Cw,#VALUE!,,
CWHxm2/07,22.07733499,22.8769458,23.54364822,NA,Cw,#VALUE!,,
CWHxm2/10,22.07733499,22.8769458,23.54364822,NA,Cw,#VALUE!,,
IDFww1/05,22.70350243,22.85237341,23.00124439,NA,Fd,#VALUE!,,
CWHxm2/14,22.81683739,22.82744158,22.83804576,NA,Fd,#VALUE!,,
IDFww1/05,21.89971627,22.80700178,23.71428729,NA,Pl,#VALUE!,,
ICHxw/101,22.11197659,22.80124884,23.32851638,NA,Pl,#VALUE!,,
CMXwmz/110,21.58076706,22.7993124,23.92797962,NA,Lw,#VALUE!,,
CWHxm1/11,22.79929996,22.79929996,22.79929996,NA,Lw,#VALUE!,,
CWHxm1/05,22.63935739,22.78780776,22.93625812,NA,Fd,#VALUE!,,
CDFmm/10,22.78700673,22.78700673,22.78700673,NA,Lw,#VALUE!,,
CWFwsz/110,19.23756751,22.78687456,25.28591773,NA,Hw,#VALUE!,,
ICHxw/111,19.62795189,22.78614406,25.44568351,NA,Hw,#VALUE!,,
IDFww1/07,22.28585591,22.77287166,23.03683677,NA,Fd,#VALUE!,,
ICHxw/112,20.3575703,22.77107838,24.92217888,NA,Pl,#VALUE!,,
CWHdm/11,22.7599833,22.7599833,22.7599833,NA,Lw,#VALUE!,,
CWHdm/05,21.53373743,22.74558397,23.57981636,NA,Pl,#VALUE!,,
CWHds2/07,22.47083338,22.73240742,22.99398147,NA,Pl,#VALUE!,,
IDFww/06,22.47083338,22.73240742,22.99398147,NA,Pl,#VALUE!,,
CWHds2/08,22.47083338,22.73240742,22.99398147,NA,Pl,#VALUE!,,
CWHds2/10,22.47083338,22.73240742,22.99398147,NA,Pl,#VALUE!,,
CWHds2/09,22.47083338,22.73240742,22.99398147,NA,Pl,#VALUE!,,
CMXdmz/101,20.72000634,22.72464806,24.50384944,NA,Bl,#VALUE!,,
CWHxm1/12,22.22289086,22.70853062,22.97174994,NA,Fd,#VALUE!,,
CWHvmy/110,21.84051922,22.70401183,23.40986752,NA,Fd,#VALUE!,,
CWHvmy/111,21.84051922,22.70401183,23.40986752,NA,Fd,#VALUE!,,
CDFdmz/111,21.36241596,22.70387645,23.45865508,NA,Lw,#VALUE!,,
ICHxw/110,21.84674691,22.68885055,23.10990237,NA,Fd,#VALUE!,,
CWHdmz/111,20.94240205,22.68552185,24.23723365,NA,Cw,#VALUE!,,
MSdmz/111,21.78926843,22.65073477,23.35493411,NA,Fd,#VALUE!,,
CWHxm1/11,22.39378343,22.64390816,22.89403289,NA,Fd,#VALUE!,,
CWHxm2/13,22.5849687,22.62412682,22.66328494,NA,Hw,#VALUE!,,
ICHxw/110,20.4397027,22.6228727,23.71445771,NA,Cw,#VALUE!,,
CWHdmz/111,22.01792133,22.61838076,23.14258234,NA,Fd,#VALUE!,,
ICHdw1/110,21.53987217,22.61228583,23.68469949,NA,Hw,#VALUE!,,
CWHds1/11,22.60206134,22.60206134,22.60206134,NA,Lw,#VALUE!,,
