Unit,SImin,SImean,SImax,MeanPlotSiteIndex,Spp,Diff,Mean,SD
ICHdw1/101,NA,NA,NA,NA,Lw,#VALUE!,-0.840533946,3.792588427
IDFww1/02,22.59283316,22.59283316,22.59283316,NA,Bl,#VALUE!,,
CDFdmz/110,21.38439241,22.58603007,23.61505356,NA,Fd,#VALUE!,,
CWHdmz/110,21.39217812,22.58493482,23.67264769,NA,Hw,#VALUE!,,
CWHxm2/15,22.55228943,22.57235201,22.59241459,NA,Fd,#VALUE!,,
CWHxm1/05,21.67419839,22.5721409,23.47008341,NA,Pl,#VALUE!,,
IGFmwz/110,20.67577636,22.56732347,24.02134465,NA,Fd,#VALUE!,,
CWHmsy/110,21.70287793,22.56092872,23.26233603,NA,Fd,#VALUE!,,
CWHmsy/111,21.70287793,22.56092872,23.26233603,NA,Fd,#VALUE!,,
CWHvh1/07,21.96754835,22.52662947,23.11668523,NA,Fd,#VALUE!,,
CWHmm2/07,21.27294004,22.51343367,23.3705865,NA,Hw,#VALUE!,,
CWHvmz/110,21.65358499,22.50968691,23.20950114,NA,Fd,#VALUE!,,
ICHxw/113,19.33963555,22.50866448,25.53391964,NA,Hw,#VALUE!,,
CWHxm1/06,22.06147124,22.5058565,22.94327101,NA,Fd,#VALUE!,,
IDFww1/05,21.45465188,22.50557748,23.55650308,NA,Hw,#VALUE!,,
CWHdm/14,22.36273748,22.49580626,22.62887505,NA,Pl,#VALUE!,,
CWHvh1/05,21.68820546,22.4882269,23.24214894,NA,Fd,#VALUE!,,
CWFwmz/111,21.15402705,22.48240168,23.2298175,NA,Lw,#VALUE!,,
CWHmm2/04,17.42139534,22.47242742,26.06996766,NA,Hw,#VALUE!,,
CWHmm1/04,17.42139534,22.47242742,26.06996766,NA,Hw,#VALUE!,,
CWHxm1/15,22.14097015,22.47013506,22.79929996,NA,Lw,#VALUE!,,
IDFww1/06,22.06649166,22.46445836,22.86242506,NA,Lw,#VALUE!,,
CDFmm/14,22.12903189,22.45801931,22.78700673,NA,Lw,#VALUE!,,
CWHdm/14,22.11246547,22.43622438,22.7599833,NA,Lw,#VALUE!,,
CWHxm2/11,22.43139787,22.43139787,22.43139787,NA,Lw,#VALUE!,,
CWHdm/15,22.10278875,22.43138602,22.7599833,NA,Lw,#VALUE!,,
CWHxm2/05,22.26551088,22.41150987,22.55750886,NA,Fd,#VALUE!,,
CWHxm1/08,22.0055642,22.40243208,22.79929996,NA,Lw,#VALUE!,,
CWHxm1/10,22.0055642,22.40243208,22.79929996,NA,Lw,#VALUE!,,
CWHxm1/09,22.0055642,22.40243208,22.79929996,NA,Lw,#VALUE!,,
CWHxm1/13,22.0055642,22.40243208,22.79929996,NA,Lw,#VALUE!,,
CWHxm1/14,22.0055642,22.40243208,22.79929996,NA,Lw,#VALUE!,,
CWHxm1/07,22.0055642,22.40243208,22.79929996,NA,Lw,#VALUE!,,
CWHdm/07,21.9676163,22.40001209,22.7599833,NA,Lw,#VALUE!,,
CWHdm/08,21.9676163,22.40001209,22.7599833,NA,Lw,#VALUE!,,
CWHdm/09,21.9676163,22.40001209,22.7599833,NA,Lw,#VALUE!,,
CWHdm/10,21.9676163,22.40001209,22.7599833,NA,Lw,#VALUE!,,
CDFmm/13,21.99369895,22.39035284,22.78700673,NA,Lw,#VALUE!,,
CWHdmz/110,20.86409941,22.37810141,23.39819498,NA,Pl,#VALUE!,,
CWHdm/13,21.9676163,22.3637998,22.7599833,NA,Lw,#VALUE!,,
CWFwmz/110,21.17106097,22.36071105,23.37946897,NA,Fd,#VALUE!,,
MSmw2/07,21.59593089,22.34852993,22.8489695,NA,Fd,#VALUE!,,
CDFdmz/111,21.30330054,22.33812951,23.37382944,NA,Bl,#VALUE!,,
CWHxm2/12,21.85592151,22.33354184,22.59241459,NA,Fd,#VALUE!,,
CWHms1/06,21.72274678,22.3274579,22.91086159,NA,Hw,#VALUE!,,
CWHms2/06,21.72274678,22.3274579,22.91086159,NA,Hw,#VALUE!,,
CWHms1/07,21.72274678,22.3274579,22.91086159,NA,Hw,#VALUE!,,
CWHms1/09,21.72274678,22.3274579,22.91086159,NA,Hw,#VALUE!,,
CWHms1/08,21.72274678,22.3274579,22.91086159,NA,Hw,#VALUE!,,
CWHmsz/110,21.47626726,22.32535871,23.01944227,NA,Fd,#VALUE!,,
CWHxm2/14,22.07733499,22.32471516,22.57209534,NA,Cw,#VALUE!,,
ICHdwz/111,21.1419284,22.320732,23.39572061,NA,Hw,#VALUE!,,
CDFmm/07,21.69396843,22.31542021,22.78700673,NA,Lw,#VALUE!,,
CDFmm/09,21.69396843,22.31542021,22.78700673,NA,Lw,#VALUE!,,
CDFmm/08,21.69396843,22.31542021,22.78700673,NA,Lw,#VALUE!,,
CDFmm/06,21.69396843,22.31542021,22.78700673,NA,Lw,#VALUE!,,
CMXwmz/101,20.69260126,22.3131789,24.06086355,NA,Pl,#VALUE!,,
CWHvm2/11,21.82872115,22.30574707,22.56429764,NA,Fd,#VALUE!,,
CWHxm1/05,21.26093826,22.30237508,23.3438119,NA,Hw,#VALUE!,,
IGFmmz/111,21.09533331,22.27153893,23.34415834,NA,Hw,#VALUE!,,
CWHxm2/11,22.02399211,22.26998651,22.5159809,NA,Fd,#VALUE!,,
ICHdw1/112,17.89673587,22.26375857,26.30315424,NA,Cw,#VALUE!,,
CWHvm2/10,21.99658258,22.24227083,22.48795907,NA,Fd,#VALUE!,,
CDFmm/12,21.69396843,22.24048758,22.78700673,NA,Lw,#VALUE!,,
CDFdmz/110,19.94215242,22.23527516,25.56541672,NA,Hw,#VALUE!,,
CWHds2/11,22.22920826,22.22920826,22.22920826,NA,Lw,#VALUE!,,
CWHwm/03,21.36304112,22.22350376,22.77010415,NA,Fd,#VALUE!,,
CWHds1/07,21.81519225,22.20862679,22.60206134,NA,Lw,#VALUE!,,
CWHds1/08,21.81519225,22.20862679,22.60206134,NA,Lw,#VALUE!,,
CWHds1/09,21.81519225,22.20862679,22.60206134,NA,Lw,#VALUE!,,
CWHds1/10,21.81519225,22.20862679,22.60206134,NA,Lw,#VALUE!,,
CWHwm/04,21.63819591,22.18889491,22.77010415,NA,Fd,#VALUE!,,
MHmm1/05,22.128607,22.17717706,22.22574711,NA,Fd,#VALUE!,,
ICHdwz/110,20.75003162,22.17334932,23.60393139,NA,Cw,#VALUE!,,
CWHmm1/11,22.16142341,22.16142341,22.16142341,NA,Lw,#VALUE!,,
CWHws2/06,21.7440263,22.16044095,22.61617326,NA,Fd,#VALUE!,,
CWHdsz/110,20.29635455,22.15318982,23.58052822,NA,Fd,#VALUE!,,
IDFww/06,21.72756072,22.11941484,22.51126896,NA,Lw,#VALUE!,,
CWHxm2/14,21.79322825,22.11231306,22.43139787,NA,Lw,#VALUE!,,
CWHxm2/15,21.78369123,22.10754455,22.43139787,NA,Lw,#VALUE!,,
CWHvm2/06,21.67016465,22.1066678,22.53632385,NA,Fd,#VALUE!,,
CWHvm1/13,22.10419581,22.10419581,22.10419581,NA,Lw,#VALUE!,,
CWHdm/05,21.21434029,22.10063703,22.7599833,NA,Lw,#VALUE!,,
CWFwsz/110,20.91569684,22.09668938,23.19057364,NA,Lw,#VALUE!,,
IDFww1/05,21.73512925,22.09474659,22.45436392,NA,Cw,#VALUE!,,
CDFdmz/102,18.68144968,22.08917824,24.88492142,NA,Bl,#VALUE!,,
CWHxm2/08,21.48800899,22.08618556,22.66328494,NA,Hw,#VALUE!,,
CWHxm2/09,21.48800899,22.08618556,22.66328494,NA,Hw,#VALUE!,,
CWHxm2/07,21.48800899,22.08618556,22.66328494,NA,Hw,#VALUE!,,
CWHxm2/10,21.48800899,22.08618556,22.66328494,NA,Hw,#VALUE!,,
IDFww1/05,21.30982518,22.08612512,22.86242506,NA,Lw,#VALUE!,,
CWHms2/10,22.08286287,22.08286287,22.08286287,NA,Lw,#VALUE!,,
CWHxm1/06,20.76198008,22.08243693,22.78923102,NA,Lw,#VALUE!,,
ICHdwz/111,20.5849348,22.07867923,23.0851238,NA,Pl,#VALUE!,,
CWHxm2/08,21.65047027,22.07662356,22.43139787,NA,Lw,#VALUE!,,
CWHxm2/09,21.65047027,22.07662356,22.43139787,NA,Lw,#VALUE!,,
CWHxm2/07,21.65047027,22.07662356,22.43139787,NA,Lw,#VALUE!,,
CWHxm2/10,21.65047027,22.07662356,22.43139787,NA,Lw,#VALUE!,,
ICHxw/101,21.20140114,22.05268347,23.10990237,NA,Fd,#VALUE!,,
ICHdw1/113,20.20499709,22.04740392,24.07011794,NA,Pl,#VALUE!,,
CWHdm/06,20.59380361,22.04113994,22.7599833,NA,Lw,#VALUE!,,
CWHxm2/13,21.65047027,22.04093407,22.43139787,NA,Lw,#VALUE!,,
CWHdm/11,21.34851539,22.0273791,22.70624281,NA,Hw,#VALUE!,,
CWHxm1/05,21.25098694,22.02514345,22.79929996,NA,Lw,#VALUE!,,
IGFmmz/111,20.53295592,22.02292851,23.02683171,NA,Pl,#VALUE!,,
CWHdmz/111,20.56086407,22.02127971,22.72357897,NA,Lw,#VALUE!,,
CWFwmz/110,19.87224449,22.01482404,24.33278972,NA,Cw,#VALUE!,,
CWHxm2/13,21.75070906,22.00390042,22.25709178,NA,Pl,#VALUE!,,
CWHws2/04,21.21862228,22.00132202,22.73892048,NA,Fd,#VALUE!,,
CDFdmz/110,21.15748086,22.00037474,23.45865508,NA,Lw,#VALUE!,,
CWHdm/04,20.15525078,22.00031975,23.3179841,NA,Pl,#VALUE!,,
CWHvm2/09,21.67016465,21.99585687,22.48795907,NA,Fd,#VALUE!,,
CWHdmz/110,20.69302543,21.9924513,22.72357897,NA,Lw,#VALUE!,,
CWHvh1/18,21.96754835,21.98709074,22.00663313,NA,Fd,#VALUE!,,
CWHvm2/01,21.20556595,21.98099948,22.53632385,NA,Fd,#VALUE!,,
CMXwmz/102,20.0359062,21.95662288,23.79489108,NA,Bl,#VALUE!,,
CWHxm2/06,21.68080524,21.95192242,22.56440594,NA,Fd,#VALUE!,,
ICHdwz/110,20.68708115,21.94770216,23.50288811,NA,Hw,#VALUE!,,
IGFdmz/111,20.72894239,21.94246804,23.11950834,NA,Cw,#VALUE!,,
CWHds2/07,21.88890237,21.92685364,21.96480491,NA,Hw,#VALUE!,,
CWHds2/08,21.88890237,21.92685364,21.96480491,NA,Hw,#VALUE!,,
CWHds2/10,21.88890237,21.92685364,21.96480491,NA,Hw,#VALUE!,,
CWHds2/09,21.88890237,21.92685364,21.96480491,NA,Hw,#VALUE!,,
ICHdwz/111,20.62002632,21.91486819,22.64341665,NA,Lw,#VALUE!,,
ICHdwz/110,20.62778038,21.9094803,23.12380652,NA,Pl,#VALUE!,,
CWHds2/05,21.03392353,21.90534003,22.77675652,NA,Pl,#VALUE!,,
IDFww/05,21.03392353,21.90534003,22.77675652,NA,Pl,#VALUE!,,
IGFmmz/111,20.6064343,21.90042266,22.62849088,NA,Lw,#VALUE!,,
MSmw2/06,20.15591989,21.89875747,22.8489695,NA,Fd,#VALUE!,,
CWHds1/06,20.58236648,21.89139995,22.5920795,NA,Lw,#VALUE!,,
CWHmm1/08,21.3898947,21.87106534,22.16142341,NA,Lw,#VALUE!,,
CWHmm1/10,21.3898947,21.87106534,22.16142341,NA,Lw,#VALUE!,,
CWHmm1/09,21.3898947,21.87106534,22.16142341,NA,Lw,#VALUE!,,
CMXwmz/102,17.13027068,21.86798193,29.49580015,NA,Cw,#VALUE!,,
CWHds2/02,21.29282377,21.86547425,22.41144096,NA,Fd,#VALUE!,,
CWHvh1/12,21.86327199,21.86327199,21.86327199,NA,Lw,#VALUE!,,
CWHds2/07,21.45531969,21.84226397,22.22920826,NA,Lw,#VALUE!,,
CWHds2/08,21.45531969,21.84226397,22.22920826,NA,Lw,#VALUE!,,
CWHds2/10,21.45531969,21.84226397,22.22920826,NA,Lw,#VALUE!,,
CWHds2/09,21.45531969,21.84226397,22.22920826,NA,Lw,#VALUE!,,
IGFmwz/110,20.20270519,21.83947999,23.30037801,NA,Pl,#VALUE!,,
CWHds1/05,21.0671429,21.83460212,22.60206134,NA,Lw,#VALUE!,,
CWHvmz/111,21.24978977,21.82930117,22.33521511,NA,Fd,#VALUE!,,
IDFww1/07,20.39830519,21.82100092,22.86242506,NA,Lw,#VALUE!,,
CWHmm1/07,21.3898947,21.81091901,22.16142341,NA,Lw,#VALUE!,,
CWHmhz/110,20.60243987,21.80855974,22.9784169,NA,Cw,#VALUE!,,
MHmm1/03,20.85232225,21.80673244,22.34637533,NA,Fd,#VALUE!,,
CDFmm/05,20.72860625,21.79074733,22.77694321,NA,Lw,#VALUE!,,
CWFwmz/110,20.95109108,21.78576259,23.2298175,NA,Lw,#VALUE!,,
CWHvm1/11,21.46593713,21.78506647,22.10419581,NA,Lw,#VALUE!,,
CWHxm1/05,21.4227175,21.77716584,22.13161418,NA,Cw,#VALUE!,,
IGFmmz/110,20.61048052,21.76863031,22.76041293,NA,Fd,#VALUE!,,
CWHxm1/12,20.34198374,21.76075128,22.79929996,NA,Lw,#VALUE!,,
CWHvh1/13,21.28923602,21.7544725,22.00663313,NA,Fd,#VALUE!,,
CWHvm1/07,21.33465943,21.75224704,22.10419581,NA,Lw,#VALUE!,,
CWHvm1/08,21.33465943,21.75224704,22.10419581,NA,Lw,#VALUE!,,
CWHvm1/10,21.33465943,21.75224704,22.10419581,NA,Lw,#VALUE!,,
CDFmm/11,20.33101547,21.74901803,22.78700673,NA,Lw,#VALUE!,,
IDFww/05,20.98251628,21.74689262,22.51126896,NA,Lw,#VALUE!,,
ICHxw/112,20.75513765,21.74549256,22.59066221,NA,Lw,#VALUE!,,
CWHms2/06,21.31406918,21.73360099,22.08286287,NA,Lw,#VALUE!,,
CWHms1/10,21.73287171,21.73287171,21.73287171,NA,Lw,#VALUE!,,
CWHdm/12,20.30690463,21.72322556,22.7599833,NA,Lw,#VALUE!,,
CWHxm2/06,20.29649128,21.72293244,22.43139787,NA,Lw,#VALUE!,,
IGFmwz/110,17.65381228,21.70465233,25.13157601,NA,Cw,#VALUE!,,
CWHmm2/09,21.7033114,21.7033114,21.7033114,NA,Lw,#VALUE!,,
CWHvm1/09,21.04391032,21.69949369,22.10419581,NA,Lw,#VALUE!,,
CWHvh1/12,21.45294885,21.69256504,21.93218123,NA,Fd,#VALUE!,,
CWHxm2/05,20.90806928,21.66973358,22.43139787,NA,Lw,#VALUE!,,
CWHds1/05,20.65566701,21.66745547,22.67924393,NA,Hw,#VALUE!,,
MHmm1/06,21.66597121,21.66597121,21.66597121,NA,Py,#VALUE!,,
MHmm1/07,21.66597121,21.66597121,21.66597121,NA,Py,#VALUE!,,
MHmm1/08,21.66597121,21.66597121,21.66597121,NA,Py,#VALUE!,,
MHmm1/09,21.66597121,21.66597121,21.66597121,NA,Py,#VALUE!,,
ICHxw/110,19.62795189,21.66395172,22.68195163,NA,Hw,#VALUE!,,
CWHvm1/05,21.04391032,21.64674034,22.10419581,NA,Lw,#VALUE!,,
IGFdmz/111,20.36197681,21.64061436,22.3600454,NA,Lw,#VALUE!,,
ICHxw/112,18.00186426,21.63798904,25.44568351,NA,Hw,#VALUE!,,
CWHxm2/08,21.14365592,21.63668551,22.25709178,NA,Pl,#VALUE!,,
CWHxm2/09,21.14365592,21.63668551,22.25709178,NA,Pl,#VALUE!,,
CWHxm2/07,21.14365592,21.63668551,22.25709178,NA,Pl,#VALUE!,,
CWHxm2/10,21.14365592,21.63668551,22.25709178,NA,Pl,#VALUE!,,
ICHdwz/110,20.59798698,21.63299186,22.64341665,NA,Lw,#VALUE!,,
IGFmwz/110,20.47192269,21.62785779,22.6985328,NA,Lw,#VALUE!,,
CWHmhz/110,20.34036218,21.61764244,22.33630978,NA,Lw,#VALUE!,,
MHmm1/04,21.41536848,21.58243697,21.66597121,NA,Py,#VALUE!,,
ICHxw/111,20.980444,21.57480437,22.45250611,NA,Lw,#VALUE!,,
CWHds1/12,20.16600356,21.57249723,22.60206134,NA,Lw,#VALUE!,,
CWFwmz/110,19.34071017,21.56467383,24.7943805,NA,Hw,#VALUE!,,
CWHvh1/01,21.13459816,21.56031337,21.97935069,NA,Fd,#VALUE!,,
CWHvh1/11,21.13459816,21.5592177,21.97935069,NA,Fd,#VALUE!,,
CWFwmz/111,20.55019565,21.54844181,22.54752813,NA,Bl,#VALUE!,,
CWHxm2/14,21.48800899,21.5482443,21.60847961,NA,Hw,#VALUE!,,
CWHvh1/18,21.23196999,21.54762099,21.86327199,NA,Lw,#VALUE!,,
CWHwm/10,21.54327799,21.54327799,21.54327799,NA,Lw,#VALUE!,,
CWHvm2/10,21.53454095,21.53454095,21.53454095,NA,Lw,#VALUE!,,
CWHds2/06,20.24283113,21.53027023,22.21939108,NA,Lw,#VALUE!,,
CWHdmz/101,20.6991254,21.53024027,22.56241293,NA,Fd,#VALUE!,,
CWHmm1/05,20.65642893,21.51941715,22.16142341,NA,Lw,#VALUE!,,
CWHvh1/07,21.10212315,21.51515928,21.86327199,NA,Lw,#VALUE!,,
CWHvm1/12,19.72179814,21.5061559,22.10419581,NA,Lw,#VALUE!,,
IGFdmz/110,20.36022502,21.50431239,22.48405264,NA,Fd,#VALUE!,,
CWHdmz/111,20.27836471,21.49806247,22.57086412,NA,Hw,#VALUE!,,
ICHdw1/112,19.21423753,21.49219688,23.52248612,NA,Pl,#VALUE!,,
IDFww/04,19.68743257,21.48967613,22.77675652,NA,Pl,#VALUE!,,
CWHdmz/111,19.70260338,21.48772734,22.49220434,NA,Pl,#VALUE!,,
CWHvmz/101,19.97700221,21.48627143,23.14246862,NA,Fd,#VALUE!,,
IDFww/07,20.08499681,21.4858406,22.51126896,NA,Lw,#VALUE!,,
CWHds2/05,20.71961048,21.47440937,22.22920826,NA,Lw,#VALUE!,,
CWHmm1/06,20.05221162,21.46148475,22.16142341,NA,Lw,#VALUE!,,
ICHxw/110,20.980444,21.44855005,21.68260308,NA,Lw,#VALUE!,,
CWHms2/04,20.58320349,21.44313248,22.08286287,NA,Lw,#VALUE!,,
CWHwm/09,20.9700533,21.42831464,21.6766947,NA,Fd,#VALUE!,,
CWHvmy/110,20.15609739,21.42180667,22.13396356,NA,Lw,#VALUE!,,
CWHvmy/111,20.15609739,21.42180667,22.13396356,NA,Lw,#VALUE!,,
CWHvh1/06,20.81454304,21.41080254,21.86327199,NA,Lw,#VALUE!,,
CWHxm2/12,20.01373425,21.40960778,22.43139787,NA,Lw,#VALUE!,,
CWHws2/10,21.40115551,21.40115551,21.40115551,NA,Lw,#VALUE!,,
ICHdw1/113,18.38005626,21.39184673,24.2669971,NA,Hw,#VALUE!,,
CWHms1/06,20.97626262,21.38914527,21.73287171,NA,Lw,#VALUE!,,
CWHms1/07,20.97626262,21.38914527,21.73287171,NA,Lw,#VALUE!,,
CWHms1/09,20.97626262,21.38914527,21.73287171,NA,Lw,#VALUE!,,
CWHms1/08,20.97626262,21.38914527,21.73287171,NA,Lw,#VALUE!,,
ICHxw/101,20.00814132,21.38743391,23.71445771,NA,Cw,#VALUE!,,
IGFdmz/111,20.25730358,21.38678345,22.41679217,NA,Hw,#VALUE!,,
CWHms2/05,19.98112808,21.38540545,22.08286287,NA,Lw,#VALUE!,,
MHmm1/05,21.35856654,21.38496006,21.41135358,NA,Py,#VALUE!,,
IDFww/05,20.37705008,21.37519089,22.3733317,NA,Hw,#VALUE!,,
MSdmz/111,20.10991028,21.37271923,22.08324422,NA,Lw,#VALUE!,,
CWHws2/10,21.37087783,21.37087783,21.37087783,NA,Py,#VALUE!,,
CWHws2/11,21.37087783,21.37087783,21.37087783,NA,Py,#VALUE!,,
CWHwm/10,21.13131163,21.36733534,21.60335904,NA,Fd,#VALUE!,,
CWHmm2/08,20.94773142,21.36005248,21.7033114,NA,Lw,#VALUE!,,
CWHvm1/06,19.72179814,21.35962586,22.10419581,NA,Lw,#VALUE!,,
CWHvm1/04,20.60308769,21.35364175,22.10419581,NA,Lw,#VALUE!,,
IDFww1/04,18.59641461,21.34472243,23.38510878,NA,Pl,#VALUE!,,
CWHxm1/06,20.45487363,21.33570562,21.92368027,NA,Hw,#VALUE!,,
ICHxw/101,20.980444,21.33425888,21.68260308,NA,Lw,#VALUE!,,
CWHws2/05,21.12368834,21.32967958,21.37087783,NA,Py,#VALUE!,,
CWHvh1/04,20.68148177,21.31518836,21.91292035,NA,Fd,#VALUE!,,
CWHmhz/110,20.18320603,21.30855446,22.33479559,NA,Hw,#VALUE!,,
CWHmsy/110,20.03205533,21.28997535,21.99774957,NA,Lw,#VALUE!,,
CWHmsy/111,20.03205533,21.28997535,21.99774957,NA,Lw,#VALUE!,,
CWHws2/11,20.82829115,21.28345454,21.5301555,NA,Fd,#VALUE!,,
CWHdm/04,20.52092406,21.27529027,22.7599833,NA,Lw,#VALUE!,,
CWHvmz/111,19.85997643,21.2706088,21.94896777,NA,Lw,#VALUE!,,
CWHxm2/14,21.14365592,21.2694706,21.39528527,NA,Pl,#VALUE!,,
CWHvm2/09,21.26168553,21.26168553,21.26168553,NA,Py,#VALUE!,,
CWHvm2/10,21.26168553,21.26168553,21.26168553,NA,Py,#VALUE!,,
CWHvm2/11,21.26168553,21.26168553,21.26168553,NA,Py,#VALUE!,,
IGFmwz/110,17.94436143,21.25507358,23.5861237,NA,Hw,#VALUE!,,
CWHwm/08,21.2545332,21.2545332,21.2545332,NA,Py,#VALUE!,,
CWHwm/09,21.2545332,21.2545332,21.2545332,NA,Py,#VALUE!,,
CWHwm/10,21.2545332,21.2545332,21.2545332,NA,Py,#VALUE!,,
CWHvmz/110,19.98763262,21.2427631,21.94896777,NA,Lw,#VALUE!,,
CWHdsz/110,20.10484701,21.24005539,22.29153246,NA,Lw,#VALUE!,,
CWHvm1/13,20.58056508,21.23500865,21.88945223,NA,Hw,#VALUE!,,
CWHws2/06,21.06766005,21.23228596,21.37087783,NA,Py,#VALUE!,,
MSdmz/110,20.10218002,21.23176726,22.1990903,NA,Fd,#VALUE!,,
CWHvh1/05,20.37852515,21.22990304,21.86327199,NA,Lw,#VALUE!,,
CWHws2/10,20.98845934,21.22288747,21.4573156,NA,Fd,#VALUE!,,
IGFmmz/110,20.40875153,21.22181675,22.62849088,NA,Lw,#VALUE!,,
CWHds2/12,19.8333367,21.21662827,22.22920826,NA,Lw,#VALUE!,,
CWHxm2/05,20.35984795,21.2033381,22.04682826,NA,Pl,#VALUE!,,
CWHwm/04,20.79326943,21.2002603,21.54327799,NA,Lw,#VALUE!,,
CWHvm2/07,20.78483656,21.19166238,21.53454095,NA,Lw,#VALUE!,,
CWHvm2/08,20.78483656,21.19166238,21.53454095,NA,Lw,#VALUE!,,
CWHvm2/06,21.01575903,21.17971003,21.26168553,NA,Py,#VALUE!,,
CWHvh1/01,19.90959452,21.17583986,21.85361643,NA,Lw,#VALUE!,,
CWHmhz/101,20.33809774,21.15471657,22.16888639,NA,Fd,#VALUE!,,
CWHwm/08,20.81773388,21.15322042,21.60335904,NA,Fd,#VALUE!,,
CWHmm1/12,19.77285773,21.15193114,22.16142341,NA,Lw,#VALUE!,,
IGFmmz/110,19.96552556,21.14324075,22.80929643,NA,Pl,#VALUE!,,
MHmm1/07,21.12089901,21.13968822,21.15847743,NA,Fd,#VALUE!,,
CWHvm1/01,20.10747514,21.13778925,22.09443384,NA,Lw,#VALUE!,,
CDFmm/05,20.41857931,21.13035444,21.88477977,NA,Hw,#VALUE!,,
CWHdm/01,20.52734521,21.12874024,21.9071597,NA,Lw,#VALUE!,,
CWHvh1/11,19.50684118,21.12681746,21.86327199,NA,Lw,#VALUE!,,
CWHxm1/04,18.40491332,21.12491974,23.1442947,NA,Pl,#VALUE!,,
CWHvm2/07,20.96001701,21.12380178,21.26168553,NA,Py,#VALUE!,,
CWHvm2/08,20.96001701,21.12380178,21.26168553,NA,Py,#VALUE!,,
CWHmm2/07,21.12352628,21.12352628,21.12352628,NA,Py,#VALUE!,,
CWHmm2/09,21.12352628,21.12352628,21.12352628,NA,Py,#VALUE!,,
CWHmm2/10,21.12352628,21.12352628,21.12352628,NA,Py,#VALUE!,,
CWHxm2/05,20.13194762,21.11808243,22.10421725,NA,Hw,#VALUE!,,
CWHwm/04,20.95296615,21.11669583,21.2545332,NA,Py,#VALUE!,,
CWHws2/03,19.08705125,21.11587759,23.35465379,NA,Sx,#VALUE!,,
CWHms1/04,20.25698042,21.10328039,21.73287171,NA,Lw,#VALUE!,,
CWHvh1/08,21.10212315,21.10212315,21.10212315,NA,Lw,#VALUE!,,
CWHvh1/09,21.10212315,21.10212315,21.10212315,NA,Lw,#VALUE!,,
CWHvh1/10,21.10212315,21.10212315,21.10212315,NA,Lw,#VALUE!,,
MSmw2/07,20.47080405,21.1020697,21.50221391,NA,Lw,#VALUE!,,
CWHms1/10,21.09932755,21.09932755,21.09932755,NA,Py,#VALUE!,,
CWHms1/11,21.09932755,21.09932755,21.09932755,NA,Py,#VALUE!,,
CWHvm1/14,19.72179814,21.09731036,22.10419581,NA,Lw,#VALUE!,,
CWHvm2/05,20.50158044,21.08887473,21.53454095,NA,Lw,#VALUE!,,
CWHms2/11,19.70276448,21.07694918,22.08286287,NA,Lw,#VALUE!,,
CWHmm2/05,20.22942756,21.07457643,21.7033114,NA,Lw,#VALUE!,,
CWHmsz/110,19.82783423,21.07293012,21.77348878,NA,Lw,#VALUE!,,
CWHws2/06,20.6560948,21.06267548,21.40115551,NA,Lw,#VALUE!,,
CWHms1/05,20.85527899,21.05865279,21.09932755,NA,Py,#VALUE!,,
CWHwm/08,19.22133623,21.0574838,21.54327799,NA,Lw,#VALUE!,,
ICHdw1/101,20.11354982,21.05687768,22.01832775,NA,Pl,#VALUE!,,
CWHms1/05,19.66444729,21.04646828,21.73287171,NA,Lw,#VALUE!,,
CWHxm1/06,19.33373795,21.04290224,22.66717161,NA,Pl,#VALUE!,,
IDFww/04,20.2966775,21.04280022,22.51126896,NA,Lw,#VALUE!,,
CWHmm2/06,20.87919782,21.04208346,21.12352628,NA,Py,#VALUE!,,
MHmm1/08,21.0406799,21.0406799,21.0406799,NA,Lw,#VALUE!,,
IDFww1/06,20.60356319,21.03721231,21.47086143,NA,Sx,#VALUE!,,
CWHmm2/06,19.76392782,21.02090879,21.69372647,NA,Lw,#VALUE!,,
IGFdmz/111,19.59809676,21.02023135,21.97842715,NA,Pl,#VALUE!,,
CWHmm2/07,19.63770038,21.01477439,21.7033114,NA,Lw,#VALUE!,,
CMXdmz/110,18.91144696,21.00618751,23.38095522,NA,Sx,#VALUE!,,
CWHvh1/12,20.99257896,20.99257896,20.99257896,NA,Py,#VALUE!,,
CWHvh1/13,20.99257896,20.99257896,20.99257896,NA,Py,#VALUE!,,
CWHvh1/18,20.99257896,20.99257896,20.99257896,NA,Py,#VALUE!,,
CWHmm2/08,20.82381801,20.9865385,21.12352628,NA,Py,#VALUE!,,
IGFdmz/110,20.16663918,20.97005887,22.3600454,NA,Lw,#VALUE!,,
CWHms1/06,20.79996262,20.9624967,21.09932755,NA,Py,#VALUE!,,
CWHms1/07,20.79996262,20.9624967,21.09932755,NA,Py,#VALUE!,,
CWHms1/09,20.79996262,20.9624967,21.09932755,NA,Py,#VALUE!,,
CWHms1/08,20.79996262,20.9624967,21.09932755,NA,Py,#VALUE!,,
CWHvmy/101,20.14946259,20.95850731,21.96327074,NA,Fd,#VALUE!,,
CWHvh1/11,20.74976513,20.95210999,20.99257896,NA,Py,#VALUE!,,
CWHvm2/09,19.21354088,20.95191334,21.53454095,NA,Lw,#VALUE!,,
CWHwm/03,20.08026211,20.95067139,21.54327799,NA,Lw,#VALUE!,,
CWHxm1/08,20.51262954,20.94436475,21.37609996,NA,Sx,#VALUE!,,
CWHxm1/10,20.51262954,20.94436475,21.37609996,NA,Sx,#VALUE!,,
