SS_NoSpace,TreeSpp,MeanPlotSiteIndex
MSxk1/08,Sx,15
MSxk1/09,Bl,12
SBPSmc/07,Pl,9
SBPSmk/01,Pl,20.30100002
MSxk1/09,Sx,12
SBPSmk/02,Pl,15
MSxv/01,Sx,16.85666637
SBPSmk/03,Pl,18
SBPSmk/04,Pl,19.34875035
SBPSmk/05,Pl,21
MSxv/04,Sx,9
MSxv/05,Sx,17.5285714
SBPSmk/06,Pl,20.53999983
MSxv/06,Sx,18.37599993
MSxv/07,Sx,17.1114284
SBPSmk/07,Pl,18
MSxv/08,Sx,14.07714272
PPdh1/01,Fd,15
PPdh1/01,Py,15
PPdh1/04,Fd,18
PPdh1/04,Py,18
PPdh1/05,Fd,18
PPdh1/05,Py,18
PPdh1/05,Sx,18
PPdh1/06,Fd,21
PPdh1/06,Sx,21
PPdh2/01,Fd,15
PPdh2/01,Lw,12
SBPSmk/08,Pl,12
PPdh2/01,Py,15
PPdh2/03,Fd,18
PPdh2/03,Lw,15
SBPSxc/01,Pl,13.74052625
PPdh2/03,Py,18
PPdh2/03,Sx,15
PPdh2/04,Sx,18
PPxh1/01,Py,15
PPxh1/02,Py,18
PPxh1/04,Py,15
PPxh1/05,Fd,12
PPxh1/05,Py,15
PPxh1/06,Fd,18
PPxh1/06,Py,18
PPxh1/07,Fd,18
PPxh1/07,Py,17
PPxh1/08,Fd,18
PPxh1/08,Py,15
PPxh2/01,Fd,12
PPxh2/01,Py,12
PPxh2/02,Fd,9
PPxh2/02,Py,9
PPxh2/03,Fd,12
PPxh2/03,Py,12
PPxh2/04,Fd,12
PPxh2/04,Py,12
PPxh2/06,Fd,18
PPxh2/06,Py,15
PPxh2/07,Fd,21
PPxh2/07,Py,18
SBPSxc/02,Pl,12.72199993
SBPSdc/01,Sx,18.40571458
SBPSxc/03,Pl,14.6762501
SBPSxc/04,Pl,15
SBPSxc/05,Pl,15
SBPSdc/05,Sx,17.22624993
SBPSxc/06,Pl,21
SBPSdc/06,Sx,18.08333344
SBSdh/01,Pl,21
SBPSdc/07,Sx,12
SBSdh/02,Pl,15
SBPSdc/08,Sx,17.24571419
SBSdh/03,Pl,18
SBSdh/04,Pl,18
SBPSmc/01,Sb,9
SBPSmc/01,Sx,18.25428568
SBPSmc/01,Sx,9
SBSdh/05,Pl,18
SBSdh/06,Pl,21
SBPSmc/02,Sx,6
SBSdh/07,Pl,21
SBPSmc/03,Sx,6
SBSdh/08,Pl,15
SBPSmc/04,Sx,6
SBSdh1/01,Pl,21
SBPSmc/05,Sx,15.27857113
SBPSmc/05,Sx,12
SBSdh1/02,Pl,15
SBSdh1/03,Pl,18
SBPSmc/06,Sx,9
SBSdh1/04,Pl,18
SBSdh1/05,Pl,18
SBPSmc/07,Sx,9
SBSdh1/06,Pl,21
SBPSmk/01,Sx,21.63749981
SBSdh1/07,Pl,21
SBPSmk/02,Sx,9
SBPSmk/03,Fd,15
SBSdh1/08,Pl,15
SBSdk/01,Pl,19.49037536
SBPSmk/04,Sx,19.23428576
SBPSmk/05,Fd,18
SBSdk/02,Pl,17.13600006
SBPSmk/05,Sx,15
SBSdk/03,Pl,16.16000014
SBPSmk/06,Sx,20.68181792
SBPSmk/07,Sx,21
SBPSmk/08,Sx,12
SBSdk/04,Pl,17.8066668
SBPSxc/01,Sx,17.87100019
SBPSxc/02,Fd,12
SBSdk/05,Pl,19.05076915
SBSdk/06,Pl,21.90557153
SBPSxc/03,Sx,15.42500031
SBSdk/07,Pl,20.67692324
SBPSxc/04,Sx,16.67250001
SBSdk/08,Pl,23.76600037
SBPSxc/05,Sx,15.02571433
SBSdk/09,Pl,12
SBPSxc/06,Sx,18.14428547
SBSdh/01,Fd,21.9
SBSdh/01,Sx,21
SBSdk/10,Pl,12
SBSdh/02,Sx,12
SBSdh/03,Fd,15
SBSdh/03,Lw,18
SBSdw1/01,Pl,21.79000007
SBSdh/03,Pw,18
SBSdh/04,Fd,15
SBSdw1/02,Pl,15
SBSdh/04,Sx,15
SBSdw1/03,Pl,15
SBSdh/05,Sb,15
SBSdh/05,Sx,15
SBSdh/06,Sx,21
SBSdw1/04,Pl,22.49499989
SBSdh/07,Sx,21
SBSdw1/05,Pl,20.3342856
SBSdh/08,Sb,12
SBSdh/08,Sx,12
SBSdh1/01,Fd,21.9
SBSdw1/06,Pl,24
SBSdh1/01,Sx,21
SBSdh1/02,Sx,12
SBSdh1/03,Fd,15
SBSdh1/03,Lw,18
SBSdh1/03,Pw,18
SBSdh1/04,Fd,15
SBSdh1/04,Sx,15
SBSdw1/07,Pl,21.01142883
SBSdh1/05,Sb,15
SBSdh1/05,Sx,15
SBSdw1/08,Pl,24
SBSdh1/06,Sx,21
SBSdh1/07,Sx,21
SBSdw1/09,Pl,21
SBSdh1/08,Sb,12
SBSdh1/08,Sx,12
SBSdk/01,At,16.50571414
SBSdk/01,Fd,20.09714317
SBSdw2/01,Pl,19.61500015
SBSdk/01,Sx,18.00429406
SBSdk/02,Fd,15.98142869
SBSdw2/02,Pl,15
SBSdw2/03,Pl,15
SBSdk/02,Sx,13.904
SBSdw2/04,Pl,15
SBSdk/03,Sb,9
SBSdk/03,Sx,14.929
SBSdk/04,Fd,18.01888858
SBSdw2/05,Pl,21
SBSdk/04,Sx,15.50333352
SBSdk/05,At,17.84285709
SBSdk/05,Fd,19.91625023
SBSdw2/06,Pl,19.86545441
SBSdk/05,Sx,18.05384629
SBSdk/06,At,20.46142891
SBSdk/06,Fd,24.34285709
SBSdw2/07,Pl,18
SBSdk/06,Sx,20.37863645
SBSdw2/08,Pl,21
SBSdw2/09,Pl,21
SBSdk/07,Sx,20.0205387
SBSdw2/10,Pl,15
SBSdw2/11,Pl,9
SBSdk/08,Sx,24.45636368
SBSdw3/01,Pl,21.50230753
SBSdw3/02,Pl,15
SBSdk/09,Sb,9
SBSdw3/03,Pl,19.90888871
SBSdw3/04,Pl,18
SBSdk/10,Sb,9
SBSdk/10,Sx,13.62712508
SBSdw1/01,Fd,21
SBSdw3/05,Pl,19.17375016
SBSdw3/06,Pl,18
SBSdw1/01,Sx,21.02928584
SBSdw1/02,Fd,15
SBSdw3/07,Pl,20.95000024
SBSdw3/08,Pl,21
SBSdw1/03,Fd,15
SBSdw3/09,Pl,18
SBSdw3/10,Pl,15
SBSdw1/04,Bl,18.80142893
SBSdw1/04,Fd,19.85142871
SBSmc1/01,Pl,18
SBSmc1/02,Pl,15
SBSdw1/04,Sx,15
SBSdw1/05,Fd,20.73428563
SBSmc1/03,Pl,15
SBSdw1/05,Sx,18
SBSdw1/06,Fd,21
SBSmc1/04,Pl,18
SBSdw1/06,Sx,21
SBSdw1/07,Fd,21
SBSmc1/05,Pl,15
SBSdw1/07,Sx,20.22428594
SBSdw1/08,Fd,21
SBSmc1/06,Pl,21
SBSdw1/08,Sx,24
SBSmc1/07,Pl,21
SBSdw1/09,Sx,21
SBSdw2/01,At,17.01999998
SBSdw2/01,Fd,20.82083321
SBSmc1/08,Pl,15
SBSdw2/01,Sx,19.15299969
SBSdw2/02,Fd,15
SBSmc2/01,Pl,17.93085862
SBSmc2/02,Pl,16.18996423
SBSmc2/03,Pl,14.68571459
SBSmc2/04,Pl,17.2342859
SBSdw2/04,Fd,18.43571431
SBSmc2/05,Pl,19.1168846
SBSdw2/05,Fd,20.31285722
SBSmc2/06,Pl,19.87750034
SBSdw2/05,Sx,18
SBSdw2/06,Fd,19.14571408
SBSmc2/07,Pl,12
SBSdw2/06,Sx,19.85571453
SBSdw2/07,Sx,15
SBSdw2/08,Fd,18
SBSmc2/08,Pl,21
SBSdw2/08,Sx,18.86857142
SBSdw2/09,Fd,21
SBSdw2/09,Sx,21
SBSmc2/09,Pl,22.83727282
SBSdw2/10,Sx,20.21999999
SBSmc2/10,Pl,18.6829411
SBSdw2/11,Sx,9
SBSdw3/01,At,19.48333319
SBSdw3/01,Bl,20.42250013
SBSdw3/01,Ep,18.34249985
SBSdw3/01,Fd,20.01000007
SBSmc2/11,Pl,18
SBSdw3/01,Sx,18.81722228
SBSdw3/02,Fd,14.28888877
SBSmc2/12,Pl,12.1925
SBSdw3/03,Sx,16.26855575
SBSdw3/04,Fd,18.82000005
SBSmc3/01,Pl,19.49500008
SBSdw3/04,Sx,16.2533333
SBSmc3/02,Pl,14.99000032
SBSdw3/05,Sb,12
SBSdw3/05,Sx,12
SBSdw3/06,At,18.23999991
SBSdw3/06,Bl,15
SBSdw3/06,Sx,19.12111123
SBSdw3/07,At,22.94899988
SBSdw3/07,Bl,15
SBSmc3/03,Pl,15.6833334
SBSdw3/07,Sx,22.2272729
SBSdw3/08,At,24.21666675
SBSdw3/08,Bl,15
SBSdw3/08,Fd,21.07111126
SBSdw3/08,Sx,23.67111121
SBSmc3/04,Pl,18.33714281
SBSdw3/09,Sx,18
SBSdw3/10,Lt,15
SBSmc3/05,Pl,17.91125
SBSdw3/10,Sb,12
SBSdw3/10,Sx,12
SBSmc1/01,Bl,15
SBSmc1/01,Fd,18
SBSmc3/06,Pl,17.95285715
SBSmc1/01,Sx,18
SBSmc1/02,Bl,12
SBSmc1/02,Sx,12
SBSmc1/03,Fd,18
SBSmc3/07,Pl,19.31285722
SBSmc1/04,Bl,15
SBSmc1/04,Sx,15
SBSmc1/05,Bl,15
SBSmc3/08,Pl,18
SBSmc1/05,Sx,15
SBSmc1/06,Bl,18
SBSmc1/06,Fd,18
SBSmc1/06,Sx,21
SBSmc1/07,Bl,18
SBSmc1/07,Fd,21
SBSmh/03,Pl,21
SBSmc1/07,Sx,21
SBSmc1/08,Bl,18
SBSmc1/08,Sx,15
SBSmc2/01,Bl,15.38170974
SBSmk1/01,Pl,20.1078948
SBSmk1/02,Pl,18
SBSmc2/01,Sx,18.82604006
SBSmc2/02,Bl,13.83200006
SBSmk1/03,Pl,16.0670001
SBSmc2/02,Sx,14.13909101
SBSmc2/03,Bl,14.21749985
SBSmc2/03,Sb,9
SBSmc2/03,Sx,15.33444447
SBSmc2/04,Sx,18.97571414
SBSmc2/05,Bl,16.32818179
SBSmk1/04,Pl,20.83142853
SBSmk1/05,Pl,20.93071433
SBSmc2/05,Sx,21.29240001
SBSmc2/06,Bl,19.0717645
SBSmc2/06,Sx,19.33296163
SBSmc2/07,Bl,14.26285703
SBSmc2/07,Sb,9
SBSmc2/07,Sx,12
SBSmk1/06,Pl,17.63999993
SBSmc2/08,Sx,21
SBSmc2/09,Bl,18.99153834
SBSmc2/09,Sx,20.82999998
SBSmc2/10,Bl,15.44631582
SBSmc2/10,Sx,18.86735305
SBSmk1/07,Pl,22.56285722
SBSmc2/11,Sx,18
SBSmc2/12,Bl,9.131428582
SBSmc2/12,Sb,9
SBSmc2/12,Sx,11.20666663
SBSmc3/01,Bl,19.78000016
SBSmk1/08,Pl,21.64571435
SBSmc3/01,Sx,20.73500023
SBSmc3/02,Sx,12
SBSmc3/03,Sx,12
SBSmc3/04,Bl,12
SBSmc3/04,Sx,12
SBSmk1/09,Pl,21
SBSmc3/05,Sb,12
SBSmc3/05,Sx,12
SBSmc3/06,Sb,12
SBSmc3/06,Sx,12
SBSmc3/07,Bl,15
SBSmk1/10,Pl,15
SBSmc3/07,Sx,18.71571405
SBSmc3/08,Bl,15
SBSmc3/08,Sx,15
SBSmh/01,Ep,18.21857139
SBSmh/01,Fd,25.79571424
SBSmh/01,Sx,23.47500014
SBSmh/02,Fd,18
SBSmh/03,Fd,18
SBSmk2/01,Pl,21
SBSmh/03,Sx,15
SBSmh/04,Fd,18.16000012
SBSmh/04,Sx,15
SBSmh/05,Ep,17.11285714
SBSmh/05,Fd,21.34142876
SBSmh/05,Sx,18
SBSmh/06,Fd,21
SBSmh/06,Sx,21
SBSmh/07,Fd,24
SBSmh/07,Sx,24
SBSmh/08,Fd,24
SBSmh/08,Sx,24
SBSmh/09,Sx,21
SBSmk1/01,At,19.14399999
SBSmk1/01,Bl,15.66166655
SBSmk1/01,Fd,21.85999979
SBSmk2/02,Pl,18
SBSmk1/01,Sx,19.10135012
SBSmk1/02,Sx,15
SBSmk2/03,Pl,18
SBSmk1/03,Sx,13.75000014
SBSmk1/04,At,18.10571439
SBSmk1/04,Bl,15
SBSmk1/04,Fd,18
SBSmk2/04,Pl,18
SBSmk1/04,Sx,19.863857
SBSmk1/05,At,16.00999982
SBSmk1/05,Bl,18.13571467
SBSmk1/05,Fd,21.17571436
SBSmk2/05,Pl,21
SBSmk1/05,Sx,16.15750003
SBSmk1/06,At,19.90142822
SBSmk1/06,Sb,15
SBSmk1/06,Sx,15.47444428
SBSmk1/07,At,20.36857169
SBSmk1/07,Bl,18
SBSmk1/07,Fd,21
SBSmk2/06,Pl,21
SBSmk1/07,Sx,21.0079999
SBSmk1/08,Bl,19.23000022
SBSmk1/08,Sx,22.14125001
SBSmk1/09,Bl,15
SBSmm/01,Pl,21
SBSmk1/09,Sx,18.887143
SBSmm/02,Pl,15
SBSmk1/10,Sb,12
SBSmk1/10,Sx,12
SBSmk2/01,Bl,15
SBSmm/03,Pl,15
SBSmk2/01,Sx,18
SBSmk2/02,Sx,15
SBSmk2/03,Bl,12
SBSmm/04,Pl,18
SBSmk2/03,Sx,15
SBSmk2/04,Sb,15
SBSmk2/04,Sx,12
SBSmk2/05,Bl,18
SBSmm/05,Pl,18
SBSmk2/05,Sx,21
SBSmk2/06,Bl,18
SBSmk2/06,Sx,21
SBSmm/01,Bl,18
SBSmm/01,Fd,18
SBSmm/06,Pl,18
SBSmm/01,Sx,18
SBSmm/02,Bl,12
SBSmm/02,Fd,15
SBSmm/07,Pl,21
SBSmm/02,Sx,12
SBSmm/03,Bl,12
SBSmm/03,Fd,15
SBSmm/08,Pl,18
SBSmm/03,Sx,12
SBSmm/04,Bl,15
SBSmm/04,Fd,18
SBSmm/04,Sx,15
SBSmm/05,Bl,15
SBSmm/05,Fd,18
SBSmw/01,Pl,22.41933339
SBSmm/05,Sx,15
SBSmm/06,Bl,15
SBSmm/06,Fd,18
SBSmm/06,Sx,15
SBSmm/07,Bl,18
SBSmm/07,Cw,12
SBSmw/01,Pl,22.4
SBSmm/07,Sx,21
SBSmm/08,Bl,18
SBSmw/02,Pl,15
SBSmm/08,Sx,18
SBSmw/01,Bl,15
SBSmw/01,Fd,22.5633333
SBSmw/01,Fd,22.6
SBSmw/03,Pl,17.1
SBSmw/03,Pl,17.05999982
SBSmw/04,Pl,20.04285676
SBSmw/01,Sx,20
SBSmw/01,Sx,19.96
SBSmw/02,Fd,15
SBSmw/04,Pl,20
SBSmw/05,Pl,18.51444456
SBSmw/02,Sx,15
SBSmw/03,Fd,18
SBSmw/05,Pl,18.5
SBSmw/06,Pl,22.22714261
SBSmw/03,Sx,16.7
SBSmw/03,Sx,16.65714278
SBSmw/04,Bl,16.79571438
SBSmw/04,Bl,16.8
SBSmw/04,Fd,20.30285726
SBSmw/04,Fd,20.3
SBSmw/06,Pl,22.2
SBSmw/07,Pl,22.7
SBSmw/04,Sx,18.9
SBSmw/04,Sx,18.85142885
SBSmw/07,Pl,22.6849997
SBSmw/05,Sx,19.7
SBSmw/05,Sx,19.6650002
SBSmw/06,Bl,15
SBSmw/06,Fd,21
SBSmw/08,Pl,24
SBSmw/09,Pl,18
SBSmw/06,Sx,22
SBSmw/06,Sx,21.96428544
SBSmw/07,Bl,15
SBSmw/10,Pl,9
SBSmw/11,Pl,21.57714299
SBSmw/07,Sx,23.7
SBSmw/07,Sx,23.67875004
SBSmw/08,Bl,18
SBSmw/08,Bl,20.7
SBSmw/08,Fd,21
SBSmw/11,Pl,21
SBSmw/08,Sx,22.60471426
SBSmw/08,Sx,22.6
SBSmw/09,Bl,15
SBSmw/12,Pl,9
SBSvk/01,Pl,21
SBSvk/02,Pl,18
SBSmw/09,Sx,20.82625008
SBSmw/09,Sx,20.8
SBSmw/10,Sx,9
SBSmw/11,Bl,15
SBSvk/03,Pl,18
SBSmw/11,Sx,22.9857145
SBSmw/11,Sx,21
SBSvk/04,Pl,21
SBSmw/12,Sx,12
SBSmw/13,Bl,18
SBSmw/13,Sx,21
SBSvk/01,Bl,21.00000027
SBSvk/01,Fd,18
SBSvk/05,Pl,21
SBSvk/01,Sx,19.69749987
SBSvk/02,Bl,12
SBSvk/06,Pl,18
SBSvk/02,Sx,15
SBSvk/03,Bl,12
SBSvk/03,Fd,15
SBSvk/03,Sx,15
SBSvk/04,Bl,15
SBSvk/04,Fd,18
SBSvk/07,Pl,18
SBSvk/04,Sx,21.0685715
SBSvk/05,Bl,20.19999995
SBSvk/05,Sx,18.89714282
SBSvk/06,Bl,18
SBSvk/08,Pl,12
SBSvk/06,Sx,18
SBSvk/07,Bl,15
SBSvk/07,Sx,18
SBSvk/08,Sb,9
SBSvk/08,Sx,12
SBSwk1/01,At,21.75857135
SBSwk1/01,Bl,23.59857123
SBSwk1/01,Fd,25.32571384
SBSwk1/01,Pl,22.64285742
SBSwk1/01,Sx,21.06357159
SBSwk1/02,Bl,12
SBSwk1/02,Fd,15
SBSwk1/02,Sx,12
SBSwk1/03,Bl,12
SBSwk1/03,Fd,15
SBSwk1/02,Pl,18.58285713
SBSwk1/03,Sx,18.3671424
SBSwk1/04,Bl,15
SBSwk1/04,Fd,21.03999983
SBSwk1/04,Sx,18.94285692
SBSwk1/05,At,22.26142829
SBSwk1/05,Bl,19.68857138
SBSwk1/05,Ep,17.24571419
SBSwk1/05,Fd,22.80142839
SBSwk1/03,Pl,20.39714241
SBSwk1/05,Sx,22.16624999
SBSwk1/06,At,22.39142827
SBSwk1/06,Bl,15
SBSwk1/04,Pl,18
SBSwk1/06,Sx,20.63777796
SBSwk1/07,Bl,18
SBSwk1/05,Pl,20.47375011
SBSwk1/07,Sx,21.91714314
SBSwk1/08,Bl,18
SBSwk1/08,Ep,20.72999995
SBSwk1/06,Pl,21
SBSwk1/08,Sx,18
SBSwk1/09,Bl,18
SBSwk1/07,Pl,21
SBSwk1/09,Sx,19.91571426
SBSwk1/10,Bl,18
SBSwk1/08,Pl,21
SBSwk1/10,Sx,21.87428556
SBSwk1/09,Pl,21
SBSwk1/10,Pl,21
SBSwk1/11,Sb,12
SBSwk1/11,Sx,12
SBSwk2/01,Bl,15
SBSwk1/11,Pl,12
SBSwk2/01,Sx,21.83666674
SBSwk2/02,Bl,12
SBSwk2/01,Pl,21
SBSwk2/02,Sx,15
SBSwk2/03,Bl,12
SBSwk2/02,Pl,15
SBSwk2/03,Sx,18
SBSwk2/03,Pl,18
SBSwk2/04,Sb,15
SBSwk2/04,Sx,15
SBSwk2/05,Bl,18
SBSwk2/04,Pl,18
SBSwk2/05,Sx,21
SBSwk2/06,Bl,18
SBSwk2/05,Pl,21
SBSwk2/06,Sx,24
SBSwk3/01,Bl,15.7420001
SBSwk2/06,Pl,21
SBSwk3/01,Sx,16.79714298
SBSwk3/02,Bl,16.18999999
SBSwk3/01,Pl,20.58666682
SBSwk3/02,Sx,13.40428557
SBSwk3/03,Fd,18.80285699
SBSwk3/02,Pl,17.11142867
SBSwk3/03,Sx,18.84375012
SBSwk3/04,Bl,18.41571426
SBSwk3/03,Pl,19.89000022
SBSwk3/04,Sx,18.95571409
SBSwk3/04,Pl,20.13428593
SBSwk3/05,Sb,11.1942858
SBSwk3/05,Sx,12.34142862
SBSwk3/06,Bl,16.79454569
SBSwk3/05,Pl,15.69714274
SBSwk3/06,Sx,19.57300005
SBSwk3/07,Bl,18.01100025
SBSwk3/06,Pl,19.14899998
SBSwk3/07,Sx,22.15599995
SBSwk3/08,Bl,18.02999973
SBSwk3/07,Pl,21
SBSwk3/08,Pl,18.02799997
SBSwk3/08,Sx,16.66200018
