SS_NoSpace,TreeSpp,MeanPlotSiteIndex
SBSdw1/05,Fd,20.73428563
SBSdw1/05,Fd,20.73428563
SBSmc3/01,Sx,20.73500023
CWHws1/02,Pl,20.74499989
ICHmm/01,Hw,20.75571428
ICHmc2/01,Sx,20.75638885
IDFdm2/04,Fd,20.79775023
SBSmw/09,Sx,20.8
ICHmk3/01,Sx,20.8058335
ICHmc1/04,Pl,20.81571415
SBSdw2/01,Fd,20.82083321
SBSdw2/01,Fd,20.82083321
SBSmw/09,Sx,20.82625008
SBSmw/09,Sx,20.82625008
SBSmc2/09,Sx,20.82999998
SBSmc2/09,Sx,20.82999998
SBSmk1/04,Pl,20.83142853
ESSFwk2/04,Bl,20.832857
ICHmk1/01,Sx,20.85066655
ICHmk1/01,Sx,20.85066655
MSdm2/05,Pl,20.85333303
ICHmc2/05,Cw,20.90714346
ICHmc1/04,Bl,20.92000008
ICHwk2/06,Bl,20.92124987
SBSmk1/05,Pl,20.93071433
CWHvm1/14,Hw,20.95
CWHvm1/14,Hw,20.95
SBSdw3/07,Pl,20.95000024
IDFmw1/01,Lw,20.95833348
SBSvk/01,Bl,21.00000027
SBSmk1/07,Sx,21.0079999
SBSdw1/07,Pl,21.01142883
SBSdw1/07,Pl,21.01142883
SBSdw1/01,Sx,21.02928584
SBSdw1/01,Sx,21.02928584
SBSwk1/04,Fd,21.03999983
SBSwk1/04,Fd,21.03999983
ICHmw2/102,Lw,21.05562484
ICHmw2/103,Lw,21.05562484
SBSwk1/01,Sx,21.06357159
SBSwk1/01,Sx,21.06357159
SBSvk/04,Sx,21.0685715
SBSdw3/08,Fd,21.07111126
IDFdk3/08,Sx,21.1542857
IDFdk3/08,Sx,21.1542857
SBSmk1/05,Fd,21.17571436
ICHmw2/02,Pl,21.20727262
ICHmw2/03,Pl,21.20727262
MSdk1/05,Lw,21.20999963
ICHmc1/04,Hw,21.27428573
SBSmc2/05,Sx,21.29240001
SBSmc2/05,Sx,21.29240001
IDFdk2/05,Fd,21.29285731
ICHwk2/01,Bl,21.29857172
SBSmh/05,Fd,21.34142876
SBSmh/05,Fd,21.34142876
ICHmc2/04,Bl,21.36142867
ICHmc1/01,Pl,21.36466638
ICHmc1/01,Hw,21.37285723
CWHwm/01,Ss,21.3880002
MSdm2/05,Sx,21.3883334
CWHwh1/01,Cw,21.44266675
MSdk/01,Pl,21.45679979
ICHmc2/03,Bl,21.48857171
SBSdw3/01,Pl,21.50230753
CWHws1/07,Cw,21.50428581
CWHws1/05,Cw,21.5414287
ICHwk2/04,Fd,21.56699982
SBSmw/11,Pl,21.57714299
ICHmc1/03,Pl,21.61642838
ICHmc2/52,Pl,21.63200035
SBPSmk/01,Sx,21.63749981
ICHmk3/05,Sx,21.63875008
SBSmk1/08,Pl,21.64571435
IDFdm2/04,Pl,21.67571422
CWHws2/01,Ba,21.71857139
CWHws2/01,Ba,21.71857139
ESSFwk1/05,Bl,21.74500012
ESSFwk1/05,Bl,21.74500012
ICHwk4/04,Sx,21.74571419
ICHwk4/04,Sx,21.74571419
ICHmk1/05,Sx,21.75277816
ICHmk1/05,Sx,21.75277816
SBSwk1/01,At,21.75857135
SBSwk1/01,At,21.75857135
SBSdw1/01,Pl,21.79000007
SBSdw1/01,Pl,21.79000007
SBSwk2/01,Sx,21.83666674
SBSmk1/01,Fd,21.85999979
SBSwk1/10,Sx,21.87428556
IDFdk3/08,Fd,21.88571412
IDFdk3/08,Fd,21.88571412
ICHmm/03,Fd,21.89374948
SBSdh/01,Fd,21.9
SBSdk/06,Pl,21.90557153
SBSdk/06,Pl,21.90557153
SBSwk1/07,Sx,21.91714314
SBSwk1/07,Sx,21.91714314
ICHwk3/04,Fd,21.92285688
SBSmw/06,Sx,21.96428544
SBSmw/06,Sx,21.96428544
ICHmm/03,Pl,22.01700001
ICHwk3/01,Sx,22.03166668
CWHvh2/07,Cw,22.04666636
CWHvh2/07,Cw,22.04666636
ICHmc1/03,Hw,22.06714249
CWHvm1/08,Cw,22.11500013
CWHvm1/08,Cw,22.11500013
SBSmk1/08,Sx,22.14125001
SBSwk3/07,Sx,22.15599995
SBSwk3/07,Sx,22.15599995
SBSwk1/05,Sx,22.16624999
SBSwk1/05,Sx,22.16624999
SBSmw/06,Pl,22.2
SBSmw/06,Pl,22.22714261
SBSmw/06,Pl,22.22714261
SBSdw3/07,Sx,22.2272729
SBSwk1/05,At,22.26142829
SBSwk1/05,At,22.26142829
ICHmw2/103,Lw,22.29499969
ICHmw2/110,Lw,22.29499969
MSdk/05,Sx,22.37300001
ICHmk1/04,Sx,22.37571444
ICHmk1/04,Sx,22.37571444
SBSwk1/06,At,22.39142827
SBSwk1/06,At,22.39142827
SBSmw/01,Pl,22.4
ICHmw2/02,Fd,22.40000018
ICHmw2/03,Fd,22.40000018
SBSmw/01,Pl,22.41933339
SBSmw/01,Pl,22.41933339
ICHdk/01,Sx,22.42363618
SBSdw1/04,Pl,22.49499989
SBSdw1/04,Pl,22.49499989
ICHwk2/01,Pl,22.49857112
CWHvm1/04,Cw,22.51229992
CWHvm1/04,Cw,22.51229992
ICHmk1/04,Fd,22.53999986
ICHmk1/04,Fd,22.53999986
ICHmc1/01,Sx,22.55111112
SBSmk1/07,Pl,22.56285722
SBSmw/01,Fd,22.5633333
SBSmw/01,Fd,22.5633333
IDFmw1/01,Pl,22.58294117
SBSmw/01,Fd,22.6
SBSmw/08,Sx,22.6
SBSmw/08,Sx,22.60471426
SBSmw/08,Sx,22.60471426
CWHvm1/01,Cw,22.60567645
CWHvm1/01,Cw,22.60567645
SBSwk1/01,Pl,22.64285742
SBSwk1/01,Pl,22.64285742
MSdk/04,Sx,22.67714282
SBSmw/07,Pl,22.6849997
SBSmw/07,Pl,22.6849997
SBSmw/07,Pl,22.7
ICHwk2/01,Sx,22.71272711
ICHmc2/05,Bl,22.72571455
ICHvk2/01,Sx,22.77999987
SBSwk1/05,Fd,22.80142839
SBSwk1/05,Fd,22.80142839
ICHmm/01,Sx,22.8107693
IDFmw1/01,Fd,22.82576917
SBSmc2/09,Pl,22.83727282
SBSmc2/09,Pl,22.83727282
CWHvh2/04,Cw,22.84099989
CWHvh2/04,Cw,22.84099989
CWHwh1/01,Hw,22.85272737
ICHmm/01,Fd,22.86266658
CWHws1/01,Hw,22.86878586
ICHwk2/06,Sx,22.8974998
ICHdk/01,Pl,22.89999986
ICHmk3/01,Fd,22.92583338
SBSdw3/07,At,22.94899988
SBSmw/11,Sx,22.9857145
ICHdk/04,Pl,23.01142829
ICHwk4/06,Pl,23.02000019
ICHwk4/06,Pl,23.02000019
ICHmk1/05,At,23.04249978
ICHmk1/05,At,23.04249978
IDFmw2/01,Fd,23.11428561
ICHmc1/03,Sx,23.16041668
ICHmk3/06,Bl,23.17285701
ICHwk2/04,Pl,23.17428589
CWHvm1/06,Cw,23.28588899
CWHvm1/06,Cw,23.28588899
CWHws1/06,Cw,23.34333335
SBSmh/01,Sx,23.47500014
SBSmh/01,Sx,23.47500014
ICHwk3/01,Fd,23.48700008
ICHdk/01,Fd,23.5733331
SBSwk1/01,Bl,23.59857123
SBSwk1/01,Bl,23.59857123
ICHmm/01,Pl,23.60428565
CWHws2/04,Ba,23.6114284
CWHws2/04,Ba,23.6114284
ICHmc2/03,Sx,23.6274999
ICHmk3/01,Pl,23.65714291
SBSdw3/08,Sx,23.67111121
SBSmw/07,Sx,23.67875004
SBSmw/07,Sx,23.67875004
SBSmw/07,Sx,23.7
ICHwk4/05,Pl,23.70500016
ICHwk4/05,Pl,23.70500016
ICHmk1/01,Lw,23.72857148
ICHmk1/01,Lw,23.72857148
ICHmk3/04,Fd,23.75142833
ICHmc2/04,Hw,23.76285689
SBSdk/08,Pl,23.76600037
SBSdk/08,Pl,23.76600037
ICHmc2/04,Sx,23.8599999
ICHdk/04,Fd,23.87142863
CWHwh1/02,Hw,23.93857166
ICHwk4/01,Pl,23.95142828
ICHwk4/01,Pl,23.95142828
CWHws2/06,Ba,23.97857148
CWHws2/06,Ba,23.97857148
CWHvm1/05,Cw,23.99162495
CWHvm1/05,Cw,23.99162495
CWHws1/01,Sx,24.00999997
ICHwk4/04,Pl,24.01999964
ICHwk4/04,Pl,24.01999964
ICHmc2/05,Hw,24.04857145
ICHvk2/01,Fd,24.08714294
ICHwk2/07,Sx,24.13714273
CWHws1/04,Cw,24.14857129
CWHvh2/06,Cw,24.16000042
CWHvh2/06,Cw,24.16000042
ICHmc2/03,Pl,24.17857143
SBSdw3/08,At,24.21666675
ICHmw2/01,Fd,24.29636366
ICHmw2/01,Fd,24.29636366
ICHwk2/01,Fd,24.30615396
ICHmc2/06,Sx,24.31142862
ICHwk4/05,Sx,24.32428578
ICHwk4/05,Sx,24.32428578
SBSdk/06,Fd,24.34285709
SBSdk/06,Fd,24.34285709
ICHmc1/04,Sx,24.43000003
ICHmk1/05,Lw,24.44375038
ICHmk1/05,Lw,24.44375038
SBSdk/08,Sx,24.45636368
SBSdk/08,Sx,24.45636368
ICHdw/01b,Pl,24.5
ICHwk4/07,Pl,24.56857136
ICHwk4/07,Pl,24.56857136
CWHvh2/07,Hw,24.69555548
CWHvh2/07,Hw,24.69555548
ICHwk1/04,Fd,24.73428535
ICHwk1/04,Fd,24.73428535
ICHwk1/04,Fd,24.73428535
ICHmk1/05,Pl,24.74749994
ICHmk1/05,Pl,24.74749994
ICHwk4/06,Sx,24.95125008
ICHwk4/06,Sx,24.95125008
ICHmk1/05,Fd,24.95874977
ICHmk1/05,Fd,24.95874977
ICHmk3/06,Sx,24.96571432
CWHws1/05,Hw,25.00857108
ESSFwk1/05,Se,25.05099983
ESSFwk1/05,Se,25.05099983
ICHvc/01,Sx,25.10714286
CWHws1/01,Ba,25.16430737
CWHvm1/06,Hw,25.18514981
CWHvm1/06,Hw,25.18514981
ICHdk/05,Pl,25.3228569
SBSwk1/01,Fd,25.32571384
SBSwk1/01,Fd,25.32571384
ICHdw/01b,Fd,25.5
ICHwk4/01,Sx,25.6187501
ICHwk4/01,Sx,25.6187501
ICHwk4/01,Fd,25.63428606
ICHwk4/01,Fd,25.63428606
ICHmc2/05,Sx,25.64857129
CWHvm2/01,Ba,25.67874956
CWHvm2/01,Ba,25.67874956
ICHdk/05,Sx,25.70125031
CWHws1/05,Ba,25.725714
ICHwk4/05,Fd,25.7814282
ICHwk4/05,Fd,25.7814282
SBSmh/01,Fd,25.79571424
SBSmh/01,Fd,25.79571424
ICHwk2/07,Fd,25.85285677
CWHws1/06,Hw,25.8995455
CWHvm1/14,Ss,25.97249937
CWHvm1/14,Ss,25.97249937
ICHdk/05,Fd,25.98714311
CWHws1/04,Hw,26.15363641
CWHvm1/04,Hw,26.24957166
CWHvm1/04,Hw,26.24957166
ESSFwk1/04,Se,26.27111117
ESSFwk1/04,Se,26.27111117
CWHvm1/08,Hw,26.32687497
CWHvm1/08,Hw,26.32687497
CWHws1/04,Sx,26.34000015
CWHds1/07,Dr,26.38875008
ICHwk4/07,Sx,26.43875003
ICHwk4/07,Sx,26.43875003
CWHws1/07,Sx,26.77571433
CWHwh1/03,Hw,26.92250037
ICHmw2/101,Lw,26.92571449
ICHmw2/101,Lw,26.92571449
CWHvh2/04,Hw,26.95000023
CWHvh2/04,Hw,26.95000023
CWHvh2/04,Ba,27.34090898
CWHvh2/04,Ba,27.34090898
CWHdm/01,Cw,27.58333344
CWHvm1/01,Hw,27.65612757
CWHvm1/01,Hw,27.65612757
CWHws1/04,Ba,27.67799988
CWHws1/06,Sx,27.8242501
CWHwh1/02,Ss,27.85000003
CWHws1/06,Ba,27.96670017
CWHvh2/06,Hw,28.19277753
CWHvh2/06,Hw,28.19277753
CWHwh1/06,Ss,28.51363633
CWHvm1/05,Hw,28.55975008
CWHvm1/05,Hw,28.55975008
CWHvm1/01,Ba,29.06490736
CWHvm1/01,Ba,29.06490736
CWHvm1/06,Ba,29.09142876
CWHvm1/06,Ba,29.09142876
CWHwh1/01,Ss,29.18027772
CDFmm/01,Fd,29.6608336
CWHwh1/03,Ss,29.70838701
CWHwm/03,Ss,30.26285771
CWHdm/01,Hw,30.33846136
CWHvh2/07,Ss,30.44944424
CWHvh2/07,Ss,30.44944424
CWHdm/07,Cw,30.76363616
CWHvm1/01,Ss,30.77448659
CWHvm1/01,Ss,30.77448659
CWHvm1/05,Ba,30.87600002
CWHvm1/05,Ba,30.87600002
CWHvh2/06,Ba,31.00133349
CWHvh2/06,Ba,31.00133349
CWHvm1/08,Ss,31.36703406
CWHvm1/08,Ss,31.36703406
CWHvh2/04,Ss,31.55558147
CWHvh2/04,Ss,31.55558147
CWHwh1/10,Ss,31.5787499
CWHvm1/03,Fd,32.20111105
CWHvm1/07,Hw,32.64461532
CWHvm1/07,Hw,32.64461532
CWHvm1/05,Ss,32.66226679
CWHvm1/05,Ss,32.66226679
CWHvh2/06,Ss,32.87074033
CWHvh2/06,Ss,32.87074033
CWHds1/01,Fd,33.79375029
CWHdm/07,Hw,33.86272777
CWHxm/01,Fd,34.06156869
CWHdm/01,Fd,34.06666676
CWHwh1/05,Ss,35.35093743
CWHvm1/01,Fd,35.78333325
CWHvm1/01,Fd,35.78333325
CWHdm/05,Fd,39.75636361
CWHdm/07,Fd,40.96444405
ICHdw1/101,Lw,
ICHdw/01,Fd,
ICHdw/01,Pl,
