"PlotNumber","SubPlot","MeasurementID","TreeNum","TreeSpp","DBH","DBHClass","TotalHtCalc","HeightClass","CountAge","CountHT","TotalAge","AgeNote","TreeHealth","TreeOrigin","Conks","BlindConks","Scars","ForkOrCrook","FrostCrack","Mistletoe","RottenBranch","DeadOrBrokenTop","DamageType","DamageSeverity","CrownClass","Ht2LiveCrown","Appearance","CrownCondition","BarkRetention","WoodCondition","LichenLoading","MossLoading","WildLifeUse","TreeNotes","LiveDead","CuVolume","SPH","BasalArea","SiteIndexID","SiteIndex"
"SBC3024","1",0,11,"Ba",,,13.90000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,12,"Hw",,,12.60000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,1,"Hw",,,11.80000,,31,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,22,"Hw",,,11.90000,,34,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,13,"Ba",,,12.30000,,32,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,14,"Hw",,,11.40000,,30,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,15,"Ba",,,12.10000,,35,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,16,"Hw",,,21.60000,,32,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,17,"Ba",,,10.10000,,33,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,18,"Hw",,,12.10000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,19,"Ba",,,11.10000,,30,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,20,"Hw",,,12.60000,,31,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,21,"Ba",,,11.10000,,28,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3024","1",0,9,"Hw",,,11.70000,,28,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,15,"Ba",,,16.70000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,13,"Hw",,,17.10000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,14,"Ss",,,18.80000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,16,"Ba",,,14.10000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,18,"Hw",,,15.80000,,32,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,17,"Ss",,,18.30000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,19,"Ba",,,18.30000,,28,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,10,"Ss",,,17.20000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,20,"Ss",,,14.80000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,4,"Ss",,,16.20000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,21,"Hw",,,20.30000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,11,"Hw",,,17.30000,,25,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,12,"Ba",,,17.50000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,7,"Ss",,,19.60000,,25,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,8,"Ba",,,19.90000,,28,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,22,"Ss",,,18.70000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,5,"Hw",,,19.30000,,34,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,6,"Ba",,,16.00000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,2,"Ss",,,13.30000,,21,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,3,"Hw",,,15.40000,,37,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,1,"Ba",,,16.80000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3025","1",0,9,"Hw",,,15.40000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,19,"Hw",,,16.20000,,21,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,2,"Cw",,,14.40000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,18,"Ss",,,16.30000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,17,"Ss",,,16.30000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,16,"Hw",,,16.10000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,13,"Ss",,,17.30000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,14,"Hw",,,18.00000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,15,"Cw",,,15.70000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,11,"Ss",,,13.80000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,20,"Ss",,,15.30000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,10,"Cw",,,16.50000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,7,"Ss",,,19.20000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,8,"Hw",,,16.90000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,4,"Ss",,,17.80000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,6,"Hw",,,16.70000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,5,"Cw",,,13.30000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,1,"Ss",,,13.90000,,16,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,3,"Hw",,,18.60000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,21,"Hw",,,18.40000,,25,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,12,"Hw",,,16.10000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3026","1",0,9,"Cw",,,11.40000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,13,"Ba",,,12.90000,,28,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,11,"Hw",,,18.20000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,20,"Hw",,,18.70000,,25,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,19,"Hw",,,19.40000,,25,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,18,"Hw",,,22.40000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,17,"Ba",,,21.30000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,16,"Hw",,,20.40000,,30,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,14,"Hw",,,17.10000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,9,"Ss",,,16.10000,,28,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,5,"Cw",,,15.90000,,31,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,12,"Cw",,,14.10000,,28,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,10,"Ba",,,20.50000,,30,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,15,"Ba",,,19.70000,,31,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,8,"Hw",,,15.00000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,1,"Ba",,,14.40000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,6,"Ba",,,19.30000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,2,"Ss",,,12.30000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,3,"Hw",,,19.60000,,31,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,4,"Cw",,,13.60000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3027","1",0,7,"Ss",,,17.90000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,13,"Cw",,,22.40000,,57,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,14,"Hw",,,19.80000,,71,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,11,"Cw",,,16.50000,,73,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,18,"Cw",,,18.50000,,37,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,16,"Yc",,,18.20000,,71,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,17,"Cw",,,16.00000,,60,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,7,"Yc",,,16.70000,,60,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,12,"Hw",,,17.40000,,71,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,9,"Cw",,,17.20000,,67,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,4,"Yc",,,18.40000,,69,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,5,"Hw",,,22.50000,,66,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,6,"Cw",,,16.90000,,75,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,10,"Yc",,,16.20000,,46,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,2,"Yc",,,13.30000,,59,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,3,"Hw",,,18.70000,,71,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,1,"Cw",,,20.60000,,75,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,15,"Yc",,,14.70000,,59,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3028","1",0,8,"Hw",,,22.20000,,79,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,11,"Ss",,,9.900000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,20,"Ss",,,9.200000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,18,"Cw",,,7.300000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,17,"Ba",,,7.800000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,16,"Ss",,,10.80000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,15,"Hm",,,7.500000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,22,"Hm",,,10.10000,,34,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,14,"Ba",,,8.200000,,21,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,25,"Ss",,,10.80000,,21,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,12,"Hm",,,8.500000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,21,"Ss",,,7.600000,,25,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,24,"Hm",,,7.800000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,10,"Ba",,,8.900000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,5,"Ss",,,8.000000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,6,"Hm",,,8.400000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,1,"Ss",,,8.400000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,2,"Hm",,,9.300000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,3,"Cw",,,9.200000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3029","1",0,23,"Ss",,,7.700000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,8,"Hw",,,22.80000,,59,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,17,"Hw",,,24.00000,,59,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,19,"Ss",,,28.40000,,58,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,15,"Ss",,,29.90000,,55,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,14,"Ba",,,27.50000,,52,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,11,"Ss",,,21.70000,,46,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,12,"Hw",,,23.20000,,49,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,13,"Hw",,,20.90000,,55,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,7,"Ss",,,30.50000,,48,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,1,"Ba",,,27.00000,,52,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,9,"Ba",,,22.80000,,66,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,4,"Ss",,,23.90000,,57,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,6,"Hw",,,23.80000,,73,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,5,"Ba",,,30.20000,,59,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,3,"Ss",,,26.80000,,62,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,2,"Hw",,,29.10000,,51,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,10,"Ba",,,30.80000,,63,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,20,"Hw",,,26.20000,,55,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,16,"Ss",,,25.10000,,63,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3030","1",0,18,"Hw",,,21.90000,,51,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,10,"Ss",,,15.20000,,32,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,19,"Dr",,,22.80000,,32,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,9,"Dr",,,22.90000,,33,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,1,"Dr",,,18.20000,,33,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,7,"Ss",,,21.20000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,8,"Dr",,,21.80000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,6,"Ss",,,16.90000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,5,"Dr",,,22.00000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,4,"Ss",,,16.50000,,32,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,3,"Dr",,,23.20000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,15,"Dr",,,22.10000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,2,"Ss",,,17.80000,,28,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,17,"Ss",,,13.50000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,18,"Dr",,,22.30000,,30,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,16,"Ss",,,18.20000,,35,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,13,"Ss",,,17.10000,,32,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,12,"Dr",,,26.60000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,14,"Dr",,,23.80000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3031","1",0,11,"Ss",,,19.00000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,3,"Dr",,,20.20000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,20,"Ss",,,14.40000,,21,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,17,"Ss",,,11.70000,,17,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,16,"Hw",,,18.20000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,9,"Dr",,,21.20000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,18,"Dr",,,19.50000,,21,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,2,"Ss",,,18.10000,,45,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,1,"Hw",,,16.80000,,25,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,5,"Hw",,,19.50000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,7,"Hw",,,20.80000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,8,"Ss",,,15.50000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,11,"Hw",,,15.30000,,43,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,12,"Ss",,,20.10000,,58,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,14,"Ss",,,13.40000,,16,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,15,"Hw",,,16.20000,,31,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,6,"Dr",,,23.10000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3032","1",0,4,"Ss",,,17.50000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,19,"Ba",,,14.80000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,17,"Ba",,,16.00000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,3,"Ba",,,17.00000,,25,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,1,"Cw",,,10.70000,,21,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,2,"Hw",,,13.50000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,4,"Ss",,,12.70000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,5,"Ba",,,14.70000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,6,"Hw",,,12.90000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,7,"Ba",,,15.40000,,25,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,8,"Hw",,,14.50000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,10,"Ba",,,14.50000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,9,"Hw",,,13.10000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,12,"Ba",,,13.40000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,11,"Hw",,,15.40000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,13,"Ba",,,15.30000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,14,"Hw",,,17.00000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,15,"Hw",,,13.90000,,21,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,18,"Ba",,,14.20000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3033","1",0,16,"Ba",,,17.30000,,28,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,12,"Hw",,,12.80000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,15,"Hw",,,9.700000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,13,"Ba",,,11.20000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,19,"Hw",,,12.20000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,18,"Hw",,,10.60000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,16,"Cw",,,8.300000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,14,"Cw",,,7.700000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,11,"Cw",,,9.800000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,3,"Ba",,,9.900000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,2,"Hw",,,10.50000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,8,"Ba",,,10.30000,,23,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,7,"Hw",,,8.600000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,6,"Cw",,,9.800000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,5,"Ba",,,10.20000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,1,"Ss",,,8.700000,,19,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3034","1",0,4,"Cw",,,8.900000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,10,"Ss",,,17.70000,,80,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,14,"Cw",,,29.50000,,80,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,13,"Hw",,,27.80000,,78,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,15,"Ss",,,21.20000,,72,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,16,"Cw",,,16.90000,,78,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,17,"Ss",,,36.10000,,93,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,21,"Hw",,,33.30000,,97,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,12,"Hw",,,22.20000,,97,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,18,"Hw",,,32.50000,,70,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,19,"Ss",,,34.30000,,88,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,6,"Cw",,,17.70000,,74,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SBC3035","1",0,20,"Hw",,,30.90000,,85,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
