"PlotNumber","SubPlot","MeasurementID","TreeNum","TreeSpp","DBH","DBHClass","TotalHtCalc","HeightClass","CountAge","CountHT","TotalAge","AgeNote","TreeHealth","TreeOrigin","Conks","BlindConks","Scars","ForkOrCrook","FrostCrack","Mistletoe","RottenBranch","DeadOrBrokenTop","DamageType","DamageSeverity","CrownClass","Ht2LiveCrown","Appearance","CrownCondition","BarkRetention","WoodCondition","LichenLoading","MossLoading","WildLifeUse","TreeNotes","LiveDead","CuVolume","SPH","BasalArea","SiteIndexID","SiteIndex"
"KN02926","1",0,3,"Lw",25.40000,30.00000,20.20000,,54,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02927","1",0,1,"Bl",24.50000,30.00000,20.20000,,46,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02927","1",0,2,"Sx",28.40000,30.00000,18.90000,,47,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02927","1",0,3,"Pl",24.90000,30.00000,19.90000,,56,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02928","1",0,1,"Pl",20.50000,15.00000,24.80000,,56,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02928","1",0,2,"Lw",18.60000,15.00000,20.90000,,54,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02928","1",0,3,"Bl",25.20000,30.00000,22.70000,,51,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02929","1",0,1,"Pw",31.90000,30.00000,27.10000,,92,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02929","1",0,2,"Sx",35.70000,30.00000,24.75000,,106,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02929","1",0,3,"Hw",26.10000,30.00000,24.10000,,103,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02929","1",0,4,"Lw",28.10000,30.00000,29.30000,,100,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02930","1",0,1,"Pl",7.900000,15.00000,5.050000,,14,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02931","1",0,1,"Pl",19.30000,15.00000,19.90000,,75,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02931","1",0,2,"Lw",21.00000,15.00000,20.30000,,74,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02931","1",0,3,"Fd",22.10000,15.00000,19.00000,,65,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02932","1",0,1,"Sx",23.40000,30.00000,18.60000,,45,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02932","1",0,2,"Fd",28.30000,30.00000,20.20000,,58,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02932","1",0,3,"Lw",23.50000,30.00000,21.80000,,60,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02932","1",0,4,"Bl",25.10000,30.00000,19.80000,,52,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02933","1",0,1,"Cw",29.70000,30.00000,19.80000,,49,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02933","1",0,2,"Hw",28.40000,30.00000,22.95000,,50,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02934","1",0,1,"Pl",24.00000,30.00000,21.70000,,68,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02934","1",0,2,"Lw",29.40000,30.00000,26.10000,,69,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02935","1",0,1,"Pw",52.10000,45.00000,30.90000,,61,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02936","1",0,1,"Lw",29.70000,30.00000,26.70000,,69,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02936","1",0,2,"Pl",29.00000,30.00000,24.60000,,68,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02937","1",0,1,"Sx",36.50000,30.00000,32.10000,,85,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02937","1",0,2,"Bl",33.90000,30.00000,31.50000,,89,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02937","1",0,3,"Fd",32.40000,30.00000,28.30000,,76,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02938","1",0,1,"Bl",25.80000,30.00000,27.60000,,93,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02939","1",0,1,"Fd",24.80000,30.00000,18.60000,,69,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02939","1",0,2,"Lw",27.10000,30.00000,21.50000,,72,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02939","1",0,3,"Pl",22.50000,15.00000,18.00000,,82,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02940","1",0,1,"Fd",15.20000,15.00000,10.30000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02940","1",0,2,"Pl",14.00000,15.00000,9.900000,,17,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02940","1",0,3,"Lw",15.10000,15.00000,12.00000,,19,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02941","1",0,1,"Cw",26.60000,30.00000,14.00000,,42,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02941","1",0,2,"Hw",21.70000,15.00000,12.70000,,28,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02941","1",0,3,"Fd",12.20000,15.00000,10.70000,,20,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02941","1",0,4,"Bl",17.40000,15.00000,9.300000,,30,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02942","1",0,1,"Sx",24.80000,30.00000,12.30000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02942","1",0,2,"Hw",18.40000,15.00000,12.20000,,25,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02942","1",0,3,"Bl",12.10000,15.00000,9.700000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02943","1",0,1,"Cw",21.40000,15.00000,17.90000,,48,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02944","1",0,1,"Fd",17.50000,15.00000,12.30000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02944","1",0,2,"Lw",19.40000,15.00000,13.50000,,27,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02945","1",0,1,"Pl",16.10000,15.00000,15.10000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02946","1",0,1,"Pw",41.90000,45.00000,32.50000,,86,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02946","1",0,2,"Fd",44.70000,45.00000,29.60000,,74,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02946","1",0,3,"Sx",35.30000,30.00000,27.90000,,89,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02946","1",0,4,"Bl",25.70000,30.00000,25.30000,,84,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02947","1",0,1,"Pl",33.80000,30.00000,24.70000,,113,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02947","1",0,2,"Bl",25.70000,30.00000,23.10000,,113,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02948","1",0,1,"Pl",16.20000,15.00000,12.00000,,44,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02948","1",0,2,"Bl",14.20000,15.00000,13.40000,,40,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02948","1",0,3,"Se",16.20000,15.00000,13.20000,,38,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02949","1",0,1,"Se",21.60000,15.00000,15.30000,,52,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02949","1",0,2,"Lw",18.10000,15.00000,16.60000,,46,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02949","1",0,3,"Hw",18.50000,15.00000,14.80000,,46,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02951","1",0,1,"Pl",29.70000,30.00000,27.60000,,53,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02951","1",0,2,"Bl",27.60000,30.00000,27.70000,,57,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"504Asu","1",0,1,"Se",33.60000,30.00000,25.90000,,59,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02952","1",0,1,"Bl",42.80000,45.00000,32.14000,,121,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02953","1",0,1,"Se",12.50000,15.00000,9.300000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02953","1",0,2,"Bl",14.50000,15.00000,10.60000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02954","1",0,1,"Pl",22.70000,30.00000,24.40000,,78,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02954","1",0,2,"Bl",20.10000,15.00000,23.90000,,96,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"507Asu","1",0,1,"Lw",26.70000,30.00000,28.80000,,84,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02956","1",0,1,"Se",19.40000,15.00000,16.40000,,59,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02956","1",0,2,"Bl",19.50000,15.00000,16.10000,,62,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02956","1",0,3,"Pl",28.40000,30.00000,18.00000,,63,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02957","1",0,1,"Lw",37.80000,45.00000,26.30000,,73,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02957","1",0,2,"Se",32.50000,30.00000,23.40000,,59,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"509Asu","1",0,1,"Fd",48.10000,45.00000,24.90000,,67,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02959","1",0,1,"Pl",33.10000,30.00000,26.20000,,61,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02959","1",0,2,"Se",32.30000,30.00000,24.40000,,58,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02960","1",0,1,"Se",35.00000,30.00000,22.10000,,66,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02960","1",0,2,"Bl",35.40000,30.00000,22.40000,,62,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02961","1",0,3,"Hw",17.60000,15.00000,12.20000,,28,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02961","1",0,4,"Bl",23.60000,30.00000,15.50000,,31,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"512Asu","1",0,1,"Se",22.30000,15.00000,14.80000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"512Asu","1",0,2,"Lw",28.10000,30.00000,14.80000,,25,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02963","1",0,1,"Se",27.70000,30.00000,22.30000,,61,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02963","1",0,2,"Lw",29.20000,30.00000,24.50000,,52,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"513Asu","1",0,1,"Bl",34.90000,30.00000,25.60000,,60,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02969","1",0,1,"Hw",29.30000,30.00000,23.90000,,98,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02969","1",0,2,"Fd",32.10000,30.00000,24.80000,,102,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"602Asu","1",0,1,"Bg",34.20000,30.00000,28.00000,,94,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"602Bsu","1",0,1,"Lw",32.00000,30.00000,28.70000,,101,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02972","1",0,1,"Hw",40.10000,45.00000,31.20000,,88,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02972","1",0,2,"Lw",50.60000,45.00000,40.20000,,114,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02974","1",0,2,"Pw",20.80000,15.00000,20.80000,,50,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"604Asu","1",0,1,"Pl",21.40000,15.00000,21.00000,,77,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02976","1",0,1,"Bg",41.80000,45.00000,38.90000,,90,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02976","1",0,2,"Lw",33.30000,30.00000,35.30000,,105,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"605Asu","1",0,1,"Fd",42.50000,45.00000,34.80000,,106,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7048","1",0,1,"Se",52.00000,45.00000,26.80000,,150,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7051","1",0,1,"Se",40.80000,45.00000,17.80000,,95,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7052","1",0,1,"Se",53.10000,60.00000,33.20000,,140,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7053","1",0,1,"Se",41.70000,45.00000,23.60000,,95,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7054","1",0,1,"Se",29.10000,30.00000,18.90000,,100,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7055","1",0,1,"Se",43.40000,45.00000,23.70000,,100,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7056","1",0,1,"Se",26.20000,30.00000,20.20000,,100,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7057","1",0,1,"Se",40.60000,45.00000,21.90000,,100,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7058","1",0,1,"Se",34.00000,30.00000,24.80000,,100,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7059","1",0,1,"Se",60.00000,60.00000,27.40000,,120,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7060","1",0,1,"Se",37.30000,30.00000,23.00000,,100,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7061","1",0,1,"Se",28.20000,30.00000,20.00000,,120,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7062","1",0,1,"Se",53.80000,60.00000,32.00000,,140,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7064","1",0,1,"Se",34.70000,30.00000,18.60000,,130,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7065","1",0,1,"Se",24.60000,30.00000,18.20000,,120,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7066","1",0,1,"Se",45.60000,45.00000,30.50000,,140,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7067","1",0,1,"Se",59.20000,60.00000,42.00000,,146,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7068","1",0,1,"Se",46.30000,45.00000,27.30000,,200,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7069","1",0,1,"Se",11.60000,15.00000,7.700000,,85,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7070","1",0,1,"Se",30.90000,30.00000,15.50000,,85,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7075","1",0,1,"Se",33.20000,30.00000,20.00000,,180,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7078","1",0,1,"Se",76.40000,75.00000,36.20000,,100,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7080","1",0,1,"Se",47.50000,45.00000,21.30000,,150,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08-7098","1",0,1,"Se",47.00000,45.00000,25.10000,,90,1.300000,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
"KN02977","1",0,1,"Lw",33.20000,30.00000,30.40000,,82,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02977","1",0,2,"Fd",35.00000,30.00000,28.30000,,79,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02978","1",0,1,"Cw",35.80000,30.00000,25.20000,,87,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02978","1",0,2,"Lw",33.40000,30.00000,29.00000,,96,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02980","1",0,1,"Sx",57.80000,60.00000,39.00000,,115,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02980","1",0,2,"Fd",58.10000,60.00000,36.30000,,106,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02980","1",0,3,"Hw",44.10000,45.00000,32.45000,,106,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"442Asu","1",0,1,"Lw",36.00000,30.00000,33.80000,,107,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02981","1",0,1,"Fd",31.40000,30.00000,23.00000,,45,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02981","1",0,2,"Sx",20.80000,15.00000,18.00000,,43,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02982","1",0,1,"Cw",21.20000,15.00000,11.40000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02982","1",0,2,"Pl",14.70000,15.00000,12.60000,,17,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02983","1",0,1,"Cw",35.10000,30.00000,21.00000,,59,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02983","1",0,2,"Lw",36.70000,30.00000,28.90000,,60,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02984","1",0,1,"Fd",30.50000,30.00000,26.00000,,60,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02985","1",0,2,"Hw",37.80000,45.00000,24.60000,,85,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02986","1",0,1,"Hw",19.60000,15.00000,16.30000,,39,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02986","1",0,2,"Bg",21.70000,15.00000,23.70000,,52,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02986","1",0,3,"Pl",22.80000,30.00000,23.20000,,68,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02988","1",0,1,"Lw",7.400000,0.0000000,7.500000,,14,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"608Asu","1",0,1,"Fd",14.20000,15.00000,9.400000,,16,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"608Asu","1",0,2,"Pl",13.50000,15.00000,9.100000,,16,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02989","1",0,1,"Fd",37.00000,30.00000,33.50000,,84,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02990","1",0,1,"Bl",24.00000,30.00000,10.80000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02990","1",0,2,"Se",24.70000,30.00000,11.10000,,21,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02991","1",0,1,"Se",25.80000,30.00000,11.80000,,30,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02991","1",0,2,"Hw",18.80000,15.00000,12.00000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02991","1",0,3,"Bl",20.50000,15.00000,13.80000,,29,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02993","1",0,1,"Lw",37.70000,45.00000,25.50000,,82,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02993","1",0,2,"Se",34.20000,30.00000,22.80000,,78,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02993","1",0,3,"Bl",44.30000,45.00000,29.90000,,70,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"612Asu","1",0,1,"Hw",32.20000,30.00000,22.90000,,74,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02994","1",0,1,"Lw",23.30000,30.00000,19.50000,,62,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02994","1",0,2,"Pl",22.00000,15.00000,18.80000,,57,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02996","1",0,1,"Hw",9.600000,15.00000,6.900000,,26,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"614Asu","1",0,1,"Pl",12.00000,15.00000,6.800000,,22,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02997","1",0,1,"Lw",31.00000,30.00000,27.50000,,77,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02997","1",0,2,"Bl",31.70000,30.00000,29.00000,,77,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02998","1",0,1,"Fd",42.80000,45.00000,25.80000,,56,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02999","1",0,1,"Hw",28.80000,30.00000,21.40000,,50,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN02999","1",0,2,"Cw",25.50000,30.00000,16.90000,,50,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03000","1",0,1,"Pw",35.40000,30.00000,25.50000,,42,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03001","1",0,1,"Pw",40.10000,45.00000,39.90000,,97,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03001","1",0,2,"Hw",35.50000,30.00000,30.70000,,115,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"424Asu","1",0,1,"Cw",26.20000,30.00000,21.90000,,104,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03003","1",0,1,"Fd",59.40000,60.00000,33.10000,,107,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03004","1",0,1,"Fd",19.50000,15.00000,19.20000,,55,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03005","1",0,1,"Bl",29.40000,30.00000,26.90000,,61,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03005","1",0,2,"Sx",24.10000,30.00000,25.50000,,62,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03005","1",0,3,"Cw",24.20000,30.00000,23.80000,,68,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03005","1",0,4,"Hw",33.40000,30.00000,28.30000,,70,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03006","1",0,1,"Bl",26.90000,30.00000,17.60000,,69,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03007","1",0,1,"Bl",28.20000,30.00000,18.40000,,40,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03008","1",0,1,"Cw",15.50000,15.00000,9.000000,,24,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03008","1",0,2,"Hw",6.900000,0.0000000,6.100000,,13,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03008","1",0,3,"Lw",9.300000,15.00000,7.400000,,10,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03009","1",0,1,"Pl",30.20000,30.00000,25.20000,,101,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03009","1",0,2,"Se",32.30000,30.00000,23.00000,,106,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KN03010","1",0,1,"Hw",27.40000,30.00000,23.55000,,98,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9800821","1",0,1,"Fd",37.40000,30.00000,22.80000,,50,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9800818","1",0,1,"Fd",23.50000,30.00000,15.07000,,42,1.300000,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
"9800819","1",0,1,"Fd",35.30000,30.00000,18.90000,,38,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N99G23","1",0,1,"Fd",26.40000,30.00000,19.80000,,57,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N99G16","1",0,1,"Fd",29.20000,30.00000,19.30000,,44,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N99G16","1",0,2,"Pl",32.90000,30.00000,17.30000,,74,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N99G14","1",0,1,"Fd",30.90000,30.00000,22.10000,,56,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"INVS24","1",0,1,"Lw",23.70000,30.00000,23.50000,,61,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"INVS91","1",0,1,"Lw",33.00000,30.00000,27.10000,,100,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"INVS201","1",0,1,"Lw",22.20000,15.00000,22.80000,,49,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T880","1",0,1,"Sx",37.00000,30.00000,23.80000,,68,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T880","1",0,2,"Sx",37.40000,30.00000,25.30000,,62,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T880","1",0,3,"Sx",36.50000,30.00000,28.00000,,73,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T880","1",0,4,"Sx",37.80000,45.00000,27.40000,,71,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T884","1",0,1,"Sx",53.00000,60.00000,38.20000,,107,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T884","1",0,2,"Sx",51.70000,45.00000,39.10000,,102,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T884","1",0,3,"Sx",63.30000,60.00000,43.00000,,108,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
