PlotNumber,SubPlot,TreeNum,Species,DBH,Ht,BHA,SI50,remove
SBC5243,1,1,Ss,72.8,39,68,31.92,
SBC2843,1,1,Ba,,32.3,51,31.91,
SBC5246,1,2,Hw,51.5,41.1,82,31.91,
SBC5723,1,2,Fd,14.1,10.4,13,31.91,
SBC5576,1,1,Sx,35.2,25.5,37,31.9,
SBC1619,1,0,Dr,,33.6,62,31.89,
SBC1590,1,0,Dr,,33.2,59,31.87,
SBC6126,1,1,Bl,9.5,17.2,20,31.87,
SBC2645,1,3,Ss,33,22.4,32,31.83,
SBC5636,1,1,Ba,29.1,19.6,26,31.81,
SBC4659,1,1,Ss,21.2,12.6,18,31.8,
TFLS32,1,1,Sx,31,22.9,32,31.8,
98--252,1,318,At,,38.2,80,31.78,
SBC2548,1,2,Ba,28.6,22.5,31,31.77,
SBC5506,1,1,Ba,57.7,34.7,58,31.77,
SBC5298,1,1,Ss,60.5,36.7,62,31.75,
SBC3027,1,17,Ba,,21.3,29,31.74,
SBC5575,1,1,Hw,34.8,23.4,34,31.72,
SBC2695,1,1,Hw,34.7,26,38,31.72,
SBC6833,1,8,Fd,48.6,41.2,76,31.72,
SBC3033,1,14,Hw,,17,23,31.71,
SBC2594,1,1,Ss,28.4,22.3,32,31.7,
SBC4639,1,1,Ss,57.9,35.1,58,31.69,
SBC3031,1,11,Ss,,19,27,31.69,
SBC2742,1,1,Hw,,21.9,32,31.67,
SBC2766,1,1,Hw,,21.9,32,31.67,
SBC3042,1,7,Ba,,23.5,33,31.64,
SBC5374,1,1,Bl,9.2,12.7,15,31.64,
SBC1596,1,0,Dr,,32.1,53,31.63,
SBC2585,1,3,Ss,24.2,21.6,31,31.61,
SBC2700,1,2,Ss,24.1,21.6,31,31.61,
SBC2614,1,1,Ss,38.1,25.8,38,31.59,
SBC2849,1,1,Hw,,30.5,48,31.58,
SBC2666,1,1,Ss,27.8,15.4,22,31.58,
SBC3042,1,4,Ba,,22.9,32,31.57,
SBC2834,1,1,Ss,,20.2,29,31.53,
SBC3039,1,7,Ss,,20.2,29,31.53,
SBC0279,1,1,Hw,,35.7,62,31.52,
SBC2511,1,3,Ss,52.1,30.6,48,31.51,
SBC0145,1,1,Fd,,34,56,31.51,
SBC5579,1,1,Ba,28.6,21.1,29,31.5,
SBC1623,1,0,Dr,,34.1,71,31.5,
SBC5319,1,1,Ss,70.7,43.7,86,31.49,
SBC1603,1,0,Dr,,33.7,67,31.48,
SBC1592,1,0,Dr,,27.1,32,31.47,
SBC2683,1,1,Ss,31.4,19.5,28,31.47,
SBC3042,1,3,Hw,,23.2,34,31.47,
02OKW49,1,1,Fd,24.2,18.1,24,31.47,
SBC0247,1,1,Hw,,36.5,65,31.44,
SBC3032,1,17,Ss,,11.7,17,31.44,
SBC5564,1,1,Hw,21.7,18.9,27,31.44,
SBC2552,1,2,Ss,34.1,22.7,33,31.43,
SBC1082,1,1,Fd,,16.79,22,31.42,
SBC5300,1,1,Ss,61.2,44.1,88,31.42,
SBC2626,1,1,Ss,46.9,23.9,35,31.41,
SBC3030,1,7,Ss,,30.5,48,31.41,
SBC5882,1,1,Sx,62.5,30.4,48,31.41,
SBC6372,1,1,Ac,70.6,40.1,101,31.41,
SBC7374,1,1,At,16.1,21.7,26,31.41,
SBC2607,1,2,Ba,47.3,28.7,44,31.38,
SBC4628,1,1,Ss,32.4,16.7,24,31.37,
SBC5590,1,2,Sx,58.2,40.7,87,31.36,
SBC2577,1,2,Ba,39.5,26.8,40,31.36,
SBC2583,1,1,Ba,43.6,26.3,39,31.36,
SBC5623,1,1,Ba,48.2,26.3,39,31.36,
SBC2546,1,1,Ba,22,20.4,28,31.34,
SBC2704,1,1,Ss,40.5,25,37,31.34,
SBC2646,1,1,Ba,36.5,32.1,52,31.33,
SBC3026,1,11,Ss,,13.8,20,31.33,
SBC3040,1,1,Ba,,24.8,36,31.33,
SBC5320,1,1,Dr,38,32.5,58,31.33,
SBC2581,1,1,Ss,38.4,24.4,36,31.32,
SBC2875,1,1,Ba,,31.7,51,31.31,
SBC0971,1,2,Ba,30.2,31.7,51,31.31,
SBC2547,1,1,Ba,27.1,19.8,27,31.29,
SBC3022,1,8,Hw,,20.4,30,31.28,
SBC3027,1,16,Hw,,20.4,30,31.28,
SBC2624,1,2,Hw,24.2,21.6,32,31.27,
SBC2672,1,2,Ss,40.7,18.7,27,31.27,
SBC3024,1,16,Hw,,21.6,32,31.27,
SBC2542,1,1,Hw,26,17.8,25,31.25,
SBC2691,1,2,Hw,19.4,16.7,23,31.25,
SBC2618,1,2,Ba,39.1,28.1,43,31.24,
SBC1587,1,0,Dr,,33.1,64,31.21,
SBC2663,1,1,Ss,33.5,24.3,36,31.2,
SBC5505,1,1,Sx,36.6,26.9,41,31.2,
SBC1617,1,0,Dr,,33.3,66,31.2,
SBC2530,1,1,Ss,56.7,30.7,49,31.19,
SBC2739,1,1,Ss,,23.1,34,31.18,
SBC2579,1,1,Ss,48.4,23.7,35,31.18,
SBC2581,1,3,Ba,46,27.1,41,31.18,
SBC2647,1,3,Hw,34.7,29.6,47,31.17,
SBC2826,1,1,Hw,,21.5,32,31.14,
SBC5365,1,1,Sx,21.5,13.4,16,31.13,
SBC3032,1,20,Ss,,14.4,21,31.13,
SBC3039,1,2,Ba,,23.6,34,31.13,
SBC1812,1,1,Ss,41.3,19.9,29,31.12,
SBC2744,1,1,Ba,,24.1,35,31.09,
SBC2617,1,2,Ba,52.4,27.5,42,31.09,
SBC5133,1,1,At,14.9,19.1,22,31.09,
SBC2659,1,2,Ba,34.7,30.6,49,31.06,
SBC3042,1,15,Hw,,20.8,31,31.04,
SBC2697,1,2,Hw,,22.1,33,31.03,
SBC2864,1,1,Hw,,26.8,41,30.98,
SBC5323,1,2,Hw,38.6,36.3,66,30.98,
SBC2564,1,2,Ss,60.7,26.3,40,30.97,
SBC2726,1,1,Hw,,28.9,46,30.96,
SBC2891,1,1,Hw,,32.1,53,30.96,
SBC2651,1,4,Hw,34.9,28.9,46,30.96,
SBC0966,1,1,Hw,38.7,32.1,53,30.96,
SBC6185,1,1,Sx,11.6,20.1,28,30.96,
SBC2750,1,1,Ss,,21.7,32,30.95,
SBC5578,1,1,Hw,20.6,23.5,35,30.93,
SBC3032,1,9,Dr,,21.2,20,30.93,
SBC2737,1,1,Ba,,26.4,40,30.92,
SBC2574,1,2,Ba,37.4,26.4,40,30.92,
SBC2633,1,2,Hw,33.4,22,33,30.9,
SBC0272,1,1,Hw,,31.3,51,30.9,
SBC5881,1,1,Ss,37.6,16.4,24,30.9,
SBC1152,1,1,Fd,,8.62,11,30.89,
SBC2519,1,2,Ss,33.7,25.7,39,30.88,
SBC2577,1,1,Ss,40.9,25.7,39,30.88,
SBC5314,1,1,Hw,47.7,37,69,30.88,
T884,1,3,Sx,63.3,43,108,30.82,
SBC2862,1,1,Ss,,25.1,38,30.82,
W097351,1,2,Fd,15.2,14.4,19,30.82,
SBC2854,1,1,Hw,,25.7,39,30.81,
SBC5545,1,1,Sx,36.6,16.9,22,30.81,
SBC1813,1,2,Ss,41.3,22.2,33,30.81,
SBC0155,1,1,Fd,,38.5,71,30.79,
SBC6816,1,1,Fd,51.5,37.2,67,30.79,
SBC0995,1,1,Fd,42.2,31.2,51,30.77,
SBC1816,1,3,Ss,41,27.1,42,30.77,
SBC2872,1,1,Ba,,30.3,49,30.76,
SBC1089,1,1,Fd,,18.25,25,30.76,
98--252,1,316,At,,37.1,80,30.76,
SBC6827,1,11,Fd,53.2,31.98,53,30.73,
SBC2615,1,1,Hw,39.8,26.1,40,30.72,
SBC1597,1,0,Dr,,31.6,56,30.71,
SBC3025,1,8,Ba,,19.9,28,30.71,
SBC2777,1,1,Ss,,27.5,43,30.7,
SBC5620,1,1,Ba,32,25.7,39,30.69,
SBC2886,1,1,Ss,,30.2,49,30.68,
SBC3025,1,12,Ba,,17.5,24,30.68,
SBC2797,1,1,Ba,,31.8,53,30.67,
SBC1825,1,1,Ss,55.2,41.2,80,30.66,
SBC6244,1,1,Pl,13.7,19.5,22,30.66,
SBC2753,1,1,Hw,,21.8,33,30.65,
SBC2556,1,1,Hw,44.1,29.6,48,30.65,
SBC2714,1,2,Ss,24.6,20.2,30,30.64,
SBC3025,1,4,Ss,,16.2,24,30.59,
SBC2697,1,1,Ss,27.2,21.4,32,30.58,
SBC5529,1,1,Sx,34.7,28.1,45,30.57,
SBC3032,1,8,Ss,,15.5,23,30.57,
SBC5550,1,1,Hw,32.6,18.8,28,30.56,
SBC2547,1,2,Hw,31.9,18.8,28,30.56,
SBC2716,1,1,Hw,,30,49,30.55,
SBC2811,1,1,Hw,,29,47,30.55,
SBC1118,1,1,Fd,,16.85,23,30.54,
SBC3032,1,6,Dr,,23.1,24,30.54,
SBC6998,1,1,At,40.1,29,45,30.53,
SBC5202,1,2,Fd,15.7,9.9,13,30.52,
SBC2871,1,1,Ba,,30.9,51,30.51,
SBC2635,1,1,Ss,18.2,17.5,26,30.51,
SBC2652,1,3,Hw,42.1,30.9,51,30.51,
SBC3025,1,11,Hw,,17.3,25,30.51,
SBC2572,1,3,Hw,36.5,24.9,38,30.49,
SBC2736,1,1,Ba,,26,40,30.48,
98--251,1,315,At,,36.8,80,30.48,
SBC2836,1,1,Ba,,22.5,33,30.47,
SBC0156,1,1,Fd,,38.1,71,30.47,
SBC3025,1,15,Ba,,16.7,23,30.46,
SBC5326,1,2,Ss,64.8,35.3,62,30.46,
SBC6832,1,9,Fd,52.7,38.08,71,30.46,
SBC1599,1,0,Dr,,25.9,31,30.45,
SBC1628,1,0,Dr,,28.7,41,30.45,
SBC2530,1,2,Hw,49.8,29.4,48,30.44,
SBC2514,1,2,Hw,34.5,29.4,48,30.44,
KN02802,1,1,Sx,60.2,38.5,80,30.42,
SBC3027,1,11,Hw,,18.2,27,30.42,
SBC0987,1,1,Fd,38.9,28.6,46,30.41,
W097351,1,3,Sx,14.7,13.6,17,30.41,
SBC2866,1,1,Hw,,25.8,40,30.4,
SBC5829,1,1,Sx,39.8,18,25,30.38,
SBC7976,1,1,Ss,13,7,11,30.38,
SBC2535,1,1,Ss,38,20.6,31,30.34,
SBC6837,1,1,Fd,43.8,36.31,66,30.34,
SBC1589,1,0,Dr,,31.6,59,30.33,
SBC1594,1,0,Dr,,26.1,32,30.31,
SBC1602,1,0,Dr,,29.2,44,30.3,
SBC2832,1,1,Ss,,23.5,36,30.28,
SBC2603,1,1,Ss,56.8,27.1,43,30.28,
SBC2617,1,1,Hw,31.7,25.2,39,30.26,
SBC2690,1,2,Ss,21.9,12.5,19,30.26,
SBC3031,1,14,Dr,,23.8,26,30.26,
SBC2612,1,1,Hw,57.9,27,43,30.25,
SBC2587,1,2,Hw,23,19.1,29,30.24,
SBC1154,1,1,Fd,,7.67,10,30.23,
SBC2638,1,1,Ss,20.6,16.6,25,30.16,
KN02423,1,1,Bg,28.8,25.2,39,30.13,
KN02442,1,3,Pw,23.5,15.8,24,30.13,
SBC0997,1,2,Hw,40.4,29.1,48,30.13,
SBC3027,1,7,Ss,,17.9,27,30.13,
SBC2513,1,1,Ss,48.6,27.4,44,30.11,
SBC1614,1,0,Dr,,31.7,62,30.09,
KN02683,1,1,Pw,30.1,24.4,38,30.08,
SBC2745,1,1,Hw,,23.4,36,30.06,
SBC2873,1,1,Ba,,29.6,49,30.05,
SBC1613,1,0,Dr,,31.3,59,30.05,
SBC2773,1,1,Ba,,29.2,48,30.04,
SBC2800,1,1,Hw,,26.8,43,30.04,
SBC2860,1,1,Hw,,24.5,38,30.04,
SBC1007,1,2,Hw,30.6,26.4,42,30.04,
SBC1068,1,1,Fd,,15.98,22,30.04,
SBC2602,1,2,Hw,34.9,25,39,30.03,
SBC3027,1,10,Ba,,20.5,30,30.03,
SBC2821,1,1,Ba,,28.3,46,30.01,
SBC2526,1,1,Ss,38.3,25.4,40,30.01,
SBC2619,1,1,Ba,33.7,27.4,44,30,
Peach19,1,1,Sx,31.2,25.3,40,30,
SBC0973,1,1,Fd,29,21.2,31,29.98,
SBC1815,1,3,Ss,29.5,23.8,37,29.98,
4-A-8,1,1,Pw,35.7,30.37,51,29.97,
KN02440,1,1,Fd,23.3,16.5,23,29.95,
SBC2555,1,2,Ba,38.7,29.5,49,29.95,
SBC0970,1,1,Hw,28.9,27.1,44,29.95,
SBC0236,1,1,Hw,,31.8,55,29.95,
SBC2784,1,1,Hw,,28.9,48,29.93,
SBC2612,1,2,Ba,47,25.5,40,29.93,
SBC2847,1,1,Hw,,30.3,51,29.92,
SBC0260,1,1,Hw,,30.3,51,29.92,
SBC2629,1,1,Ss,34.7,19,29,29.91,
SBC5562,1,1,Hw,30.5,16.9,25,29.91,
SBC3041,1,4,Ss,,13,20,29.91,
SBC2614,1,2,Hw,34.2,25.8,41,29.9,
SBC5572,1,3,Ba,31.6,21.5,32,29.9,
SBC1627,1,0,Dr,,31.5,62,29.9,
SBC6834,1,1,Fd,46.8,38.01,73,29.9,
SBC0153,1,1,Fd,,31.1,53,29.89,
SBC5541,1,1,Ba,35.7,18.1,26,29.88,
SBC5891,1,2,Ba,34.6,22,33,29.88,
SBC2657,1,2,Ba,59.9,38.6,79,29.87,
SBC2676,1,2,Ss,87.1,38.6,74,29.87,
SBC7652,1,1,Fd,19,13.2,18,29.85,
SBC5547,1,1,Ba,25.1,14.4,20,29.84,
SBC5250,1,2,Ss,97.3,36.7,68,29.84,
SBC6989,1,1,Sx,20.4,20.2,30,29.84,
SBC5381,1,1,Sx,23.9,13.2,17,29.83,
SBC5409,1,4,Bl,18.7,12.6,16,29.83,
SBC2613,1,3,Ba,46.9,26.3,42,29.8,
SBC7682,1,3,Fd,29.8,21.6,32,29.8,
SBC2633,1,1,Ba,31.7,20.3,30,29.79,
SBC5280,1,1,Ss,54.3,36.3,67,29.78,
SBC2592,1,1,Ss,32.6,23.6,37,29.76,
SBC6477,1,1,Sx,10.8,11.8,15,29.76,
SBC2550,1,2,Ba,26.1,23.9,37,29.75,
SBC5582,1,2,Ba,29.8,24.4,38,29.75,
1-A-8,1,2,Lw,37.8,34.34,63,29.75,
SBC3022,1,20,Ba,,18,26,29.75,
SBC3032,1,1,Hw,,16.8,25,29.75,
SBC2861,1,1,Hw,,24.7,39,29.7,
SBC2673,1,2,Ss,26.7,17.6,27,29.7,
SBC3042,1,18,Ss,,20.1,31,29.7,
KN02505,1,1,Pw,43.9,35,66,29.69,
SBC2632,1,2,Hw,27.8,20.4,32,29.68,
SBC2678,1,1,Ba,31.5,21.3,32,29.66,
SBC5309,1,1,Ss,59,39.5,78,29.65,
SBC2869,1,1,Ba,,28.8,48,29.64,
SBC2620,1,2,Ba,42.2,28.4,47,29.64,
SBC2518,1,1,Hw,41.2,30,51,29.62,
4-A-2,1,2,Lw,31.8,34.81,65,29.61,
SBC2061,1,5,Bl,42.5,30.6,53,29.6,
SBC2571,1,2,Hw,34.2,24.1,38,29.59,
W094687,1,1,Lw,17.1,14.5,16,29.59,
SBC2636,1,2,Hw,19.8,18.1,28,29.55,
SBC5352,1,2,Sx,17.4,16.4,23,29.55,
98--251,1,314,At,,35.8,80,29.54,
SBC2794,1,1,Ss,,34.3,62,29.53,
SBC3033,1,18,Ba,,14.2,20,29.53,
SBC5484,1,2,Sx,14.7,13.6,18,29.53,
SBC2785,1,1,Ba,,26.5,43,29.52,
SBC2877,1,1,Ss,,37.9,73,29.52,
SBC5585,1,1,Ba,42,34.8,66,29.5,
SBC3027,1,14,Hw,,17.1,26,29.5,
KN02463,1,3,Fd,12,15,21,29.49,
SBC3033,1,17,Ba,,16,23,29.49,
SBC3022,1,6,Ba,,20.6,31,29.48,
SBC2601,1,1,Ba,37.8,26.9,44,29.47,
SBC3026,1,16,Hw,,16.1,24,29.47,
SBC5280,1,2,Hw,64.3,35.5,69,29.47,
SBC1621,1,0,Dr,,29.9,53,29.46,
SBC3042,1,19,Ss,,21.1,33,29.46,
KN02830,1,1,Sx,28.1,24.8,40,29.44,
SBC1819,1,2,Ba,40.6,31.6,56,29.44,
SBC3032,1,3,Dr,,20.2,20,29.43,
ARS-41,1,1,Fd,59.7,37.1,72,29.42,
SBC2537,1,1,Ba,37.7,30.9,54,29.42,
KN02437,1,3,Lw,48.1,36.6,72,29.4,
SBC2894,1,1,Hw,,27.9,47,29.4,
SBC6063,1,1,Fd,13.1,9.5,13,29.4,
SBC3027,1,3,Hw,,19.6,31,29.4,
SBC3040,1,7,Ba,,22.1,34,29.39,
SBC3040,1,2,Hw,,22.2,35,29.38,
SBC2611,1,2,Hw,38,23.9,38,29.37,
SBC5604,1,2,Ba,39.1,26.8,44,29.36,
SBC2950,1,1,Sx,13.7,16.7,24,29.36,
SBC3033,1,13,Ba,,15.3,22,29.36,
SBC1160,1,1,Fd,,11.57,16,29.35,
SBC5430,1,1,Sx,26.6,18.8,28,29.35,
SBC4402,1,1,Sw,24.6,29.7,51,29.34,
SBC5198,1,1,Sx,21.6,12.2,16,29.34,
SBC2076,1,1,Ac,27,21.5,28,29.33,
SBC1005,1,1,Fd,20.7,14.9,21,29.31,
SBC2874,1,1,Ba,,27.2,45,29.3,
00kfr91,1,1,Py,32.1,19.6,25,29.28,
SBC5478,1,1,Sx,20.1,16.2,23,29.28,
W094700,1,2,Fd,34.6,26.7,44,29.28,
SBC5594,1,2,Sx,25.7,25.6,42,29.27,
SBC5862,1,1,Sx,34.7,18.2,27,29.27,
SBC2679,1,3,Hw,34.4,22.1,35,29.26,
SBC2783,1,1,Ba,,30,52,29.25,
SBC1124,1,1,Fd,,12.22,17,29.25,
SBC3038,1,6,Ss,,34,62,29.25,
SBC2833,1,1,Hw,,18.4,29,29.24,
SBC2845,1,1,Hw,,30,52,29.24,
SBC2622,1,2,Ba,40.2,24.4,39,29.24,
SBC0968,1,1,Hw,36,30,52,29.24,
SBC1156,1,1,Fd,,9.44,13,29.24,
SBC2830,1,1,Ba,,20.4,31,29.23,
SBC2650,1,1,Ba,31.6,28.4,48,29.23,
SBC2653,1,2,Ss,62.4,32.5,58,29.23,
SBC3025,1,2,Ss,,13.3,21,29.23,
SBC3033,1,11,Hw,,15.4,23,29.23,
SBC3040,1,6,Hw,,20.7,33,29.23,
SBC6284,1,1,Pl,8.1,10.4,10,29.23,
SBC5561,1,1,Sx,35.4,17.1,25,29.22,
KN02797,1,2,Lw,36.9,35.8,70,29.19,
SBC3033,1,3,Ba,,17,25,29.19,
Y007,1,1,Fd,14.3,10.1,14,29.18,
98--251,1,313,At,,35.4,80,29.18,
SBC7153,1,2,Fd,14.3,10.8,15,29.18,
SBC2717,1,1,Hw,,27.2,46,29.17,
SBC2703,1,1,Ss,66,37.8,74,29.16,
SBC3026,1,20,Ss,,15.3,24,29.16,
SBC2705,1,3,Hw,24.9,16.4,25,29.15,
SETB7,1,2,Sx,15.4,13.9,19,29.13,
SBC2738,1,1,Hw,,21.3,34,29.13,
SBC2535,1,2,Ba,28.8,18.1,27,29.13,
SBC5549,1,1,Ba,25.6,18.1,27,29.13,
SBC4348,1,1,Fd,38.8,30.3,53,29.12,
SBC2710,1,3,Ss,24.5,14.6,23,29.1,
SBC3031,1,2,Ss,,17.8,28,29.1,
SBC6347,1,1,Pl,14.9,16.5,19,29.1,
KN02787,1,1,Pw,18,13.7,22,29.09,
KN03000,1,1,Pw,35.4,25.5,42,29.09,
SBC2507,1,1,Hw,39.9,27.6,47,29.09,
SBC5408,1,2,Sx,27.4,17,25,29.09,
SBC2713,1,1,Ss,59.1,29.5,51,29.07,
SBC5318,1,1,Hw,42.6,38.4,84,29.06,
SBC2508,1,2,Ba,30.9,24.7,40,29.05,
SBC5516,1,1,Hw,17,14.7,22,29.05,
IFS8844,1,1,Fd,,41.37,90,29.04,
SBC7064,1,1,Sx,9.1,7.6,10,29.04,
SBC7709,1,1,Sx,14.8,12,16,29.03,
SBC2751,1,1,Hw,,19.9,32,29.01,
SBC5839,1,2,Sx,29.2,18,27,29.01,
SBC2704,1,2,Hw,22.7,19.3,31,28.99,
9OK6003,1,2,Fd,31.4,19.4,29,28.99,
SBC3031,1,3,Dr,,23.2,27,28.98,
SBC5313,1,2,Dr,53.1,31.2,69,28.98,
SBC7546,1,1,Fd,34.6,21.5,33,28.98,
SBC2855,1,1,Hw,,25.4,42,28.97,
SBC5542,1,1,Sx,29.5,16.4,24,28.97,
SBC2563,1,1,Ss,40.5,20.7,33,28.97,
SBC7682,1,1,Sx,23.6,18.5,28,28.97,
98-2367,1,2,Ep,35.5,30.95,63,28.96,
SBC2576,1,2,Ss,38.2,22.9,37,28.96,
SBC5308,1,1,Hw,48.6,36.4,75,28.95,
SBC6826,1,1,Fd,58.9,35.92,70,28.94,
SBC2876,1,1,Ba,,38.7,84,28.93,
SBC2639,1,4,Ba,25.6,21.7,34,28.93,
SBC2695,1,2,Ss,25.5,23.4,38,28.93,
SBC3039,1,16,Ba,,25.5,42,28.93,
SBC2780,1,1,Ss,,27.6,47,28.92,
SBC2581,1,2,Hw,26.7,24,39,28.92,
KN02732,1,1,Se,36.5,26.7,45,28.91,
KN02443,1,5,Pw,17.6,14.9,24,28.9,
SBC5383,1,1,Sx,22,15.9,23,28.89,
SBC2095,1,2,Pw,46,33.1,62,28.88,
SBC1620,1,0,Dr,,29.3,53,28.87,
SBC1618,1,0,Dr,,30.8,66,28.86,
SBC0166,1,1,Fd,,31.5,57,28.84,
SBC5508,1,1,Ba,32.8,26.3,44,28.83,
SBC2568,1,2,Ba,40.9,26.3,44,28.83,
SBC5598,1,1,Ba,29.1,22.6,36,28.82,
SBC2731,1,1,Ss,,26.6,45,28.8,
SBC2863,1,1,Hw,,23.4,38,28.8,
SBC5279,1,1,Hw,69.3,34,66,28.8,
SBC1123,1,1,Fd,,10.64,15,28.79,
SBC3025,1,13,Hw,,17.1,27,28.79,
W097352,1,1,Fd,16.6,14,20,28.79,
SBC2880,1,1,Ss,,32.4,59,28.78,
SBC2586,1,2,Hw,30.3,18.6,30,28.77,
SBC2565,1,2,Ss,47,25.2,42,28.77,
SBC5541,1,2,Hw,22.8,15.1,23,28.76,
SBC2558,1,1,Ss,33.9,26.1,44,28.76,
KN02393,1,2,Lw,25.9,22.3,33,28.75,
SBC5084,1,2,Fd,46.8,34.1,65,28.74,
W094684,1,1,Fd,9,8.6,12,28.74,
KN02528,1,2,Lw,34,33.2,63,28.73,
KN02689,1,1,Lw,45.8,39.2,86,28.73,
SBC3030,1,2,Hw,,29.1,51,28.73,
SBC7179,1,2,Sx,23.8,15.3,22,28.72,
KN03001,1,1,Pw,40.1,39.9,97,28.72,
SBC7477,1,1,Sx,42.5,31.1,57,28.72,
SBC5398,1,2,Sx,23,13.6,19,28.71,
SBC2763,1,1,Ba,,20.5,32,28.7,
SBC2815,1,1,Ba,,30.5,55,28.7,
SBC5130,1,1,Ep,21.3,26.3,39,28.7,
SBC3031,1,6,Ss,,16.9,27,28.69,
SBC3025,1,19,Ba,,18.3,28,28.68,
SBC7542,1,1,Bl,34,22.9,35,28.67,
SBC1626,1,0,Dr,,26.8,40,28.66,
SBC3033,1,15,Hw,,13.9,21,28.66,
KN03040,1,2,Lw,17.4,14.3,17,28.64,
SBC5563,1,1,Ba,20.6,16,24,28.64,
SBC7963,1,1,Ba,24.3,15.4,23,28.64,
5-A-11,1,1,Fd,38.1,28.63,50,28.63,
SBC2893,1,1,Ba,,27.8,48,28.62,
SBC1128,1,1,Fd,,9.22,13,28.62,
SBC1601,1,0,Dr,,30.6,67,28.6,
SBC4779,1,1,Sx,33,18.2,28,28.6,
SBC5528,1,2,Ba,36.8,22.4,36,28.59,
K99-448,1,2,Bl,24.5,28.93172,51,28.59,
SBC7971,1,1,Ba,22,13.6,20,28.59,
SBC0974,1,1,Fd,5.9,7.9,11,28.58,
SBC5319,1,2,Hw,54.4,37.5,82,28.58,
SBC5826,1,3,Ba,33.7,23.8,39,28.57,
KN02797,1,1,Sx,43.2,33.5,66,28.56,
SBC5549,1,2,Sx,24.5,16.6,25,28.56,
SBC3039,1,12,Ss,,19.8,32,28.56,
K02-603,1,2,Bl,34,40.11,114,28.55,
SBC6824,1,1,Fd,40.4,32.56,61,28.54,
SBC0273,1,1,Hw,,28.9,51,28.53,
SBC2788,1,1,Hw,,28,49,28.51,
SBC2818,1,1,Ba,,28.5,50,28.51,
SBC2848,1,1,Hw,,28,49,28.51,
SBC2561,1,2,Ba,40.8,26,44,28.51,
SBC4667,1,1,Ss,21.9,9.6,16,28.5,
SBC5608,1,1,Ba,35.7,24.2,40,28.5,
SBC0160,1,1,Fd,,30,54,28.48,
SBC3033,1,5,Ba,,14.7,22,28.48,
SBC2521,1,1,Hw,24.8,23.1,38,28.47,
W094689,1,2,Lw,14.3,15.2,19,28.47,
SBC2061,1,1,Fd,50,34.1,66,28.46,
KN02762,1,1,Sx,38.4,32.3,62,28.45,
SBC2618,1,1,Hw,27.5,25.7,44,28.45,
SBC2645,1,1,Ba,23.5,25.5,43,28.45,
SBC5567,1,1,Sx,52.2,34.6,71,28.45,
SBC5594,1,1,Hw,31.4,25.7,44,28.45,
SBC2576,1,1,Ba,38.7,25.5,43,28.45,
SBC5768,1,1,Fd,13,8.5,12,28.44,
2-A-20,1,1,Fd,19.2,15.04,22,28.43,
SBC5199,1,2,Fd,34.7,32.1,60,28.43,
9OK6003,1,4,Pl,23.1,22.2,32,28.43,
SBC1640,1,0,Dr,,27,42,28.42,
KN02416,1,4,Pw,28.3,23.3,39,28.4,
SBC2512,1,2,Ss,37.9,25.3,43,28.4,
SBC5295,1,1,Ss,108.7,37.5,76,28.4,
SBC2614,1,3,Ba,34.5,24.1,40,28.39,
SBC7615,1,1,Fd,12.8,9.8,14,28.39,
SBC2725,1,1,Hw,,27.4,48,28.38,
SBC6110,1,1,Pl,9.7,11.4,12,28.38,
SBC7541,1,1,Sx,17.2,12.8,18,28.38,
SBC5692,1,1,Pl,19.2,16.5,20,28.37,
AR-09,1,1,Fd,,38,80,28.37,
SBC2708,1,2,Ss,19.2,11.5,19,28.37,
SBC3027,1,15,Ba,,19.7,31,28.37,
02OKW65,1,1,Lw,14.2,12.4,14,28.37,
SBC5306,1,1,Ss,97.5,45.5,113,28.37,
SBC3025,1,20,Ss,,14.8,24,28.36,
SBC5448,1,1,Sx,15.8,12.2,17,28.36,
SBC2643,1,3,Ba,28.2,23.6,39,28.35,
SBC7631,1,1,Sx,12.5,10.2,14,28.35,
SBC2535,1,3,Hw,28.3,18.3,30,28.34,
SBC2631,1,2,Hw,26.1,18.3,30,28.34,
SBC2839,1,1,Hw,,20,33,28.33,
SBC1127,1,1,Fd,,7.82,11,28.33,
SBC2604,1,2,Hw,53.7,24.8,42,28.32,
SBC2719,1,1,Hw,,27.8,49,28.31,
SBC7709,1,2,Fd,22.7,13.1,19,28.3,
SBC4301,1,1,Fd,41.8,33.9,66,28.29,
SBC2790,1,1,Cw,,31.2,58,28.28,
SBC5382,1,2,Sx,26.1,13.3,19,28.28,
SBC4666,1,1,Ss,21.8,10.8,18,28.28,
SBC7476,1,1,Pl,36.5,31.1,61,28.28,
SBC5509,1,1,Ba,25.1,22.1,36,28.25,
SBC5411,1,1,Sx,20.1,14.4,21,28.25,
SBC7149,1,1,Sx,34,17.4,27,28.25,
666.1su,1,1,Lw,38.8,40,93,28.24,
SBC2541,1,1,Hw,18.5,15.8,25,28.24,
SBC6087,1,1,Sx,13.4,12.7,18,28.24,
SBC2555,1,1,Hw,43.5,25.5,44,28.24,
SBC2628,1,1,Ss,34.5,20.1,33,28.23,
7SIB128,1,1,Sx,25.9,19.4,31,28.23,
KN02545,1,3,Pl,28.3,28.5,51,28.22,
SBC1011,1,1,Fd,43.3,22.3,36,28.22,
SBC2113,1,1,Fd,22.8,20.4,32,28.22,
